max -1.05x + -2.26y + 0.11z
5.71x + -5.78y + -6.85z <= 152.82
-4.93x + 9.7y + 0.86z <= 192.34
4.51x + -1.6y + -4.13z <= 804.77
5.52x + 2.59y + -6.49z <= 562.66
8.95x + 7.08y + -6.05z <= 406.25
3.91x + -4.13y + 4.91z <= 581.13
9.93x + -9.61y + 0.08z <= 333.45
-1.79x + -1.46y + 1.06z <= 217.79
-3.92x + 7.01y + -2.09z <= 763.53
3.46x + 4.63y + 1.69z <= 916.8
-6.68x + 6.24y + -3.59z <= 112.86
6.0x + 6.06y + -5.34z <= 695.69
-7.49x + -9.64y + -8.09z <= 456.14
7.47x + 1.78y + 9.9z <= 520.18
-1.98x + 8.8y + -1.44z <= 379.4
-6.08x + -5.4y + -7.52z <= 278.71
-4.84x + 4.94y + -4.29z <= 909.31
7.99x + 1.79y + -8.04z <= 153.36
7.06x + -3.99y + -0.87z <= 752.99
3.77x + -8.95y + 9.46z <= 406.69
0.32x + 4.04y + 7.12z <= 313.3
3.41x + -1.99y + 1.67z <= 273.38
7.95x + 7.51y + 8.29z <= 374.64
0.8x + 5.26y + 6.07z <= 928.29
-5.06x + -9.9y + -6.9z <= 559.74
-3.14x + -9.06y + 6.31z <= 883.85
1.42x + -5.25y + -1.71z <= 851.09
0.9x + -5.5y + -8.26z <= 671.9
1.32x + 7.87y + 6.16z <= 408.2
-3.6x + -5.28y + -8.96z <= 240.25
2.6x + 5.74y + -3.6z <= 531.63
-5.47x + -6.49y + -8.2z <= 895.01
7.83x + 8.71y + -4.15z <= 991.74
-0.48x + -5.11y + 9.22z <= 491.5
3.64x + -2.5y + -2.7z <= 653.15
8.32x + 8.08y + -6.42z <= 421.09
1.78x + -7.36y + 3.3z <= 865.98
6.08x + -1.28y + -9.65z <= 591.97
5.61x + 2.65y + -6.48z <= 684.98
6.73x + -4.36y + 0.69z <= 170.45
9.26x + 9.46y + 2.06z <= 859.69
-3.27x + 8.16y + -6.52z <= 806.74
8.84x + -4.66y + 1.72z <= 923.64
-9.26x + 2.79y + 6.88z <= 172.59
5.41x + -5.51y + 6.0z <= 656.92
-1.45x + -5.07y + -7.44z <= 373.83
-8.21x + 6.6y + 3.6z <= 142.02
9.45x + -4.55y + 2.36z <= 528.78
-6.13x + -9.81y + 0.6z <= 450.25
-2.07x + -5.2y + 1.45z <= 549.13
-5.86x + -5.9y + -9.5z <= 316.49
-4.95x + -5.7y + -7.25z <= 559.25
7.43x + 4.79y + 9.34z <= 240.63
7.63x + -2.97y + 3.06z <= 582.27
-2.37x + -9.51y + -8.39z <= 356.2
-6.36x + -4.21y + -7.92z <= 444.99
8.32x + -7.07y + -9.56z <= 212.03
4.18x + 7.1y + -3.52z <= 742.0
8.02x + -6.46y + 1.1z <= 100.34
7.83x + -3.06y + 3.18z <= 143.9
4.67x + -6.68y + -5.63z <= 494.69
-2.59x + 9.68y + 1.36z <= 970.14
-5.35x + 4.09y + 0.65z <= 696.39
2.23x + 2.72y + -1.35z <= 271.5
5.61x + 3.42y + 9.05z <= 589.07
6.68x + -0.17y + -0.19z <= 774.37
-1.35x + 6.51y + -9.49z <= 629.07
-2.98x + 8.65y + -3.23z <= 476.65
2.45x + -6.38y + 7.1z <= 825.62
-5.63x + -7.33y + -4.01z <= 965.35
-1.88x + 3.69y + -8.14z <= 929.19
-1.57x + -3.64y + -9.65z <= 774.17
0.86x + 9.85y + 4.17z <= 208.7
9.97x + -7.21y + -2.79z <= 552.81
1.09x + -4.31y + 6.16z <= 736.93
-2.78x + -4.29y + -2.57z <= 280.9
9.55x + 1.13y + 6.0z <= 498.67
6.78x + -6.96y + 7.26z <= 104.43
8.65x + -9.33y + 2.91z <= 432.56
-1.25x + -5.65y + 5.76z <= 940.46
0.58x + -9.12y + 5.5z <= 471.8
0.84x + 0.15y + 5.16z <= 561.54
2.16x + -5.75y + -1.8z <= 647.17
5.59x + 5.02y + 3.91z <= 465.33
0.12x + 9.68y + -2.2z <= 953.44
3.08x + 5.9y + 5.71z <= 223.55
8.0x + -7.75y + -9.7z <= 725.79
3.89x + 3.03y + 4.59z <= 186.65
2.49x + -1.33y + 4.1z <= 336.21
-0.55x + 5.2y + -9.77z <= 381.2
2.53x + 0.97y + 5.98z <= 154.22
2.18x + 1.99y + 5.77z <= 678.16
-4.1x + 7.38y + -2.88z <= 564.53
-3.93x + -0.02y + 7.32z <= 292.04
-7.9x + -8.43y + -9.52z <= 766.76
-8.44x + -1.3y + -2.09z <= 408.6
-4.95x + 8.6y + -2.93z <= 370.08
-4.96x + -9.27y + -4.36z <= 451.48
0.23x + 1.09y + 1.12z <= 347.7
9.38x + -5.95y + 4.2z <= 301.53
-8.39x + 7.98y + 5.14z <= 117.79
0.1x + 2.76y + -5.78z <= 209.98
-5.72x + -5.63y + -0.67z <= 648.9
2.96x + 8.91y + 9.01z <= 478.73
-3.52x + -0.05y + 7.18z <= 597.92
-3.03x + 7.26y + -8.73z <= 870.9
2.5x + -1.98y + 7.71z <= 354.54
-8.46x + -9.17y + 1.44z <= 797.71
-5.74x + 9.96y + 7.81z <= 646.48
4.32x + 3.17y + 1.0z <= 550.32
8.27x + -7.17y + -8.56z <= 619.01
8.16x + 4.6y + -3.77z <= 513.73
8.23x + -5.8y + -3.65z <= 495.7
-5.65x + 1.6y + 6.72z <= 205.56
-8.74x + -3.07y + -9.39z <= 385.71
-5.94x + 4.3y + -8.85z <= 464.88
-4.14x + 1.61y + -6.61z <= 600.99
8.98x + 7.18y + 3.18z <= 445.04
-3.93x + -0.97y + 5.79z <= 330.54
-0.95x + 5.76y + 6.08z <= 724.28
0.81x + -6.25y + 1.65z <= 584.28
-0.79x + -8.1y + -7.56z <= 762.36
-1.21x + -6.9y + -7.92z <= 241.7
1.35x + 8.48y + 9.68z <= 651.29
-8.25x + -7.46y + -8.23z <= 788.28
-1.29x + 9.29y + -1.75z <= 702.96
-7.69x + 0.07y + 9.71z <= 576.29
5.66x + -4.74y + -0.01z <= 871.98
6.16x + -3.56y + -1.65z <= 745.47
-4.06x + 5.76y + -6.53z <= 976.97
-5.21x + 4.1y + 6.39z <= 817.54
-0.2x + -0.88y + 2.7z <= 484.06
2.79x + 6.42y + -4.35z <= 376.35
6.51x + -0.2y + -5.92z <= 303.6
7.66x + 7.02y + -2.64z <= 533.49
-6.14x + 8.1y + -8.85z <= 713.86
-4.15x + 3.33y + -3.5z <= 188.19
-9.38x + -5.66y + -9.95z <= 334.58
-3.22x + -0.53y + 4.11z <= 212.47
-6.76x + 2.92y + -2.7z <= 765.52
-5.05x + 8.54y + 1.64z <= 656.82
-5.45x + 9.37y + 4.99z <= 187.25
8.66x + 7.91y + -8.85z <= 628.58
1.12x + -5.34y + 9.15z <= 230.5
3.61x + 0.47y + -1.47z <= 881.92
9.46x + 7.78y + 5.15z <= 555.92
1.73x + -5.98y + -6.82z <= 167.98
-3.5x + 6.37y + 1.88z <= 676.12
-7.4x + -8.87y + 7.33z <= 620.54
-0.35x + 4.14y + 3.76z <= 797.9
-6.46x + 6.96y + 8.06z <= 358.48
-5.17x + 4.76y + -9.3z <= 552.84
-5.74x + -5.56y + 1.8z <= 670.44
-1.46x + -0.65y + 8.33z <= 925.79
0.79x + 7.08y + 4.84z <= 771.35
-8.11x + -9.11y + -8.48z <= 946.04
-8.62x + 0.17y + -5.05z <= 670.87
-4.76x + 6.26y + -7.73z <= 343.6
-2.44x + -9.63y + -6.14z <= 560.84
3.92x + 3.38y + 2.27z <= 506.38
-9.77x + 3.45y + 2.58z <= 207.84
-9.27x + 1.18y + 1.39z <= 718.6
9.34x + 7.04y + -9.4z <= 406.42
8.07x + 3.61y + 9.16z <= 851.01
2.88x + 2.26y + -3.97z <= 955.75
7.73x + -4.07y + -8.65z <= 594.24
6.94x + -2.16y + 6.21z <= 542.28
1.29x + -7.83y + -9.94z <= 585.02
-8.98x + -4.67y + 6.17z <= 180.05
2.57x + -2.86y + -8.07z <= 662.9
3.41x + -3.2y + -9.1z <= 532.85
8.8x + -0.62y + -2.71z <= 875.53
0.34x + -2.99y + -7.3z <= 983.43
5.76x + 6.58y + 0.49z <= 677.57
3.18x + 3.84y + -3.17z <= 621.83
0.82x + -9.29y + -6.53z <= 921.32
6.8x + -2.23y + 1.03z <= 483.58
-3.39x + 0.4y + 4.45z <= 671.47
-2.71x + 5.66y + 7.6z <= 149.82
-0.82x + 9.66y + -9.92z <= 266.8
3.76x + 6.71y + -9.01z <= 424.38
7.62x + 3.07y + 3.15z <= 782.46
5.66x + 1.04y + 5.17z <= 232.85
3.13x + 9.5y + -6.66z <= 190.5
1.06x + 4.41y + -1.75z <= 604.7
2.55x + -9.95y + 7.25z <= 512.06
0.97x + 9.64y + -0.86z <= 945.27
-3.58x + -7.61y + 5.63z <= 774.1
2.48x + -1.53y + -7.73z <= 647.77
-0.75x + 8.37y + -0.09z <= 116.1
-8.1x + 3.17y + -9.86z <= 145.86
2.86x + -7.12y + 2.81z <= 130.37
-8.52x + -8.36y + -0.1z <= 582.19
-0.96x + 8.03y + -5.11z <= 969.84
-2.03x + 3.64y + 3.11z <= 660.94
9.35x + -0.96y + 7.13z <= 186.79
-9.54x + -8.68y + -1.03z <= 974.24
5.8x + 5.2y + 0.52z <= 629.26
-8.04x + -5.82y + -1.03z <= 488.34
2.5x + 0.99y + -5.87z <= 981.06
-8.42x + -9.42y + 2.94z <= 987.54
-9.71x + -2.1y + 3.96z <= 793.68
-7.16x + -3.91y + -2.41z <= 579.81
4.99x + -6.01y + -8.0z <= 923.04
-5.4x + -6.29y + -4.38z <= 311.28
-8.73x + 6.02y + -9.65z <= 900.26
-0.48x + 0.01y + -3.24z <= 211.39
-2.55x + -0.4y + 0.96z <= 609.6
-5.01x + 8.6y + -5.14z <= 533.67
-6.48x + 3.77y + 1.29z <= 890.12
-0.22x + 8.11y + 4.88z <= 313.1
-6.12x + -8.76y + -0.63z <= 146.3
-2.88x + 6.26y + 6.19z <= 491.5
-2.77x + 5.42y + 2.26z <= 304.43
0.94x + 8.53y + -7.79z <= 244.97
-6.47x + -3.75y + 4.39z <= 742.39
-5.82x + -4.37y + 4.12z <= 367.51
4.09x + -8.96y + 4.64z <= 261.22
-2.88x + 8.05y + -9.66z <= 506.2
-1.86x + 3.59y + 2.0z <= 919.5
2.94x + 8.95y + 3.15z <= 907.52
7.48x + -4.29y + -5.34z <= 455.51
9.38x + -0.35y + -0.67z <= 835.0
8.43x + -8.97y + -9.87z <= 658.02
-4.94x + -5.83y + -4.54z <= 669.27
2.8x + 5.85y + -6.82z <= 959.0
-7.36x + 5.54y + 3.37z <= 938.54
1.85x + 9.67y + -0.97z <= 351.74
4.2x + 7.5y + -8.05z <= 574.18
-6.46x + 2.5y + -8.47z <= 378.62
9.11x + -3.86y + -4.34z <= 682.18
4.36x + 1.39y + 6.37z <= 274.07
-8.5x + 1.7y + -9.98z <= 149.2
-9.22x + -0.09y + -8.94z <= 862.83
2.9x + 5.58y + 8.73z <= 661.35
1.62x + -9.9y + -5.63z <= 849.15
3.3x + 7.53y + 5.19z <= 240.01
-2.12x + -4.08y + 3.65z <= 261.48
-4.82x + 1.1y + 4.24z <= 392.75
-3.48x + 1.55y + -8.88z <= 763.03
2.26x + 2.27y + 2.97z <= 214.01
-8.79x + 1.17y + 7.9z <= 279.31
2.42x + 5.2y + -6.33z <= 687.47
8.36x + -1.93y + 5.17z <= 930.57
6.74x + -8.64y + -0.28z <= 935.3
-6.86x + -1.67y + -3.6z <= 806.91
-0.08x + 0.62y + -6.54z <= 684.85
-3.4x + -5.75y + -8.42z <= 517.12
-2.0x + 1.36y + -7.5z <= 816.01
0.93x + 8.13y + -6.48z <= 636.8
-1.74x + 6.51y + 1.95z <= 467.13
-8.99x + 1.31y + -6.85z <= 408.82
-0.52x + -5.81y + 3.08z <= 653.83
2.43x + -7.9y + -7.37z <= 962.03
-7.52x + 1.6y + 4.98z <= 148.65
3.89x + 6.71y + -1.04z <= 504.08
-3.44x + -0.92y + -8.83z <= 913.45
0.39x + -9.03y + 8.51z <= 311.4
7.28x + -3.7y + -4.12z <= 411.94
0.45x + -4.21y + 0.98z <= 188.64
6.93x + 9.33y + -7.86z <= 106.33
-5.87x + -7.68y + -5.06z <= 273.98
7.36x + 9.36y + 4.8z <= 368.78
-2.22x + -5.08y + -5.4z <= 594.21
-4.98x + 0.81y + -3.85z <= 265.33
7.05x + -4.63y + 8.06z <= 739.62
2.62x + 5.39y + 6.85z <= 353.92
6.73x + -6.05y + 0.11z <= 193.95
7.6x + 9.46y + 3.66z <= 405.12
-3.15x + 8.6y + 6.38z <= 578.06
6.85x + 9.14y + -2.38z <= 982.61
-5.52x + -3.21y + 6.04z <= 407.98
-1.83x + -5.25y + 8.66z <= 170.45
2.13x + 5.64y + -4.18z <= 500.83
-7.11x + -1.05y + -7.84z <= 983.11
-1.07x + 6.63y + -2.06z <= 399.93
-9.8x + -0.06y + -1.34z <= 689.75
-0.13x + 0.97y + -7.87z <= 772.12
-3.84x + 3.37y + 6.74z <= 572.0
8.04x + 8.28y + 5.9z <= 250.45
-8.01x + -7.24y + 6.75z <= 971.06
-2.81x + -0.88y + -9.44z <= 149.68
-3.78x + 0.49y + 1.55z <= 480.99
-0.39x + -5.33y + -9.81z <= 196.92
9.33x + -5.69y + 8.41z <= 914.64
3.91x + -7.24y + 4.65z <= 202.47
-7.85x + 8.48y + -2.64z <= 851.35
0.5x + -5.22y + -5.33z <= 469.41
-7.61x + -5.29y + 5.13z <= 656.13
2.99x + -3.55y + 1.19z <= 544.89
-2.4x + -8.81y + -0.99z <= 251.48
-5.84x + -9.5y + 2.04z <= 157.21
-8.13x + 4.85y + -6.01z <= 384.92
-6.07x + 7.58y + 2.1z <= 829.59
-8.18x + -5.75y + -9.96z <= 433.2
0.1x + 1.11y + -2.77z <= 750.34
-4.1x + -8.05y + -3.46z <= 770.05
-5.16x + -0.59y + 1.73z <= 700.22
5.35x + -0.66y + 1.35z <= 100.86
-7.46x + -7.19y + -3.19z <= 593.34
-5.05x + -9.24y + -3.79z <= 187.92
5.41x + -8.75y + 3.16z <= 259.87
-9.37x + -6.16y + -9.82z <= 578.04
-5.18x + -9.21y + 7.56z <= 836.45
9.95x + 8.58y + -0.63z <= 539.7
-1.31x + -8.95y + 3.67z <= 790.48
0.88x + 3.94y + 2.87z <= 708.29
3.76x + -3.45y + -0.33z <= 235.52
-2.87x + -3.03y + 9.9z <= 681.46
-4.28x + 9.51y + 6.82z <= 106.26
7.42x + -6.95y + 1.63z <= 788.59
6.18x + 4.67y + 8.18z <= 583.96
3.86x + -0.64y + 8.76z <= 657.69
-5.03x + 9.04y + -1.89z <= 104.75
7.69x + -9.54y + -6.16z <= 383.78
-1.59x + 9.28y + 5.86z <= 310.77
-7.81x + 0.6y + 3.98z <= 743.74
1.28x + -9.35y + -0.95z <= 199.32
7.04x + 0.71y + 1.6z <= 810.9
-9.53x + 4.47y + 2.01z <= 914.66
-1.81x + 4.74y + 6.29z <= 451.25
6.27x + -5.6y + -5.01z <= 888.93
-7.76x + -4.88y + -1.15z <= 114.63
0.55x + -3.72y + -7.1z <= 304.67
5.77x + 2.21y + 3.4z <= 761.87
-4.44x + 3.45y + -9.8z <= 799.29
3.24x + 5.62y + -2.8z <= 214.26
6.33x + 9.9y + -0.31z <= 654.99
-9.41x + -3.93y + 8.49z <= 945.73
8.79x + -5.3y + -8.7z <= 346.09
5.3x + 8.42y + 7.71z <= 146.55
-2.02x + -4.95y + -2.9z <= 734.84
-7.14x + -5.52y + -8.75z <= 892.4
7.48x + 2.63y + 7.39z <= 811.9
1.42x + -1.78y + -0.58z <= 527.04
6.98x + -9.61y + 2.36z <= 320.81
8.2x + 2.48y + -8.72z <= 512.47
2.32x + -0.73y + 8.99z <= 961.63
-0.62x + -4.08y + -9.97z <= 452.59
5.1x + 9.35y + 9.99z <= 780.24
8.31x + 8.77y + -8.91z <= 106.41
-7.81x + -9.06y + 7.57z <= 472.67
2.04x + -3.82y + 7.74z <= 717.71
0.14x + 1.22y + -6.37z <= 640.75
-3.11x + -3.14y + -8.2z <= 535.45
-7.58x + 2.33y + 6.22z <= 560.64
-7.24x + -4.23y + 7.34z <= 893.52
-7.25x + -2.55y + 0.77z <= 336.67
-0.41x + 7.36y + 7.61z <= 671.6
9.98x + 3.38y + -6.29z <= 639.3
-8.47x + 2.72y + -6.08z <= 674.14
-6.87x + 4.04y + 2.56z <= 987.84
0.91x + 3.59y + -9.61z <= 692.78
0.66x + -9.59y + -4.14z <= 295.95
2.33x + 6.35y + -3.02z <= 764.56
-8.38x + -8.29y + -0.96z <= 976.09
-5.99x + 7.2y + 1.14z <= 522.37
0.02x + -4.82y + 6.15z <= 437.87
-4.37x + -6.17y + -6.3z <= 465.39
3.63x + -2.43y + -1.35z <= 448.97
-9.16x + -0.64y + 2.07z <= 748.66
-7.09x + -5.82y + -5.67z <= 547.26
1.9x + 7.0y + 5.6z <= 601.91
-8.27x + 5.31y + -4.91z <= 450.03
5.84x + 1.94y + 2.54z <= 813.11
8.42x + -2.13y + 3.01z <= 444.37
8.73x + 8.46y + 7.8z <= 848.67
3.69x + -0.08y + 7.29z <= 742.13
-3.85x + -6.72y + 2.5z <= 404.57
-0.09x + 7.23y + 8.21z <= 437.47
4.48x + 2.31y + 2.19z <= 687.46
-1.97x + -9.54y + 1.26z <= 608.86
-6.43x + 5.68y + 7.7z <= 625.05
-4.78x + 8.1y + 7.82z <= 239.83
-2.94x + 0.22y + 3.81z <= 280.68
-0.21x + 3.03y + 1.5z <= 736.39
-8.07x + 7.68y + -6.26z <= 484.81
1.82x + 5.69y + -6.2z <= 359.43
0.57x + 3.81y + -4.46z <= 802.33
-7.09x + -0.56y + 9.72z <= 547.12
-0.8x + 3.35y + -7.02z <= 406.51
-9.97x + 0.87y + -7.62z <= 913.74
7.25x + 4.96y + 3.0z <= 930.52
6.16x + -3.0y + 0.35z <= 452.48
0.01x + -3.49y + -9.31z <= 356.2
-9.84x + -2.23y + 6.88z <= 506.45
-7.89x + -1.87y + -0.41z <= 930.9
-1.86x + 5.49y + 2.08z <= 606.15
-3.68x + 3.24y + 2.22z <= 960.68
6.55x + -2.03y + 7.23z <= 364.97
-4.75x + -7.66y + -2.58z <= 423.42
5.04x + 7.53y + 3.62z <= 519.43
3.81x + 5.25y + 3.93z <= 588.18
-6.1x + 8.3y + -6.57z <= 647.6
-4.1x + 4.11y + 9.38z <= 131.72
2.25x + -8.92y + -3.64z <= 927.39
-5.8x + -2.06y + 8.86z <= 831.06
7.58x + -4.59y + 7.07z <= 388.89
8.96x + 7.88y + 2.93z <= 944.56
6.97x + 2.8y + -6.92z <= 600.35
-3.38x + -7.98y + -9.48z <= 506.41
-3.36x + 1.69y + 1.21z <= 276.05
7.21x + 2.74y + -8.69z <= 680.42
-9.57x + -5.55y + 4.05z <= 791.92
4.06x + -8.32y + 9.69z <= 332.67
-9.46x + -4.44y + -4.08z <= 453.04
2.32x + 4.87y + -7.83z <= 604.55
7.47x + -2.71y + -3.58z <= 462.63
-2.47x + 8.49y + -3.69z <= 968.27
-7.5x + 4.94y + 5.83z <= 829.58
4.75x + -8.51y + -2.92z <= 466.23
-7.1x + -8.79y + 0.73z <= 662.43
1.57x + 7.88y + 7.84z <= 918.18
0.93x + 7.41y + -5.01z <= 884.35
-5.47x + 8.94y + 4.49z <= 459.9
2.66x + -5.83y + -6.41z <= 546.54
1.05x + 8.27y + 3.9z <= 231.52
7.72x + -7.39y + -9.81z <= 798.37
-5.16x + -3.7y + 2.07z <= 945.89
1.37x + 8.5y + 1.72z <= 395.43
2.64x + 3.51y + 6.35z <= 736.94
-9.65x + 1.93y + -6.81z <= 617.25
-0.86x + -2.14y + 3.41z <= 183.58
-5.68x + 5.72y + 8.94z <= 984.88
-7.95x + 2.1y + 4.06z <= 458.33
7.05x + 0.85y + -1.61z <= 239.9
-3.48x + 3.33y + 0.52z <= 257.0
7.43x + -3.3y + -0.11z <= 966.59
-7.99x + 9.5y + -0.92z <= 204.42
-4.99x + -8.77y + 9.61z <= 290.85
-0.13x + -5.64y + 7.09z <= 689.43
5.66x + 7.44y + 2.84z <= 543.19
6.69x + 0.2y + 2.44z <= 758.99
5.5x + -1.23y + 1.47z <= 614.13
-7.69x + -4.75y + 1.6z <= 601.89
-4.71x + 2.79y + 9.81z <= 647.05
-3.72x + -1.1y + 9.35z <= 790.64
-4.13x + -4.25y + -2.24z <= 335.38
-3.57x + -4.8y + 6.06z <= 314.23
-2.77x + 5.72y + 6.73z <= 395.65
8.11x + -7.18y + 3.21z <= 868.27
3.71x + 7.95y + -5.52z <= 655.87
-5.95x + -7.36y + 4.3z <= 229.52
8.64x + 2.63y + -1.87z <= 702.28
7.29x + -0.31y + 1.87z <= 162.07
-2.16x + -2.48y + -6.54z <= 618.24
8.85x + -6.72y + 0.61z <= 525.1
6.67x + 7.83y + -5.98z <= 539.08
-6.54x + 6.39y + -6.22z <= 213.07
9.47x + 1.9y + 5.31z <= 255.63
-8.88x + 9.56y + 5.84z <= 182.26
9.33x + -4.19y + 3.28z <= 125.36
1.92x + 2.88y + -0.75z <= 476.14
6.74x + 9.0y + -0.94z <= 654.09
-6.45x + -6.98y + 6.69z <= 691.4
4.62x + 6.6y + -0.98z <= 918.27
-9.42x + 7.34y + 2.03z <= 791.95
-6.21x + 1.92y + 1.11z <= 671.38
-7.58x + -3.7y + -0.82z <= 651.39
-3.28x + 7.73y + -7.84z <= 219.32
6.13x + -0.59y + -6.06z <= 772.6
-7.39x + 0.59y + 1.9z <= 424.68
-0.56x + 8.74y + -5.1z <= 979.63
-8.4x + -3.42y + 7.5z <= 645.27
-5.13x + 2.84y + 3.36z <= 206.8
3.59x + 4.53y + -3.99z <= 778.9
-8.15x + -7.02y + 7.22z <= 781.39
-7.17x + -2.86y + -5.11z <= 714.1
-1.31x + 0.1y + 8.24z <= 270.99
8.44x + -0.21y + -4.03z <= 844.07
9.85x + -4.0y + -5.7z <= 146.46
-8.2x + 8.9y + -8.05z <= 317.28
4.08x + -0.44y + -7.74z <= 677.67
-3.18x + -5.92y + 3.1z <= 568.98
5.47x + -7.88y + 0.84z <= 304.25
3.59x + 7.61y + 3.81z <= 603.53
-8.94x + 8.23y + 7.93z <= 873.66
8.14x + -1.59y + 0.92z <= 127.51
-4.23x + -2.31y + 9.32z <= 726.48
2.77x + -1.12y + 6.42z <= 480.02
-1.98x + -0.19y + -9.16z <= 534.42
-0.23x + -8.89y + -8.11z <= 776.06
1.48x + 9.07y + 9.23z <= 745.19
-3.46x + -7.66y + 3.7z <= 632.99
-7.3x + -4.62y + -7.53z <= 573.92
8.87x + 8.28y + 5.93z <= 424.16
4.63x + 9.81y + -5.77z <= 292.28
-5.2x + -6.27y + 5.45z <= 310.68
-0.19x + 1.05y + 5.4z <= 856.3
-6.23x + -2.39y + -9.21z <= 310.91
-0.8x + -1.43y + -7.75z <= 448.37
4.66x + 6.57y + 1.4z <= 959.82
-7.84x + 0.98y + -8.3z <= 143.14
-9.65x + 1.13y + 1.5z <= 918.59
1.49x + -9.3y + 5.33z <= 435.41
8.36x + -9.96y + 7.0z <= 819.95
-8.4x + 2.41y + 4.88z <= 141.64
-7.71x + -0.64y + -3.1z <= 424.5
7.01x + 9.39y + 9.64z <= 689.19
-1.14x + -4.78y + -8.75z <= 560.82
9.53x + -1.48y + 5.82z <= 477.3
-8.85x + -5.62y + -3.98z <= 299.89
-6.99x + 9.6y + 3.91z <= 443.01
9.56x + 2.25y + -9.9z <= 259.18
-7.92x + -4.45y + 5.36z <= 371.04
-4.22x + 2.49y + 7.91z <= 691.13
0.75x + -1.78y + 3.22z <= 879.96
-5.64x + 3.9y + 5.94z <= 708.97
7.64x + 6.31y + -4.48z <= 846.83
-9.29x + -5.77y + 2.13z <= 187.19
5.43x + -1.29y + 7.88z <= 460.67
5.84x + 3.8y + 0.2z <= 955.55
4.07x + 5.76y + 8.83z <= 957.29
1.94x + -6.05y + 3.96z <= 319.66
2.4x + -4.01y + -2.75z <= 571.1
5.49x + -7.19y + 5.44z <= 753.72
7.77x + 0.26y + 8.29z <= 666.43
-8.67x + -0.14y + -7.99z <= 348.56
-4.87x + -4.1y + -6.42z <= 474.28
-1.94x + 9.81y + -1.27z <= 860.23
2.92x + -1.43y + -2.49z <= 634.27
-5.37x + -5.64y + 5.49z <= 359.2
1.2x + 1.31y + 6.16z <= 804.91
3.4x + -1.64y + 2.92z <= 993.44
4.28x + 6.63y + 3.76z <= 722.6
0.85x + -5.87y + 2.21z <= 621.26
-1.06x + 8.96y + 3.25z <= 533.13
-8.28x + -3.5y + -5.08z <= 494.62
7.9x + 2.49y + -2.79z <= 431.67
-4.69x + -3.68y + 7.08z <= 882.98
5.63x + -4.25y + -1.57z <= 894.73
-5.38x + 2.05y + -0.16z <= 774.4
-5.81x + -0.82y + -1.68z <= 213.27
4.41x + 9.91y + -1.7z <= 191.17
3.33x + 2.1y + -4.73z <= 651.66
-7.24x + 1.95y + -4.14z <= 103.11
4.98x + 4.01y + 8.07z <= 313.28
0.31x + -3.47y + -2.49z <= 728.95
4.91x + 3.25y + -6.85z <= 592.91
-8.74x + 4.27y + -9.11z <= 515.94
2.2x + 2.79y + 1.94z <= 580.42
-8.05x + 5.73y + 6.5z <= 575.67
2.55x + -5.57y + -9.42z <= 989.25
-1.43x + -1.06y + -0.18z <= 877.87
3.49x + -6.58y + -5.03z <= 256.85
3.51x + -7.45y + 0.34z <= 603.86
-3.43x + -4.52y + 1.38z <= 608.81
-1.18x + 1.65y + -8.5z <= 269.35
-1.83x + 2.81y + -7.07z <= 996.41
-0.86x + 6.56y + -2.65z <= 907.66
-9.64x + 4.54y + -9.01z <= 935.31
1.76x + -6.35y + 2.86z <= 778.04
-8.62x + -7.75y + 2.2z <= 531.54
-9.29x + 6.51y + -9.18z <= 366.61
-4.22x + 8.3y + -3.85z <= 401.7
-3.58x + 6.7y + 7.71z <= 293.44
-7.11x + -2.3y + 5.0z <= 423.82
1.48x + -2.26y + -3.71z <= 197.3
-9.13x + -2.0y + -6.89z <= 233.94
-8.87x + 3.28y + -6.43z <= 133.0
9.46x + 6.15y + -1.98z <= 788.0
7.35x + 1.27y + 5.34z <= 452.32
6.56x + 1.11y + -9.91z <= 912.0
6.31x + 0.84y + 7.21z <= 825.24
2.89x + 5.55y + -6.92z <= 217.06
2.4x + -3.85y + -5.98z <= 658.0
-1.72x + 7.3y + 5.08z <= 262.33
1.2x + 7.59y + 5.39z <= 449.56
8.45x + 7.52y + -9.99z <= 220.9
-1.26x + -6.03y + -7.87z <= 529.14
-7.09x + 2.83y + 2.25z <= 392.28
9.23x + -1.88y + 6.92z <= 673.81
-9.68x + 5.59y + -4.56z <= 450.2
5.04x + 3.96y + 0.74z <= 980.5
-3.93x + 9.68y + -8.83z <= 629.78
-8.94x + 8.02y + 4.63z <= 169.84
1.6x + 5.84y + -7.45z <= 190.52
-3.39x + -4.4y + 6.01z <= 145.48
-5.09x + -8.98y + 0.19z <= 685.16
-0.1x + 3.89y + 7.25z <= 813.92
-7.31x + 2.62y + -7.34z <= 479.61
9.9x + -3.98y + -5.6z <= 140.55
3.38x + -3.86y + 9.69z <= 951.24
6.17x + 1.99y + -4.33z <= 843.86
3.35x + -0.01y + 3.03z <= 970.78
4.16x + 5.81y + -7.11z <= 676.92
9.87x + 6.19y + 4.34z <= 297.22
-5.72x + 4.07y + -1.74z <= 462.87
-5.94x + 0.27y + 4.05z <= 147.51
0.87x + -0.71y + -5.34z <= 987.52
5.38x + 1.77y + 2.07z <= 970.34
8.02x + -1.81y + -2.88z <= 392.17
-8.49x + 0.79y + 6.73z <= 627.73
-5.3x + -8.49y + -7.95z <= 778.15
