max 4.18x + -6.67y + -3.92z
-2.82x + -8.88y + -2.06z <= 883.72
2.12x + 6.05y + 8.04z <= 809.65
6.95x + 3.84y + -3.27z <= 828.68
-6.72x + 3.24y + 5.85z <= 111.26
9.4x + 3.59y + 2.71z <= 165.26
9.47x + -7.69y + 8.91z <= 836.16
0.43x + -4.73y + 4.21z <= 736.61
6.09x + 8.87y + 7.21z <= 215.31
1.96x + -1.2y + -8.28z <= 394.21
-7.44x + -6.48y + -5.36z <= 841.45
-0.99x + -6.0y + -5.37z <= 312.86
-7.93x + 0.46y + 3.95z <= 137.86
3.23x + 4.78y + 8.8z <= 237.6
-2.83x + 6.0y + -2.34z <= 513.53
0.77x + -6.36y + 5.91z <= 305.21
9.12x + 6.18y + 7.72z <= 402.94
-2.62x + -7.89y + 9.09z <= 192.15
4.95x + 7.77y + 6.11z <= 454.89
4.24x + 2.46y + 8.13z <= 545.88
6.55x + 2.62y + 9.9z <= 433.32
-4.43x + 7.2y + 1.42z <= 346.69
6.93x + 0.32y + -7.35z <= 368.37
-7.68x + 4.24y + -0.39z <= 617.32
-1.01x + 1.97y + 3.82z <= 596.09
4.32x + 2.69y + 9.87z <= 190.65
4.55x + -9.49y + 8.74z <= 463.7
1.58x + 8.43y + 1.49z <= 128.3
-9.69x + -8.21y + -3.8z <= 609.32
-4.69x + -4.98y + -7.72z <= 657.46
1.83x + -7.59y + 7.44z <= 391.32
3.1x + 5.32y + -8.35z <= 348.48
7.69x + 9.73y + 5.92z <= 230.92
-5.47x + -2.91y + 6.11z <= 386.57
-8.24x + -1.94y + 1.01z <= 360.22
6.67x + 5.28y + 6.51z <= 620.48
1.65x + 2.67y + -5.87z <= 826.38
-4.18x + -1.9y + 6.74z <= 258.03
-3.32x + 0.57y + 5.31z <= 703.25
1.45x + -2.32y + -1.0z <= 796.37
6.89x + -6.97y + -8.89z <= 618.68
2.16x + -2.39y + 0.27z <= 515.66
2.29x + 5.32y + 9.83z <= 656.94
-5.5x + 0.95y + 7.48z <= 363.44
-6.74x + 0.52y + 6.63z <= 568.73
7.47x + 3.07y + -9.57z <= 472.56
7.47x + 7.51y + 4.08z <= 962.94
1.94x + -8.29y + 5.15z <= 825.34
0.95x + 1.17y + 3.38z <= 441.73
6.65x + -3.32y + -2.21z <= 635.61
2.13x + -6.56y + -2.29z <= 477.49
1.55x + -9.58y + 5.22z <= 392.32
-4.39x + -7.32y + -4.19z <= 643.66
-4.34x + -8.4y + -8.97z <= 255.84
4.96x + -3.86y + -9.58z <= 962.17
0.1x + -0.97y + -9.12z <= 356.28
-4.42x + 0.33y + -7.36z <= 205.37
6.75x + 9.19y + -8.48z <= 397.03
0.74x + -9.51y + 7.76z <= 350.96
-5.9x + 8.02y + -2.23z <= 113.37
-4.14x + -9.77y + 6.11z <= 984.98
-3.84x + -8.86y + -0.29z <= 866.03
3.0x + -8.67y + 5.02z <= 672.54
-2.23x + 4.66y + 3.0z <= 832.18
8.25x + 7.73y + 3.07z <= 880.75
-1.53x + 0.55y + -8.02z <= 359.15
-2.11x + -2.32y + 2.05z <= 330.86
-2.04x + -4.04y + -3.71z <= 936.33
6.36x + 9.32y + -0.4z <= 181.28
0.27x + 2.19y + -4.7z <= 600.52
-5.65x + -6.27y + 9.82z <= 442.44
6.62x + 7.18y + -3.17z <= 356.87
-9.41x + -4.31y + -9.73z <= 161.34
-9.31x + -7.59y + 5.39z <= 556.46
-7.0x + -7.37y + -3.97z <= 638.87
-0.95x + -0.7y + -7.99z <= 567.85
-1.2x + -4.42y + -8.29z <= 694.29
9.51x + -4.86y + 3.32z <= 327.69
-1.02x + -2.43y + 0.1z <= 118.17
-9.4x + 3.49y + -1.88z <= 587.54
-4.01x + 6.48y + -0.52z <= 262.21
-5.57x + -1.54y + 4.9z <= 457.59
-8.65x + 5.61y + -0.07z <= 302.26
6.92x + 2.76y + -5.67z <= 450.08
3.86x + 5.3y + -9.66z <= 877.1
-5.9x + 0.37y + -7.88z <= 718.96
-9.28x + -0.17y + -1.58z <= 626.68
-5.83x + 0.25y + -5.74z <= 261.09
-3.69x + -9.15y + 4.51z <= 939.49
0.53x + -7.04y + -8.41z <= 623.91
-0.05x + 3.59y + 7.59z <= 835.86
9.01x + -7.75y + -7.11z <= 623.53
-3.55x + -3.65y + 0.4z <= 104.6
9.56x + -9.27y + 3.97z <= 139.05
-5.6x + 7.05y + -9.49z <= 194.52
1.33x + -4.65y + -2.78z <= 357.35
9.8x + 1.48y + -0.6z <= 198.3
-0.78x + -6.25y + -9.92z <= 686.45
4.0x + -9.57y + -6.27z <= 565.25
5.95x + -5.01y + -9.47z <= 857.85
3.93x + 9.78y + -5.81z <= 135.28
-6.3x + -7.33y + 1.15z <= 714.27
-5.33x + 6.57y + -5.46z <= 410.34
-2.42x + 4.44y + 5.23z <= 353.7
7.12x + 6.56y + 3.8z <= 520.67
-1.69x + -9.12y + -5.54z <= 318.87
7.33x + 0.91y + 9.68z <= 809.85
-9.86x + 4.75y + -8.82z <= 949.59
8.03x + -5.54y + -5.89z <= 593.09
0.68x + 6.44y + 1.86z <= 590.67
5.89x + 2.44y + 3.52z <= 937.26
-6.22x + 2.87y + -3.13z <= 884.01
2.15x + -2.85y + 7.95z <= 665.45
5.36x + -1.56y + -2.04z <= 847.82
-3.93x + 2.77y + 3.89z <= 347.67
1.88x + -8.8y + -5.68z <= 633.57
9.21x + -1.28y + 8.32z <= 758.14
0.71x + 2.26y + -0.07z <= 273.25
7.82x + 1.17y + 6.79z <= 757.68
0.53x + 6.91y + -6.9z <= 120.89
-5.42x + -0.48y + 1.24z <= 924.67
-5.17x + 2.77y + 1.67z <= 394.12
7.47x + -8.6y + 3.26z <= 745.23
6.59x + 2.43y + -8.74z <= 461.71
7.95x + -1.49y + 1.98z <= 105.43
-4.19x + -3.45y + 4.48z <= 777.54
-9.4x + 9.9y + -3.61z <= 660.47
7.86x + 3.07y + -7.53z <= 510.03
3.88x + 7.59y + 7.06z <= 359.41
3.04x + 3.93y + -7.67z <= 198.75
3.26x + 0.99y + -2.89z <= 161.69
-8.6x + -8.43y + 0.33z <= 778.73
4.69x + 7.22y + 1.69z <= 144.53
-2.29x + -4.35y + 1.09z <= 142.21
8.05x + 7.28y + 0.85z <= 691.76
-4.14x + 2.09y + -7.06z <= 208.93
-7.09x + 9.57y + -5.06z <= 432.6
6.95x + -4.26y + 0.55z <= 859.14
6.26x + 5.91y + -1.81z <= 928.24
5.43x + 6.03y + 6.14z <= 832.01
-2.05x + 2.24y + -9.87z <= 593.73
-2.88x + 3.0y + -5.94z <= 135.28
-3.98x + -7.43y + 5.94z <= 257.51
-4.27x + -3.52y + 8.54z <= 421.03
8.62x + -6.61y + 7.84z <= 366.02
-8.39x + -3.09y + 6.72z <= 176.69
3.7x + -1.28y + 9.48z <= 622.55
6.42x + -2.57y + 2.48z <= 703.42
-2.11x + 4.32y + -2.46z <= 317.52
-4.19x + 5.99y + 4.49z <= 182.2
1.76x + 8.18y + -6.78z <= 138.65
7.12x + -9.6y + -7.42z <= 983.71
-0.92x + -9.98y + 9.91z <= 664.94
3.79x + 8.52y + 9.94z <= 998.28
-4.51x + 9.66y + -5.56z <= 149.21
-5.58x + -3.3y + -8.8z <= 758.57
9.81x + 3.77y + -1.45z <= 922.86
2.45x + -3.98y + 8.67z <= 440.26
8.39x + -6.09y + -1.36z <= 399.17
1.85x + -1.78y + 2.98z <= 137.79
6.69x + -7.58y + -2.07z <= 411.33
7.32x + -0.21y + 0.86z <= 840.52
-2.66x + 6.62y + -7.59z <= 728.45
-1.78x + 4.19y + 7.31z <= 593.09
5.25x + -3.23y + -9.96z <= 346.46
5.06x + -7.95y + 2.02z <= 610.08
-6.66x + 8.1y + -7.31z <= 471.1
6.35x + 2.48y + -7.58z <= 903.7
8.92x + 2.36y + -4.26z <= 498.2
8.82x + 1.25y + -7.48z <= 168.64
5.07x + 9.4y + -4.02z <= 780.54
6.33x + 5.44y + 3.78z <= 413.25
1.7x + -7.83y + 4.61z <= 807.15
6.19x + 1.23y + -5.91z <= 247.9
1.43x + 8.99y + 8.22z <= 844.88
-2.03x + 4.39y + -5.97z <= 662.75
-3.62x + -5.28y + 4.63z <= 446.46
-2.15x + -7.07y + -8.5z <= 120.41
-9.64x + 2.99y + -8.41z <= 519.64
0.15x + -1.08y + -9.83z <= 711.04
5.23x + 9.17y + -8.52z <= 821.69
-8.27x + 8.05y + -0.8z <= 495.13
8.22x + 9.26y + 1.27z <= 554.25
-7.77x + -5.25y + -9.33z <= 817.75
3.4x + -5.91y + -9.56z <= 431.66
-6.56x + -3.06y + 3.77z <= 771.87
6.68x + -5.44y + 8.84z <= 514.31
-7.68x + -1.09y + -3.28z <= 852.8
-8.81x + 5.81y + 1.34z <= 319.49
-7.96x + -7.22y + 6.06z <= 150.44
-3.97x + 4.48y + -3.0z <= 474.42
-6.17x + -8.06y + 9.58z <= 602.97
-2.68x + -8.31y + 6.67z <= 751.53
-1.28x + -8.02y + -5.71z <= 976.66
-6.32x + 1.24y + -7.39z <= 415.85
0.01x + 7.75y + 3.87z <= 622.84
2.93x + 2.41y + -9.6z <= 864.83
-8.28x + -5.54y + 2.22z <= 533.25
4.55x + 7.49y + 6.05z <= 752.19
-1.25x + 4.84y + -6.84z <= 229.28
9.34x + -5.1y + -3.03z <= 179.76
-0.87x + -6.52y + 2.59z <= 676.55
2.93x + 0.81y + -9.72z <= 830.46
1.67x + -7.18y + -6.58z <= 813.3
4.54x + 5.34y + -9.01z <= 877.81
-6.98x + 5.15y + 4.3z <= 429.46
-8.79x + 4.54y + -0.66z <= 706.71
1.29x + -5.51y + -8.99z <= 206.27
4.57x + 6.93y + -7.48z <= 428.65
-1.52x + -4.47y + 3.82z <= 207.79
9.73x + 3.45y + -5.77z <= 785.3
2.87x + -4.04y + -7.64z <= 918.59
5.62x + -0.03y + 0.42z <= 558.36
-9.61x + 4.91y + 9.9z <= 423.69
-0.46x + 4.0y + 0.76z <= 553.37
1.3x + -8.78y + -0.05z <= 621.73
7.97x + -7.5y + 5.16z <= 246.05
-1.12x + -4.35y + -1.87z <= 984.57
1.02x + 4.24y + -0.83z <= 780.74
2.11x + -7.12y + 9.5z <= 838.01
1.7x + -2.78y + -4.65z <= 249.41
1.98x + 5.97y + 7.03z <= 639.99
8.88x + -1.15y + -2.94z <= 170.63
3.04x + -9.15y + -8.15z <= 645.93
8.76x + -8.89y + -1.16z <= 740.21
2.09x + -7.35y + -9.24z <= 339.9
9.05x + -3.59y + 4.39z <= 158.45
-3.76x + 7.1y + 3.66z <= 579.71
8.31x + -8.14y + 1.6z <= 954.15
0.56x + 8.92y + -7.78z <= 666.39
-3.62x + 7.71y + 6.29z <= 697.55
-9.65x + 6.19y + 7.59z <= 527.1
-6.33x + 0.66y + -6.63z <= 349.3
6.95x + -8.27y + 1.66z <= 371.06
-5.76x + -7.8y + -6.3z <= 134.35
9.23x + -4.58y + 2.63z <= 844.73
6.22x + -4.3y + 5.09z <= 548.69
-9.31x + -6.97y + 0.49z <= 470.02
6.43x + -3.14y + -8.14z <= 768.52
-5.58x + 0.62y + 7.23z <= 399.7
-5.99x + 0.06y + 6.15z <= 994.07
7.81x + -1.18y + 3.09z <= 521.49
-1.48x + -9.15y + -4.18z <= 140.36
8.43x + 8.57y + -2.71z <= 496.71
1.05x + 5.1y + 9.62z <= 673.91
8.17x + 6.13y + -3.93z <= 171.69
5.67x + 9.0y + -4.57z <= 846.76
4.18x + -3.91y + -9.69z <= 218.48
7.39x + 1.89y + 2.62z <= 868.28
5.17x + -3.46y + -0.32z <= 591.94
6.61x + -0.18y + -9.74z <= 432.4
-0.79x + -4.4y + 6.56z <= 139.97
-5.49x + -0.48y + -7.28z <= 975.35
5.4x + -2.16y + 7.6z <= 673.62
-8.19x + 4.55y + -9.65z <= 424.86
-8.37x + 5.54y + -1.59z <= 136.05
-2.21x + 3.01y + 2.33z <= 398.26
-1.0x + 2.48y + -4.09z <= 654.08
3.96x + -4.68y + 5.37z <= 352.52
-2.34x + -7.53y + -5.25z <= 888.17
-3.07x + -1.17y + 8.59z <= 318.28
-7.0x + 3.26y + 3.43z <= 716.75
-9.49x + -5.42y + -7.96z <= 131.48
2.28x + -9.38y + 8.53z <= 957.75
-6.57x + -7.49y + 9.46z <= 905.81
-7.57x + -5.4y + -5.05z <= 418.41
2.56x + 3.45y + 3.23z <= 233.56
-8.88x + -4.08y + 1.52z <= 929.54
6.78x + -4.4y + 1.64z <= 351.2
7.85x + 3.82y + 8.62z <= 640.78
-1.36x + 1.77y + -7.5z <= 164.81
-6.56x + 7.3y + 2.3z <= 458.1
9.22x + -2.32y + 0.69z <= 288.89
1.25x + 4.12y + 2.5z <= 469.72
3.31x + 2.03y + -2.13z <= 762.8
-9.49x + 1.22y + 7.84z <= 978.09
-6.19x + 3.55y + 6.96z <= 646.62
3.57x + -3.04y + -8.27z <= 301.13
2.65x + -9.35y + -2.71z <= 966.83
1.78x + 1.33y + 8.79z <= 642.09
10.0x + 6.97y + -3.88z <= 215.87
-3.38x + 5.71y + 0.91z <= 376.0
1.5x + 7.9y + 1.98z <= 894.96
-3.9x + 1.21y + -8.26z <= 961.21
-5.63x + 8.38y + -0.59z <= 686.27
-2.38x + -9.56y + 0.26z <= 673.01
-2.72x + -3.01y + -5.93z <= 974.28
-3.34x + -2.33y + 3.69z <= 603.68
-8.16x + 8.18y + -7.44z <= 860.42
5.35x + 8.58y + -0.05z <= 976.77
-9.9x + -4.24y + -2.28z <= 971.51
3.21x + -0.1y + 4.91z <= 463.75
-5.9x + -2.36y + 2.27z <= 693.75
8.85x + 7.28y + 4.01z <= 907.13
-5.82x + 8.11y + -7.99z <= 190.01
2.54x + -2.46y + -6.03z <= 134.23
-2.29x + 2.45y + 9.68z <= 897.34
0.65x + 7.15y + -4.24z <= 331.47
8.83x + 7.52y + 2.79z <= 861.76
-1.39x + -6.61y + -3.62z <= 344.57
-8.63x + 8.78y + -9.81z <= 389.45
-5.2x + -5.39y + -7.7z <= 452.19
6.15x + 0.05y + -5.77z <= 311.28
-4.72x + -9.1y + 7.13z <= 337.18
-3.77x + -1.97y + 2.93z <= 454.35
3.03x + 8.64y + -9.81z <= 812.35
-6.39x + -4.88y + -6.12z <= 724.92
8.08x + 1.31y + -8.42z <= 570.06
-1.04x + -3.69y + 0.26z <= 372.6
-0.61x + 8.11y + 1.79z <= 663.45
-0.99x + 5.84y + 9.99z <= 240.41
6.57x + 5.39y + 5.92z <= 189.39
-2.53x + -2.84y + 6.28z <= 308.05
-6.47x + -9.48y + 6.93z <= 362.94
8.28x + -7.01y + 2.77z <= 437.18
5.89x + 2.0y + 0.47z <= 643.7
0.29x + -0.71y + -7.43z <= 639.26
2.08x + 4.12y + -6.61z <= 390.15
1.06x + 7.44y + 7.86z <= 762.2
-4.83x + -7.27y + -3.72z <= 989.4
6.81x + -2.49y + -2.26z <= 316.82
-6.83x + 2.47y + -1.24z <= 310.05
8.83x + 9.59y + -0.22z <= 257.75
-3.04x + -0.17y + -8.46z <= 465.54
-6.31x + -6.56y + -1.47z <= 381.11
9.63x + -1.85y + -3.0z <= 225.88
-4.3x + 3.55y + -4.59z <= 188.85
4.61x + 4.52y + -1.97z <= 311.03
0.8x + -0.99y + 6.44z <= 587.63
5.47x + -0.62y + 7.33z <= 407.82
4.04x + 2.47y + 1.21z <= 980.2
-3.37x + 2.44y + 2.53z <= 149.84
-8.35x + 4.12y + -2.93z <= 893.18
-7.85x + -8.95y + 7.98z <= 621.46
-9.03x + -7.61y + 7.47z <= 890.6
-7.44x + -3.8y + -4.74z <= 323.03
3.21x + 7.81y + -2.77z <= 856.61
2.24x + -6.12y + 1.24z <= 811.71
3.37x + 4.8y + 0.06z <= 812.4
-3.09x + -2.64y + 4.39z <= 181.87
-1.65x + -0.64y + 0.35z <= 945.25
-4.08x + -0.63y + 2.89z <= 973.26
0.74x + 5.15y + 5.7z <= 339.03
4.69x + -0.99y + 9.58z <= 774.63
6.25x + -8.72y + -2.65z <= 484.39
6.16x + 1.98y + 9.14z <= 476.31
-3.49x + -1.29y + 4.49z <= 111.1
-4.97x + -7.3y + 5.12z <= 928.99
1.22x + -7.8y + 7.2z <= 259.17
3.48x + -4.86y + 5.13z <= 182.64
-8.69x + -0.37y + -2.78z <= 820.55
6.09x + -7.53y + 0.04z <= 438.99
-7.85x + 0.71y + 4.12z <= 222.11
-6.49x + -3.71y + -4.94z <= 671.24
3.71x + -8.72y + -5.03z <= 260.68
1.89x + -1.08y + 4.36z <= 739.73
-0.82x + -4.5y + -4.68z <= 155.74
-8.69x + -9.92y + -2.56z <= 271.92
-3.48x + 7.79y + -4.74z <= 254.46
6.28x + 9.41y + -3.47z <= 773.51
9.84x + -8.32y + -7.58z <= 185.77
3.44x + 8.75y + -2.62z <= 495.19
-9.61x + 0.88y + -6.52z <= 723.55
-7.36x + -1.45y + -1.25z <= 477.14
-1.95x + 1.62y + -8.65z <= 413.09
-5.19x + -2.8y + 2.53z <= 978.77
-4.14x + 0.34y + -4.1z <= 777.39
3.88x + 5.77y + -4.9z <= 517.05
-6.95x + 0.52y + 3.42z <= 506.57
7.83x + -1.41y + -5.09z <= 151.15
-9.64x + 3.29y + 9.18z <= 160.45
4.72x + 9.37y + -7.41z <= 536.58
-3.7x + -5.7y + 0.33z <= 122.89
-0.07x + -9.56y + 0.09z <= 570.47
2.61x + 9.1y + -5.69z <= 274.76
-3.47x + -5.8y + -4.49z <= 725.37
-5.48x + -5.82y + -9.92z <= 905.94
1.96x + 6.49y + 1.08z <= 397.51
-4.97x + 7.93y + -4.17z <= 868.81
3.0x + -0.93y + -3.29z <= 293.87
6.48x + -9.91y + -7.66z <= 422.39
-3.27x + -4.84y + 2.38z <= 452.57
-5.75x + -2.47y + -1.73z <= 421.3
-4.82x + 9.29y + 0.61z <= 289.44
-0.36x + -3.13y + 3.74z <= 772.17
-4.3x + -2.11y + 8.72z <= 262.65
-7.8x + 3.13y + 3.87z <= 385.05
-2.99x + -7.82y + 9.6z <= 773.14
-6.8x + 9.84y + -1.47z <= 462.12
9.38x + -5.67y + 0.45z <= 524.68
1.97x + 1.13y + 0.13z <= 230.51
3.67x + -7.07y + -7.63z <= 505.74
5.71x + 6.98y + -6.98z <= 878.37
9.79x + 3.99y + -3.25z <= 643.11
9.96x + -4.89y + 5.28z <= 863.75
-7.28x + 1.1y + -4.9z <= 837.27
-2.3x + 7.05y + -8.54z <= 935.69
2.94x + 4.9y + -5.19z <= 680.69
-8.41x + 7.59y + -4.4z <= 237.43
-5.37x + -3.4y + 9.93z <= 994.38
2.07x + -9.14y + 6.9z <= 607.47
1.22x + 2.7y + -0.53z <= 181.95
-9.43x + 5.74y + -7.71z <= 736.82
6.93x + -0.66y + 5.69z <= 542.08
-7.38x + -9.7y + 6.35z <= 307.05
7.72x + 1.1y + -9.88z <= 896.32
5.52x + -6.99y + 1.34z <= 987.81
-6.23x + 3.66y + -0.39z <= 809.86
-7.42x + 7.83y + 3.26z <= 654.71
0.18x + -1.81y + 8.37z <= 221.51
-9.98x + 9.82y + 4.51z <= 484.55
3.31x + -7.45y + 4.79z <= 516.52
8.65x + -7.74y + 9.94z <= 729.28
-0.06x + -5.19y + 5.49z <= 453.25
-7.13x + -2.19y + -8.75z <= 508.47
-4.28x + 2.2y + 0.55z <= 221.0
-4.48x + 6.11y + 8.85z <= 708.66
4.94x + 0.28y + -4.48z <= 349.92
3.56x + -7.22y + 1.96z <= 648.13
-9.22x + 9.34y + -3.45z <= 736.09
-1.15x + 6.66y + -0.56z <= 938.12
-9.46x + 7.69y + 3.27z <= 509.98
-9.98x + -5.42y + -5.45z <= 378.55
-2.74x + 4.83y + -7.6z <= 900.39
-3.08x + 4.68y + -2.46z <= 347.71
-4.3x + -7.38y + -0.42z <= 602.53
-6.37x + 1.39y + -8.45z <= 650.52
5.14x + 3.02y + -9.85z <= 278.77
6.34x + -9.23y + 5.46z <= 342.29
6.39x + 7.11y + 4.51z <= 797.81
6.7x + -9.96y + -9.98z <= 725.24
-8.36x + -8.27y + -4.61z <= 401.59
2.59x + -8.62y + 7.06z <= 326.72
5.54x + -1.33y + 0.63z <= 345.22
3.8x + -7.73y + -0.17z <= 566.38
3.57x + 3.23y + -0.66z <= 483.76
-6.85x + -2.27y + 4.7z <= 847.87
-0.29x + 3.31y + 3.26z <= 630.65
0.58x + -7.15y + 7.55z <= 686.82
3.57x + -3.6y + 7.06z <= 576.73
-8.59x + -3.43y + 7.05z <= 730.88
8.53x + -3.96y + 9.44z <= 162.36
1.08x + -1.12y + 7.11z <= 719.22
6.37x + 4.66y + -0.54z <= 778.49
5.34x + -3.52y + -3.3z <= 495.19
2.95x + 4.71y + 4.14z <= 433.34
5.92x + 7.04y + 1.7z <= 284.78
-2.61x + 6.01y + -4.32z <= 301.64
5.33x + 8.86y + 5.83z <= 995.81
8.36x + -5.07y + 3.88z <= 358.44
1.69x + 2.21y + -2.85z <= 106.06
-6.29x + -3.49y + 4.33z <= 268.5
3.96x + 3.33y + -1.6z <= 954.4
6.81x + 5.47y + -8.81z <= 150.02
-0.16x + 8.15y + -3.49z <= 557.23
1.71x + -6.97y + 2.21z <= 775.05
8.0x + -0.92y + -0.44z <= 799.19
-4.34x + 6.12y + -3.99z <= 698.84
-7.19x + -6.93y + -5.33z <= 618.21
4.55x + -9.45y + -9.98z <= 222.53
-3.97x + 3.13y + 4.01z <= 377.06
2.41x + 6.84y + 2.15z <= 287.05
9.18x + -0.74y + -5.28z <= 994.44
-2.7x + -7.41y + -7.49z <= 271.56
-4.71x + -0.35y + -7.66z <= 835.75
0.01x + 0.64y + 5.84z <= 406.83
-9.43x + 4.48y + -4.44z <= 248.72
1.11x + 3.66y + -9.33z <= 231.99
4.09x + -4.16y + -6.57z <= 795.9
-9.54x + 6.93y + 7.21z <= 343.1
-3.93x + -5.04y + 4.41z <= 238.75
-3.01x + -2.88y + -6.14z <= 488.74
8.4x + 0.35y + -9.96z <= 745.99
8.73x + 3.41y + 9.83z <= 562.92
4.29x + 1.41y + 4.4z <= 120.79
8.31x + -1.71y + -2.34z <= 205.36
9.21x + -5.08y + 7.51z <= 718.37
-6.35x + -0.38y + 8.78z <= 439.49
6.71x + -7.87y + -3.98z <= 152.89
5.39x + -9.09y + 7.77z <= 739.4
2.3x + 4.14y + 4.97z <= 710.25
-3.11x + -3.67y + 0.4z <= 773.54
2.87x + -6.54y + 5.61z <= 621.61
6.7x + 1.3y + -9.27z <= 403.6
-8.1x + 3.74y + -6.54z <= 124.77
1.86x + -9.66y + 0.62z <= 725.69
-8.46x + -7.2y + -2.88z <= 892.97
-5.27x + 3.04y + -5.56z <= 505.81
5.84x + 3.84y + -6.13z <= 678.33
8.56x + 0.4y + -8.44z <= 470.39
5.81x + 1.56y + 0.46z <= 658.44
8.51x + -5.08y + -0.58z <= 830.54
-5.45x + -1.04y + -1.11z <= 518.82
2.76x + 1.57y + -7.08z <= 239.72
-8.56x + 6.64y + -7.42z <= 242.25
9.11x + -6.83y + -9.41z <= 551.66
-7.04x + -3.33y + 9.49z <= 729.78
-8.67x + -3.63y + 0.24z <= 376.27
-1.21x + 9.45y + 10.0z <= 742.22
-7.2x + 6.83y + 2.33z <= 795.29
-8.77x + 1.46y + 8.09z <= 219.23
6.88x + -8.1y + -9.77z <= 160.59
4.26x + -6.03y + -7.78z <= 109.04
-7.75x + 2.78y + -3.71z <= 591.0
-9.46x + 6.62y + -3.24z <= 421.37
0.46x + 3.35y + 6.6z <= 910.87
5.05x + -1.27y + 7.74z <= 442.34
-8.04x + -6.2y + 7.89z <= 879.27
5.06x + -9.92y + -2.21z <= 275.02
-8.43x + 0.85y + 6.38z <= 565.4
0.81x + 5.91y + -0.4z <= 776.08
0.18x + 0.68y + -7.92z <= 706.63
-0.35x + 5.57y + -0.67z <= 839.41
-0.04x + 0.45y + 1.96z <= 333.19
-0.16x + -4.21y + 0.99z <= 691.94
-7.6x + -0.79y + -0.75z <= 326.55
1.03x + -1.5y + 1.38z <= 357.54
-6.1x + -9.73y + -1.16z <= 538.36
1.52x + 3.93y + -2.83z <= 218.0
-0.15x + -0.97y + -3.47z <= 677.95
-1.88x + -6.14y + 2.92z <= 559.42
-6.3x + -5.1y + 7.64z <= 549.1
-1.99x + 6.15y + -5.41z <= 633.08
-1.96x + -2.31y + 7.86z <= 325.06
-2.38x + 9.41y + -5.31z <= 816.95
-3.22x + 2.11y + -7.2z <= 737.83
3.97x + 2.45y + 0.98z <= 338.1
-2.22x + 3.19y + -8.59z <= 727.22
1.1x + -2.95y + -8.56z <= 262.75
-1.01x + 5.09y + 1.06z <= 824.75
-4.1x + 0.03y + -9.97z <= 447.26
-9.9x + 5.78y + -3.3z <= 151.28
2.31x + 6.74y + -3.97z <= 994.46
6.14x + 6.56y + -3.99z <= 575.34
0.38x + -2.15y + -4.89z <= 522.82
-4.06x + -1.94y + -9.0z <= 126.57
-2.48x + -1.44y + 7.47z <= 634.73
-0.5x + -3.08y + 8.45z <= 370.51
2.59x + -3.16y + 0.67z <= 754.7
-0.26x + 8.11y + 1.89z <= 539.33
8.49x + -5.91y + -5.9z <= 586.29
7.58x + -5.59y + -5.62z <= 499.74
2.18x + -8.29y + -2.67z <= 175.79
8.66x + -3.32y + -1.36z <= 252.35
-3.47x + -2.29y + 3.76z <= 334.09
3.22x + -4.46y + 0.41z <= 749.42
6.69x + -6.42y + -0.83z <= 911.13
-9.87x + -0.62y + 2.5z <= 374.75
-0.29x + -1.81y + -1.04z <= 993.53
-7.73x + -0.86y + 6.31z <= 953.84
-1.56x + -9.62y + -0.36z <= 115.88
-3.11x + 6.93y + 8.28z <= 549.11
2.04x + -6.89y + -3.05z <= 545.62
-3.57x + 8.28y + 5.59z <= 564.48
7.68x + 8.28y + -8.49z <= 448.27
-2.47x + 5.65y + 6.42z <= 510.26
1.71x + -9.16y + -9.72z <= 129.35
-5.93x + -5.38y + 8.16z <= 245.69
2.18x + -7.77y + 2.05z <= 502.41
-9.97x + -6.67y + 0.22z <= 135.51
-5.49x + 2.29y + -2.7z <= 448.77
-7.66x + 3.64y + 2.7z <= 124.5
2.04x + 6.91y + 1.38z <= 908.16
-3.46x + -9.69y + -8.08z <= 191.79
-8.28x + 8.1y + 8.6z <= 816.82
1.73x + 0.52y + -9.17z <= 577.85
5.99x + -5.38y + 2.44z <= 345.57
5.24x + -8.43y + -4.76z <= 359.75
2.5x + 3.95y + 2.63z <= 216.28
5.28x + -9.06y + -5.9z <= 808.59
-6.96x + -2.27y + -8.24z <= 559.24
-3.42x + 2.87y + -7.07z <= 207.26
-3.75x + -6.6y + 8.88z <= 369.31
0.74x + 4.62y + -7.78z <= 307.45
-6.42x + -2.07y + 6.87z <= 482.18
-0.37x + -8.06y + 4.27z <= 162.9
7.78x + 5.51y + 9.14z <= 657.81
0.77x + 5.82y + -2.39z <= 617.21
-6.77x + 7.17y + -4.58z <= 167.86
-4.69x + -7.74y + -3.39z <= 421.22
-4.24x + 7.69y + 5.38z <= 567.33
-2.53x + 4.91y + -1.63z <= 259.54
0.14x + -6.4y + 5.46z <= 764.26
-5.5x + 1.01y + 5.56z <= 172.13
6.67x + -2.19y + 5.66z <= 623.7
-8.92x + -3.95y + -9.21z <= 584.14
-1.7x + -5.75y + -2.73z <= 695.22
0.44x + -8.66y + -2.96z <= 200.37
2.49x + -5.98y + -0.21z <= 614.38
-0.59x + 3.33y + -6.61z <= 447.19
-5.23x + -8.66y + -8.14z <= 986.54
7.92x + -6.82y + -0.95z <= 495.47
-5.05x + 6.77y + -6.21z <= 396.57
-6.5x + -9.54y + -7.72z <= 198.27
-2.01x + -7.59y + -4.25z <= 289.11
-1.33x + -1.05y + -5.18z <= 200.1
