max -7.62x + -0.42y + 9.44z
-1.59x + 1.75y + -4.57z <= 672.81
-8.01x + -3.38y + -4.42z <= 893.59
0.16x + -7.01y + 5.99z <= 387.7
-2.05x + -2.66y + 8.2z <= 615.3
-8.78x + 4.97y + -1.61z <= 148.68
2.93x + 9.11y + -9.58z <= 396.54
-0.54x + -6.83y + -4.0z <= 967.55
-9.66x + 1.6y + 1.14z <= 982.07
-8.4x + -0.04y + -5.11z <= 192.38
0.64x + 4.03y + -9.16z <= 999.63
-3.03x + -5.16y + -4.51z <= 433.45
4.02x + -8.4y + -0.85z <= 224.35
-1.79x + -0.89y + -9.86z <= 417.72
9.54x + -6.12y + 8.65z <= 829.73
-3.2x + 7.49y + 6.03z <= 413.83
-2.44x + -0.29y + -9.66z <= 283.59
-3.03x + -7.74y + -4.86z <= 938.0
-5.04x + 3.3y + -9.9z <= 186.11
0.89x + 9.59y + 8.2z <= 217.93
-4.98x + 3.76y + -5.87z <= 105.35
6.08x + -0.68y + 2.1z <= 630.46
8.28x + -4.09y + 9.35z <= 569.05
-6.65x + 4.94y + 10.0z <= 498.23
5.69x + 5.57y + 0.05z <= 193.37
-5.78x + -1.99y + -5.09z <= 874.67
-7.64x + -6.31y + 8.52z <= 606.45
-3.28x + 4.46y + 4.0z <= 220.3
6.74x + 2.29y + 1.42z <= 642.73
-6.36x + 2.8y + -9.61z <= 524.12
-1.21x + -3.98y + -2.56z <= 708.53
-4.19x + 3.53y + -9.16z <= 506.15
-0.4x + -6.61y + 8.52z <= 742.2
9.98x + -3.29y + 6.27z <= 759.02
-8.62x + 5.02y + 0.58z <= 277.6
-6.61x + 6.26y + -8.04z <= 415.4
9.98x + 7.25y + -9.57z <= 691.64
8.14x + 9.3y + 7.86z <= 162.95
8.22x + -4.32y + -5.33z <= 507.07
-2.64x + -2.2y + 3.87z <= 875.33
-2.37x + 9.35y + -6.31z <= 136.95
-6.64x + 0.24y + -3.7z <= 782.47
7.48x + 5.14y + 6.93z <= 972.19
-9.91x + -8.98y + 2.77z <= 148.33
4.41x + 7.88y + -9.07z <= 568.73
-0.9x + -3.52y + 6.84z <= 232.01
-2.95x + 1.57y + -7.71z <= 468.07
-9.04x + 9.15y + -5.3z <= 282.09
-1.79x + 4.51y + 0.81z <= 735.28
-9.12x + 4.34y + 8.96z <= 726.79
6.93x + -4.27y + -0.61z <= 822.16
0.71x + -2.51y + 5.33z <= 987.0
9.82x + -8.49y + 7.14z <= 948.48
-5.43x + 3.03y + 9.21z <= 117.85
5.07x + 8.54y + -1.99z <= 431.08
-7.49x + 7.3y + 3.52z <= 540.31
-9.92x + -7.49y + -3.29z <= 725.84
0.07x + -7.18y + 8.59z <= 363.87
8.16x + 1.32y + 4.02z <= 503.83
0.04x + -6.15y + -0.11z <= 422.62
-6.62x + 5.33y + -7.73z <= 860.93
8.6x + 0.71y + 4.93z <= 289.55
3.7x + -9.22y + -4.57z <= 458.1
5.29x + -6.33y + -9.56z <= 618.76
-9.47x + 6.04y + 2.89z <= 502.86
-4.25x + -2.85y + -8.43z <= 326.65
-0.08x + 8.36y + -1.13z <= 179.41
9.16x + 8.84y + 7.44z <= 697.04
5.48x + 1.09y + 8.25z <= 124.79
-2.82x + 7.53y + 7.58z <= 121.43
-0.29x + 9.29y + 6.78z <= 709.14
9.34x + -0.35y + 3.88z <= 645.06
3.36x + -5.53y + 7.1z <= 260.23
8.49x + 1.45y + 0.22z <= 325.15
6.77x + 1.0y + -0.66z <= 369.51
3.64x + -7.06y + 8.97z <= 925.15
2.89x + 9.51y + 5.26z <= 878.62
3.17x + 6.56y + 2.54z <= 466.12
6.86x + -8.01y + 1.54z <= 600.99
4.2x + -0.08y + 9.92z <= 683.27
-7.72x + 6.71y + 2.58z <= 260.89
-4.0x + 1.78y + -5.28z <= 402.48
-4.18x + -4.97y + 1.29z <= 792.03
7.99x + 6.81y + 6.46z <= 272.6
-3.13x + -3.82y + -8.18z <= 113.66
-0.9x + -4.83y + 9.57z <= 644.84
1.74x + 8.72y + 4.44z <= 835.29
7.26x + -0.2y + 1.42z <= 812.79
-9.32x + 7.62y + 5.47z <= 892.65
6.32x + -9.62y + -6.83z <= 706.29
4.74x + -7.84y + 6.62z <= 186.48
8.07x + -7.2y + -3.88z <= 577.55
6.75x + 9.17y + 8.08z <= 415.32
-7.98x + -1.41y + 9.85z <= 466.09
4.04x + -1.3y + 2.94z <= 842.24
-6.68x + 1.0y + -7.66z <= 877.62
-7.97x + -5.84y + -9.32z <= 341.61
3.81x + 4.01y + 5.14z <= 836.7
8.89x + 3.99y + -9.04z <= 580.82
2.31x + -0.56y + 9.7z <= 394.31
-1.69x + 0.76y + -3.28z <= 326.88
9.8x + -7.77y + 9.03z <= 900.79
-5.53x + 8.17y + 6.3z <= 321.39
-4.83x + -7.32y + 4.01z <= 542.16
-0.46x + 5.5y + 2.06z <= 108.99
3.49x + 5.93y + 9.22z <= 542.62
8.26x + 4.36y + -7.08z <= 760.73
0.6x + -0.75y + -0.95z <= 159.3
-4.36x + -0.73y + -9.73z <= 583.73
-1.04x + -4.83y + -9.13z <= 476.48
-2.84x + -6.37y + -4.32z <= 431.03
2.17x + -9.64y + -5.65z <= 786.63
-6.05x + 2.33y + -7.31z <= 867.52
-1.13x + 4.78y + -6.23z <= 870.23
7.31x + -2.26y + -4.51z <= 682.99
-8.27x + -5.88y + 3.98z <= 543.51
-7.29x + 2.59y + -1.53z <= 780.49
8.81x + -0.35y + -1.37z <= 332.19
1.05x + -8.13y + -7.57z <= 663.61
-0.69x + 4.57y + 2.25z <= 875.6
-6.67x + -1.61y + -8.46z <= 339.44
-5.54x + 9.68y + 9.18z <= 788.77
-8.86x + 0.01y + -2.46z <= 807.0
2.4x + 2.48y + 4.03z <= 440.2
4.73x + 4.11y + -4.77z <= 449.15
-0.32x + 8.85y + 0.83z <= 834.51
7.17x + 9.37y + 3.92z <= 573.7
-0.24x + 1.01y + -7.54z <= 265.14
9.08x + -0.2y + 2.2z <= 816.92
7.32x + 9.39y + -5.59z <= 607.19
-1.14x + -7.9y + 2.21z <= 938.33
1.84x + -6.13y + -5.64z <= 809.19
9.72x + 7.0y + 1.03z <= 538.84
-6.96x + 7.32y + -8.96z <= 274.17
2.97x + -6.17y + -6.72z <= 774.75
2.96x + -7.32y + 2.54z <= 987.86
2.47x + 7.77y + -1.6z <= 523.92
5.65x + -1.84y + 0.68z <= 809.88
9.36x + 4.39y + 4.66z <= 459.47
-5.24x + 2.92y + -4.61z <= 953.53
3.14x + 3.8y + -3.53z <= 363.84
-5.89x + 6.31y + 6.59z <= 407.1
9.59x + -0.87y + -1.12z <= 806.82
-3.27x + -8.9y + -0.97z <= 418.53
2.4x + 3.91y + 5.39z <= 570.55
-5.76x + 5.23y + 8.37z <= 584.89
-3.86x + 5.48y + 8.6z <= 601.77
-1.53x + -1.83y + -0.85z <= 254.65
-7.02x + 2.47y + 0.24z <= 133.06
-7.89x + -6.11y + 5.02z <= 147.29
1.61x + -7.89y + 6.15z <= 577.32
3.17x + -8.19y + 3.55z <= 491.72
2.34x + 0.19y + 6.31z <= 286.17
1.42x + -8.55y + 5.88z <= 461.65
-4.9x + -5.45y + 2.11z <= 683.33
-5.63x + -7.09y + 9.37z <= 462.0
-9.46x + -9.07y + 1.76z <= 736.65
5.77x + 8.42y + -3.63z <= 691.26
-6.87x + 5.97y + -0.78z <= 662.03
-0.06x + -9.04y + -2.63z <= 128.45
-7.08x + -0.95y + 4.84z <= 422.83
2.23x + -3.84y + 0.56z <= 635.22
3.77x + 8.15y + -1.96z <= 884.84
-4.32x + 9.31y + 0.65z <= 623.63
-9.64x + -9.28y + 1.5z <= 476.62
-4.19x + -4.71y + -8.63z <= 592.42
-7.32x + 1.74y + 2.08z <= 618.48
3.02x + -1.02y + -1.58z <= 134.72
-4.07x + -7.91y + 5.67z <= 995.01
-2.7x + 2.93y + 2.32z <= 290.73
5.49x + 9.03y + -4.03z <= 549.33
-2.23x + -1.91y + 5.7z <= 289.79
3.95x + -5.97y + 0.12z <= 663.55
-9.31x + -5.52y + 6.42z <= 175.79
8.38x + 3.26y + -8.1z <= 522.06
2.44x + 5.47y + 1.84z <= 645.1
-6.59x + 8.22y + -2.28z <= 399.39
2.5x + 4.27y + 2.05z <= 742.73
6.21x + 9.4y + 6.39z <= 219.13
0.04x + 8.97y + -8.93z <= 643.88
-2.72x + -1.64y + -4.12z <= 634.68
-2.8x + -4.04y + 0.84z <= 902.61
1.55x + 3.25y + -2.58z <= 936.99
5.83x + 9.73y + -4.56z <= 384.49
6.07x + 1.99y + 2.85z <= 842.54
4.08x + -5.0y + -9.34z <= 369.49
4.86x + -0.69y + 3.04z <= 377.33
5.2x + 8.18y + 3.2z <= 322.14
3.13x + 2.36y + -2.27z <= 206.05
-2.94x + -6.07y + 6.6z <= 557.85
-3.03x + 9.7y + 4.21z <= 120.59
-9.53x + -1.26y + 4.76z <= 288.2
1.42x + 4.5y + 5.97z <= 558.18
9.25x + 1.38y + 0.49z <= 929.95
5.93x + 0.66y + -6.01z <= 675.9
3.66x + 6.63y + -2.59z <= 104.72
-6.05x + 6.86y + 4.01z <= 115.02
-5.08x + 9.35y + -5.68z <= 349.93
-1.64x + -9.95y + -2.93z <= 149.12
8.09x + -2.24y + 7.95z <= 895.33
0.38x + 4.63y + -2.73z <= 389.77
-8.04x + -0.23y + -7.04z <= 479.94
-3.09x + 6.73y + 0.29z <= 457.82
0.42x + 9.64y + 9.96z <= 716.82
-3.99x + 6.84y + 4.74z <= 758.45
-6.98x + -7.91y + -8.53z <= 287.62
2.69x + -0.39y + 5.11z <= 564.16
9.19x + -2.22y + -5.85z <= 358.38
-6.8x + 9.2y + -0.98z <= 258.89
-2.4x + 3.45y + -7.26z <= 388.56
-8.25x + -4.83y + -1.61z <= 354.44
1.46x + -6.38y + -3.05z <= 449.92
3.98x + -0.62y + 0.33z <= 300.33
5.7x + 5.85y + 0.91z <= 752.79
-0.53x + 0.46y + -2.2z <= 737.93
-7.33x + -2.14y + 3.4z <= 359.54
3.98x + -1.22y + -6.44z <= 294.18
-8.79x + -3.56y + -6.36z <= 977.85
-0.5x + -1.53y + -0.44z <= 871.47
2.48x + 6.76y + 5.39z <= 203.33
-3.77x + 9.77y + -3.57z <= 281.51
3.85x + 5.92y + 5.4z <= 746.42
-5.89x + -7.44y + 4.75z <= 904.9
-7.73x + 3.7y + 7.84z <= 460.51
4.92x + -7.05y + 2.52z <= 554.36
5.23x + -1.03y + -4.02z <= 851.82
-9.18x + 3.21y + 4.72z <= 642.06
-5.8x + -1.91y + 2.51z <= 736.28
-8.96x + 2.13y + 8.01z <= 452.98
-9.64x + 8.58y + 1.53z <= 792.83
-2.96x + -8.66y + -3.75z <= 638.01
-1.96x + -4.07y + 5.95z <= 839.44
7.88x + 6.84y + -6.92z <= 380.88
-8.11x + -5.86y + 5.64z <= 568.09
0.35x + -8.87y + 4.0z <= 777.88
0.87x + -7.04y + 7.95z <= 385.3
-0.29x + 2.49y + -4.97z <= 551.97
9.94x + 9.31y + -4.35z <= 649.51
-8.8x + -7.55y + -4.02z <= 871.57
4.41x + 1.69y + 9.2z <= 161.61
2.41x + 3.0y + 1.11z <= 491.93
5.52x + 9.9y + 8.24z <= 962.18
-3.66x + -1.62y + -9.57z <= 283.54
1.77x + -3.97y + 4.05z <= 778.2
7.07x + -4.5y + 5.65z <= 153.71
-1.31x + 5.16y + 4.32z <= 803.66
-4.23x + 7.48y + 4.05z <= 408.18
7.46x + 4.66y + 5.31z <= 843.83
3.98x + -7.16y + 9.82z <= 859.46
-7.94x + 1.0y + -9.01z <= 876.07
1.7x + 8.57y + -8.67z <= 693.73
-1.65x + -0.86y + -9.12z <= 880.4
-3.07x + -0.59y + -5.03z <= 908.1
6.51x + -1.15y + -5.54z <= 501.39
3.8x + -2.77y + 5.43z <= 614.31
7.06x + 3.77y + -3.6z <= 263.99
-3.43x + 2.51y + 1.36z <= 485.57
6.49x + -2.39y + -3.31z <= 389.72
-1.29x + 4.79y + 6.4z <= 247.12
-7.01x + 2.7y + 1.05z <= 610.12
-9.19x + -7.12y + -9.06z <= 415.61
2.55x + 3.97y + -3.6z <= 353.99
-0.55x + 4.42y + 4.52z <= 351.26
1.62x + -2.29y + -8.93z <= 739.75
-9.59x + -3.51y + -7.6z <= 858.51
9.59x + -0.09y + 9.93z <= 986.45
-9.79x + -4.26y + -2.62z <= 276.0
7.73x + -2.44y + 2.51z <= 191.74
-0.76x + -1.99y + -1.27z <= 714.02
-0.81x + -4.64y + 5.02z <= 654.18
0.14x + -6.69y + -4.25z <= 924.0
2.57x + -9.3y + -3.45z <= 387.28
1.43x + 2.06y + 7.21z <= 637.59
-3.93x + 0.93y + 2.4z <= 232.58
-0.52x + -5.81y + -0.89z <= 854.42
-2.12x + -5.48y + -5.42z <= 618.56
-0.95x + -0.7y + -0.31z <= 406.3
-5.97x + 2.98y + -1.56z <= 863.74
-5.36x + 2.6y + -7.55z <= 848.31
9.36x + 3.39y + 8.95z <= 394.54
6.79x + -5.06y + 6.1z <= 407.1
-7.1x + 9.58y + 6.17z <= 402.34
2.22x + 5.15y + 8.58z <= 931.03
7.09x + -8.74y + 7.83z <= 949.28
8.15x + 7.79y + 3.36z <= 742.4
-6.42x + -2.23y + 8.84z <= 313.1
8.97x + 3.4y + -6.6z <= 839.02
-8.12x + 5.21y + -6.15z <= 563.28
-8.23x + -0.43y + -3.64z <= 326.58
-3.68x + -2.89y + 8.86z <= 691.32
0.93x + 9.05y + 8.43z <= 442.51
7.58x + 0.38y + -1.3z <= 305.94
0.33x + 4.47y + -7.01z <= 969.02
2.65x + 6.73y + -2.16z <= 415.1
7.53x + -5.74y + -10.0z <= 132.38
4.23x + 7.36y + -9.29z <= 370.76
2.56x + -2.35y + -7.4z <= 297.6
-5.25x + 3.16y + -6.55z <= 657.48
8.2x + 8.0y + -4.99z <= 911.24
-2.03x + -9.64y + 5.47z <= 615.45
-0.97x + 8.96y + -2.91z <= 824.74
7.43x + -7.09y + -2.09z <= 141.46
-5.53x + -6.67y + -5.96z <= 686.76
8.84x + -5.71y + 3.61z <= 629.06
-2.37x + 5.67y + 5.39z <= 356.92
9.19x + 9.5y + 9.71z <= 190.08
8.65x + 7.29y + 0.13z <= 144.44
6.19x + -2.69y + -2.0z <= 484.46
5.51x + -5.35y + -7.74z <= 647.18
9.43x + -6.64y + -0.24z <= 951.75
1.64x + -2.65y + -9.56z <= 721.9
-7.09x + 0.18y + -1.87z <= 394.92
-2.89x + -9.91y + 0.87z <= 562.72
1.4x + 4.6y + 6.73z <= 973.41
2.32x + -8.83y + 6.44z <= 757.56
-2.25x + 2.47y + -5.86z <= 568.22
-4.3x + -1.42y + 8.02z <= 133.3
8.15x + 5.21y + 7.37z <= 513.51
-2.6x + -4.86y + -6.17z <= 590.39
-2.26x + -9.5y + -5.94z <= 395.8
-9.05x + -7.94y + 8.13z <= 846.77
9.7x + 9.76y + -9.84z <= 221.61
-2.75x + -4.47y + 7.39z <= 430.72
2.4x + -8.73y + 4.2z <= 473.02
-2.67x + 2.75y + -1.06z <= 398.14
-2.06x + -0.37y + -0.13z <= 916.39
5.62x + -7.74y + -2.14z <= 477.33
8.03x + 4.86y + 1.35z <= 748.53
5.76x + 2.73y + 7.31z <= 895.85
-6.81x + -7.95y + 6.3z <= 277.93
-5.0x + -1.35y + 1.15z <= 196.0
7.7x + -8.12y + -7.65z <= 358.45
-2.75x + -7.36y + 9.85z <= 254.41
3.71x + -2.48y + 2.74z <= 739.6
-1.2x + -4.44y + -2.06z <= 590.48
7.79x + 0.75y + 3.11z <= 680.55
-8.61x + 6.14y + 5.63z <= 572.2
7.62x + -7.89y + 4.93z <= 973.74
-0.08x + -0.53y + -2.56z <= 416.14
-1.94x + -6.43y + -2.97z <= 268.01
-7.71x + 3.66y + 4.89z <= 672.4
5.69x + -2.32y + 9.8z <= 362.38
1.18x + -1.12y + -2.06z <= 424.39
1.38x + -7.6y + -8.34z <= 654.51
-7.81x + 9.75y + -3.61z <= 633.12
2.84x + -9.88y + 3.16z <= 576.66
4.07x + -5.16y + -2.21z <= 720.64
-8.64x + -1.74y + 1.82z <= 655.35
-1.45x + -1.12y + -9.84z <= 165.0
3.63x + 2.6y + -4.36z <= 927.07
-3.23x + -8.98y + -1.51z <= 156.41
-0.19x + -5.94y + 2.56z <= 826.03
3.62x + 1.88y + -0.52z <= 623.2
5.87x + 4.35y + -3.78z <= 535.57
9.96x + -8.84y + -2.71z <= 652.69
7.48x + -9.79y + -7.68z <= 220.23
8.15x + 8.57y + 0.92z <= 345.32
3.5x + 0.05y + 1.02z <= 397.06
3.11x + 8.94y + -9.26z <= 600.21
-6.68x + 9.12y + -0.28z <= 382.63
-2.6x + -7.07y + 2.7z <= 433.16
3.07x + 1.98y + -2.2z <= 921.67
0.87x + 7.35y + -8.3z <= 377.8
-9.32x + -9.07y + -1.87z <= 960.56
-8.0x + 2.31y + -6.11z <= 734.79
-7.88x + 9.43y + 2.32z <= 590.05
4.71x + -4.12y + 7.56z <= 673.66
9.97x + 6.52y + 8.6z <= 575.95
-6.99x + 5.37y + 6.32z <= 577.07
6.57x + -6.53y + 7.67z <= 311.81
9.44x + -0.16y + -1.18z <= 468.91
3.3x + -6.28y + -3.64z <= 601.78
-6.25x + -4.47y + 4.19z <= 434.76
1.88x + 6.25y + -3.3z <= 865.17
2.89x + 4.37y + 9.29z <= 969.11
0.26x + -0.23y + -3.76z <= 384.69
-1.63x + -0.61y + 7.8z <= 692.1
1.5x + 0.39y + -4.15z <= 228.68
-2.4x + -6.79y + 2.95z <= 523.65
0.88x + 3.19y + 2.46z <= 951.83
1.83x + 8.68y + 1.47z <= 981.43
-7.47x + -4.0y + 8.8z <= 873.8
-3.97x + 7.66y + 5.21z <= 631.25
4.67x + 7.46y + 7.65z <= 938.32
-0.32x + -0.38y + -2.32z <= 255.55
0.3x + 8.81y + 6.82z <= 770.53
2.14x + -0.13y + -7.82z <= 908.19
-8.45x + 4.6y + -5.45z <= 980.42
4.97x + 0.19y + -8.28z <= 299.04
-4.46x + 1.52y + 1.88z <= 122.64
9.95x + 3.32y + 4.74z <= 301.41
-8.09x + -1.07y + 8.63z <= 731.18
0.37x + 2.77y + 6.56z <= 441.1
6.17x + 0.98y + -6.56z <= 870.02
8.22x + -5.53y + -6.31z <= 622.34
-6.02x + -3.68y + -5.01z <= 154.72
2.01x + -1.62y + 1.01z <= 514.69
9.68x + -1.56y + -9.02z <= 217.99
-0.35x + -2.88y + 9.14z <= 345.99
2.22x + -0.33y + -2.8z <= 874.93
-0.95x + -1.85y + 7.62z <= 820.93
9.54x + 5.78y + -1.79z <= 213.11
-2.11x + 3.83y + -2.61z <= 582.8
-1.44x + -1.56y + 1.24z <= 319.09
-8.68x + -3.12y + -5.33z <= 614.99
-6.96x + 9.96y + 5.5z <= 397.33
8.97x + -2.42y + 8.51z <= 833.89
7.04x + -1.01y + 9.0z <= 798.16
2.36x + -6.29y + 3.21z <= 751.52
-2.67x + 8.84y + -5.82z <= 437.92
7.96x + -5.99y + 3.77z <= 980.66
-7.66x + -5.08y + -9.57z <= 951.1
-6.2x + -1.0y + 6.59z <= 257.6
-9.57x + 6.31y + 9.13z <= 751.73
3.88x + 0.43y + 1.44z <= 655.22
9.31x + -3.44y + 5.02z <= 762.18
-7.69x + -0.43y + 5.67z <= 629.43
5.54x + 5.19y + -8.48z <= 548.77
9.91x + 0.72y + -9.9z <= 760.91
8.11x + 7.56y + 4.66z <= 399.11
1.14x + 5.17y + -9.68z <= 427.98
-3.2x + 5.51y + 3.96z <= 562.42
0.18x + -3.32y + 9.81z <= 503.58
-1.81x + -2.15y + 3.41z <= 176.84
4.98x + -9.99y + 4.73z <= 139.9
4.58x + 7.82y + 5.1z <= 645.72
7.77x + -2.52y + 1.77z <= 719.35
-0.53x + -3.33y + 1.14z <= 263.58
-9.39x + 3.42y + 9.3z <= 141.69
-3.05x + -3.77y + -3.58z <= 822.54
0.71x + -3.83y + -8.52z <= 289.77
-9.59x + 5.54y + -2.52z <= 376.9
1.54x + 1.25y + 9.55z <= 277.44
-2.79x + 6.4y + 9.71z <= 917.05
-0.16x + 6.64y + -8.59z <= 912.68
-3.87x + -5.35y + 9.78z <= 194.45
8.27x + -3.19y + -3.65z <= 553.27
7.67x + -2.64y + -5.25z <= 370.8
2.78x + 2.47y + 0.93z <= 238.34
4.17x + 2.37y + -4.92z <= 968.82
-7.04x + -6.83y + 3.95z <= 445.11
-3.37x + -2.72y + 1.06z <= 944.27
-7.2x + 0.56y + -1.01z <= 940.93
-3.02x + 3.23y + 7.09z <= 596.9
-2.49x + 7.0y + 1.95z <= 214.28
3.09x + 9.02y + 5.94z <= 203.4
-8.65x + -7.28y + 6.71z <= 886.91
6.97x + 0.75y + 0.5z <= 228.84
-4.9x + 7.93y + 3.16z <= 523.59
8.4x + 8.22y + -4.86z <= 274.72
-1.85x + 1.47y + 2.99z <= 602.28
4.42x + 0.98y + 5.54z <= 835.01
4.29x + -6.08y + 3.34z <= 934.09
-3.07x + 8.05y + -8.62z <= 498.86
-4.99x + 9.38y + 1.61z <= 669.22
9.33x + -5.69y + 1.37z <= 260.7
-8.83x + 5.68y + -7.94z <= 822.16
2.97x + 4.33y + -1.85z <= 993.5
9.01x + -6.59y + -0.96z <= 550.89
1.23x + 0.42y + -7.43z <= 703.49
1.74x + -1.92y + 6.8z <= 466.44
-6.71x + -3.06y + -8.42z <= 876.81
1.55x + 5.24y + 0.68z <= 846.98
1.75x + -8.91y + -6.54z <= 461.99
6.8x + 9.04y + 9.11z <= 726.46
-8.38x + 8.76y + -5.05z <= 636.26
-3.87x + 0.47y + 8.26z <= 501.67
-1.22x + -6.61y + -1.29z <= 404.36
7.99x + -9.18y + -5.01z <= 276.05
3.44x + 8.6y + 4.57z <= 725.36
-1.47x + -8.4y + -0.52z <= 933.56
4.54x + 6.32y + -6.71z <= 616.47
3.88x + 7.76y + -1.54z <= 774.16
3.87x + -1.61y + 5.09z <= 112.0
-8.81x + 7.32y + 1.36z <= 481.67
-6.7x + -1.88y + -1.52z <= 655.87
3.69x + -7.66y + 6.23z <= 491.46
7.03x + 4.36y + 0.54z <= 594.64
-4.95x + -8.43y + 2.19z <= 307.14
9.58x + -0.62y + 7.17z <= 217.43
2.99x + -9.88y + -4.69z <= 115.76
-2.47x + -8.69y + -9.93z <= 643.22
-3.71x + -4.39y + -5.25z <= 114.41
5.36x + -3.3y + 6.07z <= 287.34
1.19x + -8.15y + 5.42z <= 623.49
-8.51x + 4.47y + -0.17z <= 660.26
-5.55x + -7.59y + -9.86z <= 174.77
-9.75x + 1.38y + 8.63z <= 429.83
6.45x + 7.93y + -4.28z <= 992.94
9.9x + 7.87y + 0.16z <= 850.18
8.41x + 1.26y + -9.9z <= 838.48
-9.1x + -9.4y + 5.58z <= 217.12
-7.86x + 8.74y + 3.9z <= 687.85
-7.7x + -9.95y + 0.06z <= 886.49
-2.42x + 4.11y + -1.93z <= 818.38
2.01x + 0.29y + -1.58z <= 686.63
5.03x + 9.55y + -1.8z <= 783.64
4.49x + -0.89y + 7.19z <= 204.26
5.36x + -1.72y + -8.87z <= 901.46
1.22x + -7.1y + -7.82z <= 482.4
6.24x + -4.0y + -8.86z <= 593.3
-3.95x + -3.98y + -8.54z <= 382.43
-8.87x + 2.44y + -5.25z <= 144.22
2.51x + 1.72y + -3.13z <= 825.15
-2.92x + 0.36y + -3.94z <= 921.64
2.67x + 7.03y + -7.31z <= 197.21
4.71x + -0.56y + -7.09z <= 179.17
1.89x + 2.74y + 8.59z <= 461.19
-6.82x + 3.73y + 7.25z <= 466.66
-9.98x + 8.19y + -2.25z <= 381.79
-0.44x + 2.14y + -4.19z <= 535.6
4.99x + 3.06y + -9.82z <= 499.09
-4.86x + 6.61y + -0.02z <= 578.02
3.45x + 1.47y + -4.02z <= 775.84
-1.14x + -0.32y + -0.5z <= 452.25
4.8x + -6.51y + -2.72z <= 866.49
-7.66x + -1.41y + -6.48z <= 340.54
6.88x + 8.28y + -8.21z <= 748.96
9.93x + 4.84y + 8.06z <= 156.87
4.48x + -8.75y + 3.66z <= 978.81
-1.31x + 0.28y + -5.99z <= 303.4
6.99x + -4.75y + 2.59z <= 366.86
7.09x + 1.47y + -7.8z <= 884.77
-6.68x + 3.3y + -8.5z <= 560.88
-7.68x + -0.72y + 4.17z <= 531.79
-8.82x + 4.76y + 3.07z <= 134.56
-5.44x + -0.7y + 7.06z <= 105.59
-8.24x + -1.22y + -7.09z <= 439.62
-2.04x + -9.44y + 4.37z <= 989.94
-6.02x + 6.25y + -1.28z <= 785.48
-4.9x + -8.76y + -5.8z <= 978.19
6.15x + 2.7y + 2.18z <= 983.3
-4.5x + 2.37y + 7.55z <= 927.83
-0.29x + -1.51y + -8.19z <= 732.01
6.38x + 9.41y + 1.5z <= 432.5
8.6x + 3.45y + -0.04z <= 491.31
7.02x + -7.67y + -2.94z <= 458.32
8.08x + 4.47y + -2.04z <= 918.77
-9.04x + -7.59y + -1.69z <= 518.27
-4.55x + -1.74y + -6.29z <= 610.5
-5.33x + 6.47y + -6.95z <= 132.43
-9.91x + 5.94y + -0.27z <= 230.57
-4.54x + -9.56y + 6.2z <= 183.45
5.69x + -7.15y + 3.12z <= 613.55
7.52x + 5.64y + -2.12z <= 445.81
2.14x + 1.59y + -0.76z <= 969.45
-3.59x + 7.33y + -3.63z <= 726.46
-4.66x + -5.53y + 1.33z <= 434.98
7.36x + 1.85y + -2.79z <= 148.81
-1.65x + -0.04y + 8.89z <= 588.04
3.99x + -5.75y + 7.73z <= 994.33
1.13x + -5.55y + 3.79z <= 888.26
0.59x + 4.32y + -4.29z <= 382.27
-8.95x + 6.52y + 7.86z <= 685.32
6.26x + 4.7y + 9.23z <= 741.51
4.11x + 1.73y + 8.09z <= 340.85
6.99x + 2.84y + 3.72z <= 878.13
2.46x + 0.64y + 3.74z <= 867.19
7.22x + -4.96y + 4.26z <= 959.44
9.14x + 3.2y + 1.33z <= 679.18
2.22x + -4.57y + 6.58z <= 584.66
-6.8x + 5.01y + 7.04z <= 932.29
-6.61x + -6.2y + -6.23z <= 946.9
9.92x + 2.42y + 0.88z <= 890.34
-1.22x + -0.87y + 8.81z <= 730.72
-0.78x + 3.96y + 9.71z <= 490.22
-0.63x + -8.24y + 2.11z <= 563.23
-7.41x + 2.59y + -4.13z <= 344.0
8.63x + -8.38y + 2.13z <= 359.64
1.7x + 0.58y + 0.75z <= 750.83
-7.04x + -4.89y + -1.3z <= 872.06
9.33x + -7.28y + -8.06z <= 692.18
-0.91x + -6.45y + -9.44z <= 813.27
3.03x + -8.62y + 2.97z <= 197.4
-0.62x + 9.16y + 3.53z <= 444.67
9.28x + -3.9y + 9.73z <= 834.67
-8.38x + 7.62y + 7.4z <= 576.2
5.45x + -2.73y + 5.92z <= 713.12
8.09x + 6.18y + -2.9z <= 360.73
-3.32x + -1.33y + 9.94z <= 123.52
3.22x + -0.63y + 3.89z <= 665.03
9.47x + -9.29y + 9.83z <= 874.73
-9.78x + -7.98y + -3.06z <= 419.16
-8.42x + -2.06y + 1.33z <= 186.1
6.33x + 9.6y + -0.28z <= 217.25
9.6x + -3.49y + -5.61z <= 518.09
-7.11x + -6.29y + -7.19z <= 867.61
-0.51x + -8.27y + 9.71z <= 994.2
5.78x + -0.05y + -8.65z <= 437.57
-8.45x + -9.67y + -8.57z <= 627.69
-6.45x + 3.72y + -7.22z <= 625.96
6.13x + -1.3y + -0.09z <= 532.29
8.12x + -5.85y + 4.53z <= 587.06
7.4x + -3.48y + 9.37z <= 142.18
-4.27x + -7.72y + 7.7z <= 726.77
-2.96x + -5.67y + -2.95z <= 162.4
