max 4.95x + -4.82y + -2.61z
-8.69x + 7.87y + -7.08z <= 279.29
-8.86x + -2.68y + -5.63z <= 352.71
-6.62x + -3.52y + -7.98z <= 563.17
-6.39x + 5.99y + 0.46z <= 990.01
-7.91x + -7.96y + -6.03z <= 340.61
1.37x + -2.66y + -6.76z <= 989.61
-4.2x + -4.92y + 8.63z <= 643.52
-2.71x + 3.51y + -6.34z <= 942.14
-0.28x + -7.64y + -7.0z <= 968.08
-6.75x + 8.5y + 2.02z <= 536.11
7.19x + 4.65y + -5.06z <= 735.62
-1.68x + -4.19y + -0.51z <= 946.21
-7.1x + 4.38y + -9.76z <= 166.03
7.95x + 9.68y + 6.76z <= 251.92
9.78x + -3.89y + -3.09z <= 514.12
-2.18x + -6.01y + -3.77z <= 658.46
-2.73x + 7.6y + 5.76z <= 165.69
-4.31x + 1.98y + -4.85z <= 642.89
7.0x + -9.06y + 0.61z <= 355.76
7.77x + -5.57y + 1.84z <= 397.86
4.47x + 3.45y + -0.82z <= 903.82
2.58x + 6.14y + -9.29z <= 716.07
4.9x + 1.03y + 4.85z <= 873.71
-3.74x + -1.83y + -3.36z <= 535.55
3.93x + 0.09y + -2.21z <= 531.54
8.68x + 3.6y + 0.44z <= 110.23
-1.81x + -2.21y + 1.3z <= 604.94
6.76x + -7.52y + 0.31z <= 234.05
0.26x + 3.54y + 4.33z <= 706.61
3.94x + -3.75y + -8.15z <= 698.4
4.77x + -4.47y + -0.12z <= 901.14
-0.51x + 0.05y + -2.08z <= 767.61
7.24x + -3.15y + 7.88z <= 934.0
-3.98x + 1.34y + 3.08z <= 627.21
-4.58x + -9.45y + -4.05z <= 753.21
5.44x + 8.46y + -2.52z <= 641.39
-2.91x + -3.34y + 9.33z <= 809.3
2.16x + 2.98y + 7.64z <= 467.2
-9.67x + -7.44y + -0.35z <= 519.03
-0.23x + 7.25y + -8.03z <= 162.44
-9.29x + -4.48y + -8.9z <= 209.4
-5.58x + -5.4y + 1.31z <= 835.06
-8.42x + -9.84y + 3.61z <= 678.05
-7.62x + -5.97y + 4.68z <= 476.23
-4.75x + 4.62y + -4.74z <= 204.1
0.43x + 6.68y + -0.01z <= 284.44
-7.46x + -0.83y + 2.05z <= 957.07
5.65x + 8.65y + 9.32z <= 536.99
-8.34x + -1.86y + 8.68z <= 801.42
7.88x + 1.25y + 2.32z <= 458.27
0.01x + 3.04y + 4.53z <= 437.14
8.4x + -0.25y + -0.14z <= 994.65
9.8x + 6.94y + -0.92z <= 959.82
8.58x + 6.27y + -6.69z <= 762.02
-2.33x + -1.68y + 8.14z <= 733.63
-4.67x + 3.74y + -0.28z <= 766.07
4.84x + 9.07y + -3.88z <= 684.22
-3.69x + 7.93y + -3.86z <= 705.52
8.09x + -4.91y + -3.33z <= 493.31
-9.05x + 8.51y + -2.41z <= 515.25
4.23x + 4.3y + -5.63z <= 972.08
-5.21x + -9.35y + 2.3z <= 939.97
-8.11x + -9.8y + 6.47z <= 293.3
2.81x + 4.94y + -2.98z <= 756.72
5.13x + -7.66y + -0.53z <= 621.29
-5.64x + -9.08y + -7.38z <= 169.62
-0.35x + -3.27y + 9.75z <= 248.42
-9.72x + 6.25y + 3.4z <= 699.67
8.8x + -5.4y + -0.52z <= 162.42
-8.71x + -5.37y + 9.87z <= 634.24
-5.27x + -2.59y + 1.99z <= 180.62
7.75x + -3.02y + 3.08z <= 305.22
-7.9x + -1.11y + 5.83z <= 850.15
4.21x + 9.51y + -2.71z <= 310.46
8.75x + 6.0y + -0.98z <= 777.06
-6.12x + -9.24y + 6.18z <= 142.68
-1.15x + 0.72y + -7.64z <= 563.31
9.09x + 9.19y + -4.32z <= 917.98
-7.8x + 4.11y + 2.31z <= 634.7
-1.18x + 3.6y + -6.66z <= 875.83
5.99x + 3.38y + 7.72z <= 600.5
-9.38x + -6.8y + 4.4z <= 666.95
-9.64x + 7.59y + -9.04z <= 719.91
7.93x + 9.88y + 1.14z <= 960.96
5.37x + 6.21y + 3.27z <= 709.59
2.15x + -2.51y + -9.34z <= 754.72
-3.48x + 8.0y + 1.13z <= 294.48
9.27x + 0.79y + 3.61z <= 857.49
0.83x + -1.34y + -9.53z <= 462.87
-9.17x + 2.26y + 7.65z <= 752.94
0.84x + -5.61y + 0.64z <= 427.9
-2.46x + 7.78y + 2.25z <= 336.96
-6.26x + 9.23y + 7.85z <= 738.54
8.96x + 3.64y + 8.43z <= 281.19
4.38x + 6.6y + -3.49z <= 644.5
-1.52x + 9.63y + 3.84z <= 122.82
4.37x + 9.52y + 9.3z <= 478.25
-1.89x + 4.76y + 6.0z <= 513.29
-6.46x + 7.3y + -2.74z <= 440.71
-4.76x + 6.85y + -8.53z <= 875.65
1.19x + -5.35y + -7.86z <= 613.29
9.25x + -9.4y + -5.58z <= 594.2
9.03x + -9.87y + -8.59z <= 751.88
-9.63x + 7.39y + -5.4z <= 291.07
-4.14x + -8.5y + -0.17z <= 150.14
-0.07x + -2.67y + 1.32z <= 645.74
-4.32x + -7.06y + -0.6z <= 614.7
-2.35x + 0.91y + -2.27z <= 476.15
7.45x + -4.99y + 1.94z <= 620.61
-6.89x + -8.16y + -0.39z <= 208.59
2.26x + -4.83y + 1.65z <= 745.91
6.06x + 7.29y + -8.31z <= 906.38
-9.66x + 4.42y + 7.73z <= 489.32
-6.77x + 3.51y + -2.84z <= 310.91
2.82x + -6.37y + -6.64z <= 645.49
-3.65x + -9.47y + -8.56z <= 765.05
9.54x + 0.31y + -1.15z <= 718.72
-1.13x + -4.75y + 6.67z <= 340.75
-8.11x + -2.55y + -5.54z <= 585.6
6.2x + 3.92y + 7.32z <= 255.39
-2.3x + -6.94y + 5.93z <= 675.19
3.29x + -3.1y + -8.19z <= 672.22
-7.14x + 8.07y + -2.96z <= 262.31
-8.3x + -1.71y + 9.23z <= 123.53
7.39x + 1.84y + -9.88z <= 440.8
7.66x + 7.97y + -3.35z <= 216.32
9.2x + 4.57y + -6.1z <= 540.82
-0.69x + 3.54y + -7.16z <= 343.42
-6.95x + 1.49y + 6.43z <= 714.7
6.44x + -3.68y + 2.22z <= 103.18
4.64x + -9.41y + 1.05z <= 138.27
4.04x + 4.69y + 8.46z <= 166.12
-3.6x + 8.52y + 0.63z <= 309.33
-8.01x + 7.03y + 4.43z <= 733.16
5.73x + -6.12y + -2.51z <= 240.11
1.5x + 9.21y + 7.98z <= 261.23
-7.92x + -2.29y + -1.1z <= 946.85
-7.46x + -6.58y + -8.26z <= 339.66
-2.75x + 9.34y + 1.74z <= 132.13
-2.43x + -8.7y + 0.76z <= 178.53
-5.76x + -7.73y + 3.84z <= 890.84
-9.33x + -1.23y + -6.43z <= 243.15
-0.84x + -3.71y + -9.33z <= 724.38
7.63x + -5.37y + 6.29z <= 458.81
7.35x + -8.16y + 4.91z <= 962.88
-7.09x + 6.82y + 1.87z <= 438.39
6.24x + 6.69y + 4.26z <= 274.81
-1.08x + 1.14y + 4.93z <= 665.36
-3.66x + 4.54y + -9.73z <= 948.83
-0.38x + -1.01y + -3.04z <= 675.0
-4.5x + -2.12y + -4.88z <= 629.53
7.06x + -4.35y + -1.16z <= 957.22
-9.75x + 9.73y + 8.44z <= 703.53
9.88x + 5.03y + 1.46z <= 829.44
-9.69x + -4.51y + -0.15z <= 522.57
1.55x + 9.95y + 1.04z <= 610.89
-6.06x + -0.14y + -9.61z <= 484.24
1.33x + -6.27y + -3.48z <= 331.62
-5.25x + -7.71y + 7.79z <= 905.39
1.74x + -4.13y + 3.57z <= 608.83
-7.88x + -0.3y + 9.6z <= 894.39
-5.88x + -4.91y + -6.31z <= 615.78
9.76x + 7.83y + -9.34z <= 257.86
-4.36x + 6.89y + 8.73z <= 186.18
-2.16x + 9.58y + 0.87z <= 755.08
9.78x + -6.12y + -4.02z <= 354.0
-1.51x + -6.98y + -5.56z <= 548.92
-5.66x + -9.74y + -4.36z <= 213.31
5.86x + -7.31y + -4.75z <= 715.82
-2.45x + -3.41y + -3.26z <= 432.94
4.92x + -3.13y + -1.98z <= 192.08
5.0x + -8.13y + 7.53z <= 912.75
0.51x + 7.74y + -9.59z <= 689.39
4.23x + 7.32y + -0.95z <= 974.31
9.55x + 8.46y + 0.1z <= 687.45
3.85x + 1.96y + -3.66z <= 452.0
-4.32x + -1.31y + 4.44z <= 603.14
-6.23x + 8.18y + -7.7z <= 564.7
-3.66x + -5.3y + 9.72z <= 255.87
2.04x + 6.65y + -1.9z <= 661.79
9.73x + -9.41y + -4.49z <= 709.89
1.3x + 1.51y + -7.87z <= 917.72
1.71x + 1.77y + -4.26z <= 980.04
0.06x + 8.91y + 2.73z <= 160.56
1.96x + 0.59y + -4.12z <= 503.39
-6.87x + -9.55y + -2.09z <= 812.83
5.47x + -7.32y + -7.21z <= 542.14
1.29x + -9.75y + -7.17z <= 549.16
7.98x + -8.17y + 3.01z <= 549.38
-3.27x + 6.79y + 6.91z <= 465.39
7.54x + 5.44y + -2.92z <= 373.55
-5.85x + 9.88y + -7.15z <= 868.3
0.89x + -2.42y + 4.76z <= 541.64
9.07x + -8.7y + -4.27z <= 174.12
0.27x + -2.84y + -2.76z <= 430.02
1.53x + 3.92y + 4.19z <= 532.48
-9.8x + 8.12y + -3.22z <= 724.54
1.16x + -7.49y + -1.65z <= 266.94
2.37x + 2.87y + -9.51z <= 869.77
-4.74x + -5.56y + -9.1z <= 684.56
2.13x + 9.24y + 2.17z <= 385.44
3.27x + 9.52y + -5.33z <= 792.29
-7.52x + -2.93y + 2.1z <= 418.21
0.51x + -0.34y + 4.23z <= 160.01
-6.82x + 9.57y + -2.83z <= 317.09
-8.31x + 9.71y + 4.62z <= 331.49
-9.87x + -4.95y + 3.75z <= 652.72
-3.35x + -0.02y + -4.28z <= 717.79
3.51x + -6.85y + 9.6z <= 301.56
8.34x + 9.54y + 6.55z <= 751.33
-4.85x + -9.37y + -8.14z <= 112.46
-0.96x + 7.65y + -3.84z <= 933.88
8.05x + -1.17y + -0.98z <= 537.75
5.18x + -5.27y + 9.75z <= 698.97
-1.5x + -7.83y + -5.26z <= 664.51
-8.81x + -6.99y + -2.62z <= 511.66
-6.17x + 7.67y + -2.19z <= 627.58
7.01x + -9.13y + -7.94z <= 727.78
8.01x + -1.46y + -3.54z <= 216.41
-9.22x + -0.04y + -0.63z <= 108.01
-7.1x + -8.57y + -6.49z <= 472.57
4.69x + 5.43y + 3.26z <= 539.78
7.67x + 0.19y + -4.75z <= 423.04
-5.06x + -3.9y + -4.39z <= 979.19
8.65x + -2.43y + -9.36z <= 308.78
-0.62x + -2.31y + 5.04z <= 943.2
1.71x + 4.65y + 1.85z <= 517.08
7.32x + -2.51y + 5.88z <= 534.99
-4.39x + 1.13y + -5.37z <= 429.59
-7.83x + 6.03y + -6.8z <= 319.09
-5.91x + -7.87y + -1.47z <= 133.1
-0.78x + 8.54y + -8.19z <= 437.26
3.63x + -9.08y + -3.27z <= 131.97
0.36x + 1.83y + 8.56z <= 563.68
2.15x + -9.69y + 1.24z <= 366.09
0.75x + 1.52y + 5.5z <= 715.95
-7.32x + -0.45y + 1.09z <= 938.44
-5.72x + 2.51y + -4.59z <= 326.8
7.16x + 7.39y + 7.06z <= 853.01
-2.18x + -7.65y + -2.48z <= 226.78
5.45x + -1.7y + 6.19z <= 406.76
5.52x + -4.52y + 4.09z <= 938.48
-1.27x + 9.79y + 9.02z <= 129.78
0.47x + -3.84y + -2.28z <= 905.98
1.33x + 8.2y + 2.35z <= 393.5
-8.02x + -2.72y + 8.89z <= 892.19
6.06x + 5.84y + -1.94z <= 343.03
-1.61x + 2.2y + -1.48z <= 676.94
3.28x + -3.72y + 3.34z <= 100.44
6.64x + 4.39y + 8.22z <= 681.28
-6.94x + 3.2y + 0.83z <= 959.07
2.5x + -9.03y + 2.61z <= 589.49
-2.32x + -1.9y + -5.99z <= 874.76
-1.71x + -6.75y + -0.12z <= 216.77
-8.26x + 1.16y + 2.96z <= 674.2
-1.59x + -1.61y + 8.32z <= 481.76
-5.57x + 2.94y + -6.37z <= 419.18
-6.91x + -5.31y + -4.9z <= 935.53
-5.41x + 0.02y + -7.19z <= 616.94
-2.1x + -4.87y + -9.05z <= 123.1
-7.02x + 4.52y + -0.97z <= 564.65
2.65x + 5.76y + -3.2z <= 785.76
-1.32x + -9.62y + -4.2z <= 378.77
7.65x + -6.05y + 0.37z <= 609.97
8.05x + 2.39y + 2.29z <= 881.11
8.46x + -1.36y + 4.66z <= 515.25
-4.83x + -6.52y + -8.63z <= 652.86
-9.24x + 2.84y + 4.7z <= 312.27
-3.98x + -3.65y + 3.76z <= 428.92
8.49x + 7.59y + 3.35z <= 894.07
-5.54x + -4.24y + -6.0z <= 129.17
-1.9x + 9.9y + 0.34z <= 618.16
-9.19x + 2.02y + 5.77z <= 814.64
-2.09x + -9.87y + 0.96z <= 116.96
-4.07x + -9.06y + -0.38z <= 685.45
-1.32x + 6.11y + -7.55z <= 197.72
9.63x + 0.39y + -1.34z <= 564.68
7.57x + -4.39y + -9.23z <= 167.1
-6.9x + -9.5y + -8.97z <= 514.6
-2.44x + 7.0y + 1.66z <= 634.49
9.62x + -1.73y + 3.54z <= 883.37
1.89x + -0.18y + 0.22z <= 535.59
-3.82x + -0.43y + 7.44z <= 509.07
9.19x + 5.84y + -4.6z <= 856.12
-8.82x + 2.41y + 2.12z <= 341.21
8.12x + 8.67y + 2.81z <= 204.32
2.16x + 8.35y + -8.04z <= 896.7
-8.44x + -9.58y + 5.02z <= 910.0
-8.23x + 4.27y + 9.82z <= 809.96
-8.82x + -1.3y + -3.16z <= 438.0
-3.16x + -2.75y + -8.08z <= 498.19
-5.71x + -7.26y + 9.31z <= 718.93
5.55x + -2.87y + 3.88z <= 842.47
-3.51x + 9.15y + 0.86z <= 826.9
-1.18x + 9.47y + 8.18z <= 780.03
-2.88x + -5.64y + 0.02z <= 912.79
8.94x + 5.02y + 4.12z <= 790.2
-1.54x + 1.04y + -7.49z <= 123.46
2.46x + 5.41y + 8.27z <= 389.05
7.93x + -0.01y + -1.78z <= 146.31
-9.5x + -5.27y + -8.27z <= 103.88
-9.32x + 8.0y + -8.27z <= 809.87
8.92x + 0.99y + -1.19z <= 572.54
8.18x + -6.0y + 0.22z <= 601.15
4.96x + 3.86y + 8.41z <= 745.67
-2.95x + 3.74y + -7.43z <= 368.12
-2.48x + 9.12y + -7.97z <= 457.95
-2.25x + -7.01y + 6.13z <= 294.44
8.44x + 6.15y + 0.7z <= 559.38
5.52x + -5.55y + 2.41z <= 860.76
-5.61x + 7.26y + -3.14z <= 111.77
-8.29x + 7.34y + 3.43z <= 469.86
-7.37x + 7.14y + -0.23z <= 269.67
-9.98x + -8.85y + -3.73z <= 328.62
-9.97x + -5.34y + 8.51z <= 976.88
-0.55x + -4.27y + -6.64z <= 876.91
5.61x + 0.79y + -4.18z <= 938.3
-8.39x + 5.21y + -3.18z <= 328.99
0.64x + 6.82y + -3.72z <= 949.25
-7.24x + -1.26y + 3.97z <= 860.89
3.44x + 7.4y + 7.82z <= 350.1
9.91x + 6.91y + -3.02z <= 128.25
-5.21x + -8.06y + 2.43z <= 667.15
7.7x + 6.4y + -2.51z <= 235.7
-4.32x + 6.47y + -0.64z <= 803.86
5.19x + -7.32y + 6.86z <= 990.28
3.58x + -1.98y + -6.72z <= 731.81
4.64x + 1.92y + 1.75z <= 468.48
4.36x + -2.14y + -4.69z <= 870.81
1.63x + -5.44y + -9.46z <= 346.72
-0.42x + -3.34y + -2.6z <= 176.33
-5.03x + 3.9y + 0.02z <= 862.89
9.65x + 0.29y + -4.95z <= 746.94
5.55x + 6.13y + -5.17z <= 698.7
-0.74x + 2.79y + -7.33z <= 951.19
8.22x + 2.4y + 3.98z <= 868.18
-1.62x + -2.64y + -5.04z <= 585.94
-9.73x + -8.93y + 2.58z <= 192.28
1.3x + 2.84y + 9.09z <= 807.4
6.12x + -9.18y + 3.79z <= 541.81
3.4x + -9.38y + -7.01z <= 248.61
3.91x + 4.08y + 6.93z <= 660.82
2.9x + 5.14y + 7.93z <= 626.54
-8.1x + 4.2y + 4.66z <= 813.82
2.96x + 8.22y + -9.99z <= 522.4
-0.4x + -2.79y + -2.21z <= 863.65
0.24x + -7.42y + -5.41z <= 947.83
-5.16x + 5.78y + -1.6z <= 114.06
6.48x + -8.55y + -1.3z <= 731.66
-6.76x + 2.53y + 8.0z <= 893.83
-3.28x + 6.24y + -9.83z <= 413.08
9.19x + 8.71y + 0.59z <= 390.56
3.75x + -5.0y + -3.15z <= 352.78
2.97x + -2.65y + -2.59z <= 277.13
-9.25x + 3.18y + -8.18z <= 501.04
4.94x + 8.49y + -2.56z <= 427.31
-8.72x + -6.35y + 4.98z <= 803.43
-1.78x + 4.66y + 0.02z <= 988.96
-3.23x + -4.6y + 5.03z <= 597.08
6.42x + -8.93y + 8.47z <= 251.19
8.5x + 8.05y + -7.86z <= 216.05
0.85x + -9.68y + 7.65z <= 610.3
8.15x + 7.18y + -0.84z <= 353.79
-9.31x + -5.1y + 2.35z <= 335.57
-7.86x + -0.98y + 9.96z <= 388.76
3.46x + -5.69y + -0.12z <= 461.9
-1.83x + -4.36y + 6.39z <= 318.76
8.34x + 4.44y + 0.58z <= 429.92
-9.76x + 6.08y + 2.43z <= 734.35
-8.37x + -5.22y + -0.31z <= 378.3
7.47x + 5.48y + 4.34z <= 725.85
9.08x + -4.08y + 3.98z <= 955.94
-4.69x + -9.64y + 2.27z <= 344.77
-8.82x + -4.02y + 1.76z <= 523.37
-1.47x + 0.67y + -3.02z <= 899.17
-6.98x + 5.49y + -9.62z <= 578.87
-2.88x + 8.38y + -0.66z <= 544.79
3.09x + -1.8y + -5.28z <= 353.27
-2.77x + -7.94y + 4.22z <= 673.76
6.6x + 4.68y + -9.11z <= 652.17
-6.4x + 4.91y + -4.37z <= 917.69
-3.89x + -8.39y + -6.35z <= 588.76
1.78x + -3.93y + -5.36z <= 656.19
9.8x + -7.21y + -1.65z <= 649.06
-2.29x + 3.01y + 1.14z <= 607.79
8.05x + 7.78y + 3.67z <= 741.79
-7.57x + -4.9y + -5.34z <= 793.22
-8.83x + -5.07y + -3.91z <= 366.52
-3.17x + 4.11y + -0.17z <= 263.03
5.04x + 0.8y + 3.22z <= 861.86
-5.78x + 2.71y + -4.66z <= 321.06
-3.0x + 3.33y + 2.73z <= 851.17
0.88x + 8.45y + -7.32z <= 561.71
-0.49x + 5.01y + -0.25z <= 507.94
-2.2x + 2.06y + -9.6z <= 183.04
0.95x + -0.28y + -2.12z <= 475.07
0.15x + -0.09y + 2.37z <= 907.82
9.02x + 9.95y + -6.56z <= 696.06
-4.28x + 1.5y + -9.22z <= 940.83
0.63x + -3.53y + 3.39z <= 648.14
-0.44x + 5.13y + -8.61z <= 989.81
-6.32x + -4.12y + 0.22z <= 679.91
-7.85x + 3.68y + 7.16z <= 391.31
-1.56x + 7.29y + -6.07z <= 666.87
6.93x + 0.28y + 3.9z <= 196.57
-1.18x + 4.82y + 6.32z <= 297.59
0.41x + -3.87y + 1.39z <= 577.52
8.59x + 7.4y + 8.3z <= 936.62
-2.36x + -3.38y + -5.34z <= 599.56
1.84x + -7.62y + 0.9z <= 767.52
-3.48x + 7.54y + 2.93z <= 433.05
4.01x + -4.95y + 6.38z <= 870.3
-5.54x + 1.91y + 4.42z <= 376.44
-7.43x + -4.81y + -9.44z <= 492.22
-9.82x + 1.28y + 2.59z <= 494.48
4.06x + 2.28y + 1.24z <= 966.98
0.96x + 5.8y + -2.77z <= 493.08
-7.74x + -0.28y + 2.4z <= 261.79
-5.67x + 3.12y + -6.9z <= 662.61
0.01x + 9.99y + 2.06z <= 196.32
-3.23x + -2.1y + -6.37z <= 830.66
3.49x + -4.46y + -3.33z <= 680.36
-2.72x + 8.85y + -9.96z <= 645.25
-6.6x + 3.99y + 0.87z <= 392.44
-9.29x + -0.9y + -5.88z <= 743.34
0.71x + 4.97y + 2.18z <= 165.16
-4.27x + -4.97y + -0.88z <= 787.7
-5.88x + -6.65y + 8.44z <= 175.96
-4.52x + -5.27y + -5.35z <= 896.85
-5.56x + -0.79y + -2.28z <= 576.15
1.06x + -5.02y + -8.74z <= 378.93
-2.86x + -8.4y + 4.79z <= 114.25
1.09x + -2.85y + 2.79z <= 999.59
-8.6x + 4.2y + 1.72z <= 954.29
-8.05x + -7.64y + 7.27z <= 476.81
1.32x + -2.69y + 4.12z <= 686.4
4.79x + 4.79y + -7.18z <= 795.72
1.11x + 6.14y + 3.22z <= 496.41
-0.17x + 2.47y + -7.49z <= 259.42
0.65x + 6.88y + 8.92z <= 483.56
-7.28x + -6.9y + -7.22z <= 982.33
-0.42x + -7.04y + -5.18z <= 636.8
5.17x + -5.94y + 3.63z <= 529.41
-5.43x + -4.41y + 4.12z <= 774.81
-4.96x + -4.87y + 7.56z <= 407.66
1.08x + 4.68y + 7.83z <= 373.92
8.36x + 6.18y + 2.45z <= 320.62
-9.88x + 4.37y + 0.89z <= 381.93
2.62x + -8.84y + 5.56z <= 789.19
8.07x + 3.05y + 7.46z <= 624.7
8.32x + 4.4y + -1.47z <= 698.79
0.27x + -5.87y + -2.81z <= 193.61
6.38x + -8.96y + 0.3z <= 829.42
0.95x + 3.17y + -7.51z <= 923.06
-4.75x + -3.15y + -0.27z <= 954.75
7.39x + -6.42y + 8.27z <= 550.56
-4.55x + -9.47y + 3.48z <= 454.51
3.0x + 7.18y + 4.16z <= 290.27
1.71x + 5.5y + -1.89z <= 191.17
-4.75x + 1.31y + 0.58z <= 294.12
-6.08x + 7.62y + 9.54z <= 662.0
-7.71x + -1.31y + 1.06z <= 808.2
-5.65x + 9.31y + -4.14z <= 975.62
5.17x + -1.66y + -8.25z <= 396.76
-5.95x + -3.71y + -2.49z <= 681.19
-7.84x + 9.08y + 2.85z <= 440.61
-7.69x + 4.06y + -1.23z <= 155.23
5.74x + -1.65y + 7.66z <= 664.11
-0.82x + -0.75y + -1.71z <= 997.14
-9.96x + 6.69y + 5.74z <= 831.05
-7.76x + 5.21y + -8.66z <= 932.47
6.83x + -7.92y + 1.64z <= 357.04
-3.87x + -5.39y + 8.06z <= 142.28
8.07x + -6.76y + -8.44z <= 478.37
-6.47x + 4.46y + 5.78z <= 552.85
6.76x + 7.04y + 2.45z <= 862.3
0.17x + -9.63y + 9.72z <= 244.47
-10.0x + 0.48y + -7.7z <= 712.16
6.41x + -0.83y + -3.62z <= 271.64
5.88x + -4.14y + 1.45z <= 955.68
1.82x + 1.23y + 0.98z <= 274.45
-8.94x + -5.34y + 2.18z <= 513.42
-8.38x + 7.66y + -8.48z <= 152.01
3.22x + 4.68y + 4.97z <= 273.66
1.14x + 1.23y + 0.01z <= 268.84
5.7x + 1.68y + 5.63z <= 679.36
-0.42x + -1.23y + 3.36z <= 803.12
-2.53x + 3.58y + 9.73z <= 210.23
7.38x + 6.21y + -5.97z <= 440.19
-1.69x + -6.01y + -1.91z <= 793.93
-1.73x + 9.61y + -2.27z <= 799.29
8.02x + -8.37y + 1.96z <= 159.99
-2.79x + -2.81y + 7.51z <= 194.08
0.1x + -1.7y + 5.43z <= 327.42
6.18x + 1.42y + -6.98z <= 147.06
9.48x + -4.11y + 2.47z <= 597.7
-4.47x + -4.6y + 6.78z <= 816.01
-6.21x + -0.49y + 0.21z <= 355.98
-0.03x + -5.71y + 0.45z <= 538.67
-8.2x + -9.59y + 0.92z <= 957.57
-4.83x + 1.18y + -5.35z <= 853.07
-9.73x + -4.39y + -9.5z <= 529.09
3.69x + -6.07y + -0.55z <= 391.67
3.43x + 9.72y + -0.58z <= 608.93
-6.76x + -8.7y + 8.39z <= 768.12
2.06x + 6.69y + 0.12z <= 483.1
-3.16x + 6.05y + 3.79z <= 159.21
3.31x + -8.4y + -3.2z <= 189.23
6.27x + 3.18y + 6.61z <= 605.75
4.28x + 9.8y + 1.35z <= 215.57
8.42x + -5.46y + 6.79z <= 816.1
-2.23x + -2.19y + 5.0z <= 512.49
-2.66x + -6.19y + -5.47z <= 905.29
8.07x + 8.11y + 8.21z <= 661.52
-4.62x + -4.63y + -8.81z <= 930.8
-6.53x + 9.34y + -0.56z <= 680.89
-0.45x + 7.65y + 0.22z <= 179.86
8.29x + -2.56y + -5.58z <= 469.31
-1.84x + 3.66y + -7.68z <= 955.89
-8.64x + -6.38y + -9.07z <= 898.34
-0.26x + -4.13y + 0.65z <= 566.41
9.84x + 3.33y + -2.63z <= 802.41
-3.89x + 9.2y + 9.76z <= 315.87
5.73x + 7.42y + -7.93z <= 571.28
-1.77x + 9.6y + -0.58z <= 535.46
-4.98x + 0.91y + 8.67z <= 751.95
-2.69x + 1.23y + 4.43z <= 692.07
-9.76x + -0.9y + 1.36z <= 953.86
6.29x + 6.81y + 4.34z <= 447.89
0.72x + -3.73y + 7.16z <= 937.44
0.88x + -0.03y + -0.84z <= 407.05
-4.74x + 5.77y + 9.4z <= 738.97
1.89x + 7.71y + -1.67z <= 331.05
6.47x + -1.97y + -9.83z <= 552.26
-3.09x + 7.84y + -1.21z <= 925.44
-1.01x + -9.53y + 2.81z <= 565.8
-3.23x + -4.09y + -1.37z <= 577.23
-8.22x + 3.71y + -3.13z <= 318.23
-7.63x + -8.93y + -6.32z <= 605.6
-7.73x + 8.93y + -6.2z <= 984.55
-7.85x + -3.29y + -8.08z <= 790.82
3.01x + -2.23y + 0.31z <= 184.89
5.63x + 0.32y + 8.44z <= 369.03
-5.13x + -5.18y + 6.1z <= 159.91
6.32x + -5.79y + -1.09z <= 140.25
-3.33x + 8.72y + -4.46z <= 453.49
-1.57x + 0.82y + -2.01z <= 273.8
2.39x + -3.87y + -4.39z <= 134.66
3.96x + -6.58y + 0.87z <= 432.9
0.26x + -3.62y + 5.85z <= 999.23
8.37x + -3.68y + -7.19z <= 895.41
5.04x + -2.71y + -1.9z <= 369.37
-7.49x + 9.31y + -1.87z <= 363.65
3.68x + 7.41y + 6.09z <= 842.49
2.41x + -3.12y + -6.46z <= 936.72
6.63x + 8.66y + -0.87z <= 458.32
-7.07x + 4.52y + -5.9z <= 265.21
9.26x + -2.23y + 3.42z <= 528.74
3.68x + 7.4y + 1.49z <= 708.12
-4.81x + -2.33y + -8.49z <= 301.5
8.7x + -1.42y + -7.11z <= 887.98
7.9x + 0.2y + -2.94z <= 467.86
-5.62x + 0.8y + 3.63z <= 826.82
0.64x + 2.59y + 5.98z <= 181.48
7.72x + -3.16y + 5.76z <= 121.36
-3.54x + 9.58y + 0.06z <= 724.0
-6.55x + -1.7y + 9.32z <= 799.04
3.8x + 4.29y + 7.5z <= 586.01
-2.35x + 7.45y + -5.81z <= 373.16
4.21x + 2.51y + -6.24z <= 958.24
-8.11x + -9.13y + -4.89z <= 431.6
-9.2x + -2.9y + -4.81z <= 618.12
2.33x + -4.27y + 1.48z <= 945.6
-3.41x + -4.74y + -1.48z <= 971.17
-0.84x + 5.67y + 8.6z <= 609.14
-3.94x + -6.79y + -8.01z <= 764.43
-6.7x + 8.39y + -5.79z <= 446.7
-8.48x + 5.0y + 5.04z <= 658.93
7.24x + 2.69y + -5.38z <= 194.19
-4.3x + 4.92y + 7.25z <= 445.36
6.05x + 0.6y + -6.23z <= 202.67
-3.55x + 2.03y + -2.22z <= 205.51
-8.27x + -2.15y + 0.36z <= 231.88
-5.92x + -3.62y + -1.5z <= 158.19
-3.4x + -9.3y + -4.77z <= 184.36
4.32x + 8.16y + -3.99z <= 307.02
-0.68x + 5.2y + 9.37z <= 289.15
8.39x + -6.62y + 4.69z <= 661.91
-8.67x + 5.68y + -9.43z <= 759.48
9.74x + -8.86y + -8.6z <= 455.03
0.92x + 3.9y + -3.92z <= 246.26
4.3x + -8.27y + -5.4z <= 554.39
-3.69x + -0.27y + -3.86z <= 640.55
8.37x + 2.57y + 0.89z <= 146.71
