max -9.19x + -8.95y + 2.64z
9.15x + 2.83y + 3.48z <= 991.88
-8.57x + -5.11y + 0.57z <= 123.07
-0.89x + 8.67y + 4.78z <= 443.69
-7.16x + -6.69y + 5.17z <= 866.19
1.24x + -0.86y + 9.22z <= 568.55
-5.27x + 7.82y + 3.51z <= 433.8
-3.52x + 6.77y + 1.43z <= 494.78
-8.28x + -8.66y + 2.31z <= 531.16
4.0x + 6.07y + -7.88z <= 306.47
5.64x + 5.76y + -2.41z <= 124.66
-4.14x + 5.58y + -5.17z <= 755.64
5.84x + -5.97y + -4.95z <= 888.51
-7.34x + -5.13y + 3.21z <= 706.73
-9.44x + 3.46y + 7.14z <= 510.17
2.22x + 2.1y + -0.4z <= 890.29
-8.68x + -2.02y + -4.9z <= 165.74
-7.43x + -9.35y + 9.67z <= 137.93
0.94x + -9.7y + -0.56z <= 724.39
-9.24x + 7.23y + 2.39z <= 643.68
3.82x + 1.04y + 3.05z <= 838.3
-2.61x + -0.55y + -2.19z <= 820.41
2.46x + -0.56y + -1.56z <= 757.06
1.04x + -3.06y + 4.36z <= 488.37
2.27x + 9.55y + 0.55z <= 379.68
8.62x + -2.96y + -8.23z <= 173.81
1.75x + -0.28y + -4.95z <= 350.18
-5.02x + 9.56y + 7.32z <= 675.71
-2.44x + -0.85y + -7.45z <= 766.27
-9.09x + -4.9y + 7.12z <= 476.25
-9.19x + -6.54y + -1.93z <= 812.89
8.43x + -5.67y + 6.4z <= 512.73
-6.08x + -7.66y + -3.42z <= 558.77
-7.39x + -2.65y + -6.78z <= 901.53
-8.41x + -4.93y + 8.46z <= 125.58
4.05x + -6.34y + 9.81z <= 214.89
9.46x + 4.29y + 7.78z <= 145.92
-2.39x + -3.26y + -6.8z <= 327.03
-2.35x + -0.9y + -1.14z <= 797.01
9.47x + -9.99y + 4.96z <= 118.28
2.4x + 5.52y + 3.27z <= 134.66
0.48x + -8.42y + -9.69z <= 658.09
2.03x + -3.57y + -1.58z <= 236.58
8.32x + 4.86y + -4.34z <= 618.69
-7.74x + -9.35y + 0.75z <= 909.83
-9.89x + -5.59y + 5.18z <= 127.86
8.58x + -4.4y + -7.56z <= 331.93
-6.49x + -6.43y + 6.84z <= 751.52
6.38x + 8.98y + 0.86z <= 212.37
3.72x + -5.29y + -4.43z <= 770.99
0.69x + -9.55y + -7.47z <= 222.58
-2.68x + -9.21y + 5.79z <= 416.36
4.14x + -2.42y + 3.42z <= 793.44
6.7x + -9.18y + 1.59z <= 352.52
1.02x + 2.59y + -3.3z <= 751.11
-2.35x + -3.2y + -7.6z <= 335.49
1.3x + 2.03y + 2.96z <= 461.59
1.79x + -0.91y + -4.62z <= 954.45
0.89x + 4.6y + 5.43z <= 571.92
-6.69x + 8.22y + -3.61z <= 687.46
8.89x + -0.9y + -8.28z <= 996.43
-5.35x + 7.08y + -4.84z <= 847.68
7.43x + 2.05y + -0.27z <= 830.83
-9.5x + 2.61y + -8.45z <= 673.38
9.32x + -6.9y + 6.25z <= 957.05
-0.18x + 6.12y + -7.98z <= 555.88
6.75x + -0.16y + 7.99z <= 994.9
0.88x + 8.44y + 2.48z <= 758.75
-2.08x + 8.12y + -1.47z <= 124.78
-5.31x + -2.28y + 8.45z <= 583.46
-7.85x + 1.71y + -0.98z <= 395.8
-4.0x + 8.9y + 6.87z <= 376.64
-0.29x + 1.51y + -4.83z <= 495.23
9.14x + 5.35y + 2.07z <= 513.89
3.04x + 4.13y + -7.6z <= 183.09
7.75x + -6.34y + 0.58z <= 119.2
6.06x + 3.64y + 1.14z <= 280.5
-0.86x + 7.45y + -2.76z <= 337.59
9.18x + -3.25y + 5.16z <= 288.73
-8.77x + -5.58y + 8.67z <= 948.01
-2.57x + -4.36y + -5.37z <= 251.33
-7.35x + 6.42y + 3.08z <= 863.57
0.93x + -3.86y + -1.18z <= 465.97
1.92x + -3.96y + -8.04z <= 433.4
8.25x + 8.86y + -7.48z <= 288.63
-7.72x + 1.23y + 3.97z <= 223.8
7.05x + -6.87y + -8.65z <= 380.98
-6.08x + 1.24y + 0.3z <= 749.77
0.97x + -9.16y + -5.24z <= 972.62
-6.11x + 7.58y + -1.02z <= 358.58
-2.16x + 1.25y + 6.4z <= 689.96
3.97x + 8.82y + -8.53z <= 245.71
9.94x + -4.81y + 4.96z <= 777.63
3.74x + 2.86y + -1.98z <= 345.32
2.59x + 2.19y + 0.16z <= 222.32
-1.46x + 4.82y + -3.11z <= 961.44
3.51x + 1.94y + 4.02z <= 622.07
-1.45x + -2.37y + -0.02z <= 142.73
9.46x + -2.78y + 3.43z <= 507.0
3.82x + -2.77y + -8.53z <= 495.52
-7.25x + 0.7y + 3.18z <= 737.27
0.3x + 2.5y + -5.58z <= 325.23
-9.68x + -6.27y + -3.46z <= 265.89
5.45x + 3.86y + -1.95z <= 482.34
-4.97x + 4.44y + 3.69z <= 150.69
-3.2x + -7.36y + -2.69z <= 577.51
5.98x + -3.58y + -2.51z <= 849.4
-4.23x + 6.73y + 4.34z <= 934.6
1.39x + -6.49y + -0.74z <= 136.89
-7.96x + -4.82y + -5.37z <= 638.58
-3.84x + -2.24y + -1.76z <= 718.37
-1.12x + -5.31y + 4.52z <= 533.3
-6.76x + -9.27y + -5.71z <= 942.67
-4.47x + 7.75y + -3.25z <= 641.82
0.07x + -2.68y + 5.36z <= 990.89
-8.78x + -2.39y + -5.84z <= 287.3
-9.52x + -1.06y + -7.89z <= 168.49
-5.96x + 5.42y + -2.28z <= 384.44
1.64x + 0.52y + -3.56z <= 905.76
-2.89x + 8.42y + 4.93z <= 428.4
2.24x + 6.31y + 0.72z <= 221.91
-9.49x + 7.74y + -9.72z <= 151.08
8.03x + -6.51y + -5.34z <= 933.11
-4.81x + -2.27y + 4.96z <= 928.56
-8.83x + 4.87y + -8.47z <= 910.84
-5.79x + 9.88y + -4.08z <= 608.85
-0.29x + 7.94y + -8.57z <= 279.96
-2.91x + 2.71y + 3.15z <= 630.48
1.71x + -1.34y + -3.47z <= 790.06
0.06x + 9.56y + -3.35z <= 806.36
-8.93x + -7.34y + 3.58z <= 894.38
-5.04x + -6.25y + 2.33z <= 421.26
-3.27x + 6.97y + 7.16z <= 763.16
-0.42x + 1.1y + -9.59z <= 456.2
-7.67x + 1.82y + -3.05z <= 931.84
-8.15x + -7.06y + 9.07z <= 951.87
4.47x + 0.7y + 8.92z <= 512.7
8.78x + 5.63y + 3.53z <= 883.35
-6.98x + -5.13y + -2.08z <= 430.16
8.2x + 5.22y + 5.97z <= 555.7
-4.66x + -9.48y + -3.21z <= 982.09
5.45x + 0.44y + 9.63z <= 725.22
6.97x + 8.52y + -7.03z <= 737.53
1.53x + -7.11y + -4.06z <= 734.59
-9.59x + -0.86y + -7.59z <= 118.69
-5.37x + 1.41y + 3.67z <= 876.55
3.44x + -9.31y + 1.29z <= 935.31
4.19x + -5.17y + -0.79z <= 416.92
8.06x + 8.48y + 8.93z <= 831.89
3.43x + -1.0y + -5.95z <= 588.52
0.81x + 1.41y + 0.96z <= 359.54
-9.53x + -5.69y + 6.43z <= 176.7
-7.36x + -6.88y + -4.11z <= 340.32
6.89x + -6.84y + -1.37z <= 890.5
7.48x + -5.05y + -5.3z <= 746.28
5.15x + -7.03y + 0.62z <= 623.17
2.24x + 9.51y + -3.41z <= 731.75
6.09x + -5.2y + 3.74z <= 107.84
8.88x + -8.24y + -2.73z <= 939.31
-2.35x + -2.51y + 4.63z <= 425.48
-3.88x + -4.63y + 9.56z <= 723.8
3.88x + -3.89y + -4.73z <= 215.37
3.17x + -8.31y + -2.8z <= 812.57
-4.88x + 8.03y + -5.02z <= 522.56
0.26x + -2.51y + -0.43z <= 678.76
-3.55x + -5.21y + -8.21z <= 520.0
3.67x + -6.95y + -0.53z <= 134.84
-1.82x + 0.95y + -3.68z <= 467.11
-9.26x + -1.01y + 2.61z <= 907.03
3.65x + 8.08y + -3.88z <= 734.77
0.62x + 7.42y + 3.45z <= 463.82
6.86x + 6.31y + 2.43z <= 417.95
-2.31x + 8.1y + -4.92z <= 308.09
6.04x + 1.58y + 0.63z <= 573.27
0.8x + 1.16y + -7.13z <= 624.95
7.65x + -4.4y + 9.45z <= 359.93
2.79x + -1.9y + -9.35z <= 839.47
-0.96x + -4.32y + 8.6z <= 726.24
5.88x + -3.11y + 2.74z <= 823.37
6.38x + -9.82y + 1.57z <= 580.99
-9.26x + -9.63y + -4.47z <= 785.13
1.04x + -4.49y + -5.49z <= 836.89
-5.48x + -4.44y + 3.36z <= 312.1
-7.37x + -9.3y + -8.48z <= 223.73
9.23x + 7.46y + -9.7z <= 276.82
1.42x + 3.02y + 9.73z <= 876.27
9.48x + 1.71y + 9.93z <= 671.43
-5.86x + 2.75y + -0.47z <= 263.34
9.52x + -3.03y + -2.8z <= 255.0
7.81x + -9.16y + 7.0z <= 734.49
-9.53x + -2.9y + -7.46z <= 794.27
-5.81x + -7.68y + -5.66z <= 453.42
-2.86x + 5.24y + -1.4z <= 358.61
9.52x + -8.96y + -0.36z <= 548.76
5.05x + 3.13y + -5.13z <= 751.16
6.26x + -6.46y + -4.19z <= 315.18
-2.47x + 5.07y + -6.38z <= 984.9
-4.83x + -3.58y + -5.3z <= 372.62
-1.57x + -8.96y + 9.02z <= 985.32
-9.34x + -3.95y + -1.52z <= 168.22
9.07x + -3.45y + 4.04z <= 406.43
-3.84x + -0.32y + 8.56z <= 106.19
7.47x + 0.56y + 4.2z <= 473.13
6.55x + 5.11y + -5.93z <= 367.07
1.83x + -7.81y + -9.95z <= 198.88
6.58x + 4.17y + 2.04z <= 913.22
-7.71x + -0.74y + -5.63z <= 639.7
-7.02x + -4.23y + 3.27z <= 876.76
-8.81x + 4.21y + 9.83z <= 622.32
4.32x + 0.86y + -4.61z <= 401.85
-2.32x + 5.42y + 2.34z <= 762.38
7.47x + 2.27y + -0.97z <= 552.2
-1.26x + -3.98y + -4.93z <= 110.04
2.76x + -2.14y + 1.99z <= 527.93
4.63x + 0.96y + -5.94z <= 688.59
-6.09x + 4.36y + -1.85z <= 611.07
5.69x + -6.35y + -5.48z <= 899.07
-7.86x + 1.85y + 1.7z <= 576.57
-7.12x + -6.17y + -3.74z <= 298.91
2.03x + 0.82y + 7.93z <= 143.93
2.43x + 1.11y + 2.89z <= 570.33
5.67x + 8.26y + 7.89z <= 820.17
0.96x + 9.15y + 6.5z <= 371.18
-3.78x + 8.41y + 4.83z <= 435.14
0.63x + -8.79y + 1.5z <= 251.53
7.44x + 4.91y + 4.75z <= 861.52
-2.57x + -9.2y + 9.38z <= 452.78
8.26x + -7.39y + 4.79z <= 606.54
0.3x + -8.67y + 8.34z <= 123.31
5.46x + 2.77y + 6.67z <= 406.52
-4.61x + 4.47y + 6.94z <= 906.19
-0.83x + -3.47y + 1.01z <= 620.21
9.36x + -5.39y + 1.87z <= 153.7
8.89x + 4.52y + 5.4z <= 294.84
1.48x + 3.01y + 3.2z <= 921.63
6.52x + -7.68y + -5.7z <= 228.18
-3.88x + -7.07y + -1.57z <= 468.18
5.88x + 1.69y + -8.33z <= 938.2
-2.85x + 1.25y + 8.66z <= 995.13
7.88x + 0.42y + -4.28z <= 282.99
-5.1x + -4.71y + -4.46z <= 330.92
-6.01x + -7.83y + -6.45z <= 696.82
4.91x + -4.78y + 4.47z <= 204.46
5.27x + -1.19y + -1.06z <= 460.96
6.43x + -8.88y + 8.44z <= 902.66
6.23x + -2.93y + 8.94z <= 730.91
5.81x + 4.71y + -0.48z <= 412.09
4.32x + -1.63y + -7.7z <= 719.07
0.06x + -4.25y + -4.41z <= 157.55
-7.24x + 2.43y + -1.85z <= 692.71
-7.2x + -7.86y + 4.02z <= 344.09
-5.37x + 3.78y + -2.17z <= 720.96
0.75x + 6.6y + 5.96z <= 969.9
-2.23x + -6.25y + 6.15z <= 105.6
-3.56x + 7.95y + 8.06z <= 583.63
-8.93x + 2.56y + -0.12z <= 801.27
9.06x + -7.33y + 5.68z <= 748.75
-4.39x + 2.1y + 5.36z <= 753.89
9.02x + 5.14y + 2.77z <= 886.36
-2.2x + 5.43y + -1.67z <= 322.32
-9.07x + -7.41y + 2.4z <= 578.26
-1.56x + 0.82y + -3.52z <= 840.9
8.86x + 7.27y + 8.61z <= 598.58
-7.3x + 3.82y + 7.34z <= 829.6
-2.98x + 2.45y + -7.9z <= 942.79
3.73x + -1.63y + 0.08z <= 398.43
2.49x + -9.46y + 7.02z <= 161.71
-1.92x + 0.2y + -4.97z <= 954.71
2.17x + 1.17y + 5.72z <= 627.52
1.91x + -4.21y + 1.44z <= 518.89
-4.42x + 1.73y + 9.92z <= 220.59
6.7x + -6.26y + 7.54z <= 501.68
-9.05x + 2.45y + 6.83z <= 368.98
-7.52x + 9.75y + -1.94z <= 988.21
0.12x + 9.47y + -2.43z <= 644.68
3.8x + -1.08y + -6.05z <= 241.33
5.29x + -7.8y + 9.67z <= 985.55
9.41x + -5.14y + -7.21z <= 937.23
3.29x + 3.17y + -8.86z <= 408.8
-2.91x + 2.11y + -2.45z <= 268.56
-1.27x + -5.61y + 1.61z <= 269.9
5.59x + -7.09y + 1.98z <= 137.82
3.62x + -3.33y + 5.22z <= 654.98
0.32x + -5.62y + -9.7z <= 205.22
-2.19x + 6.35y + 4.98z <= 983.8
-9.82x + 1.91y + -5.39z <= 710.78
0.44x + -1.39y + -3.87z <= 684.29
4.57x + 2.72y + 9.78z <= 138.8
4.01x + -2.5y + 6.11z <= 750.43
-6.5x + 6.28y + -4.79z <= 784.55
3.84x + 9.34y + -9.57z <= 145.35
-5.99x + -4.55y + -4.84z <= 646.66
0.87x + -2.67y + 7.32z <= 584.41
-5.82x + 9.44y + -0.55z <= 894.51
-4.44x + -7.8y + 5.01z <= 986.05
5.07x + -3.53y + 4.92z <= 651.27
-9.28x + 5.93y + 4.51z <= 251.33
-0.62x + -0.88y + 6.05z <= 210.29
8.49x + 4.89y + 4.67z <= 637.76
8.0x + -0.12y + -3.8z <= 689.61
2.89x + -5.8y + -6.4z <= 728.13
-9.25x + 8.94y + -2.81z <= 610.44
-2.38x + 5.31y + -7.32z <= 148.77
-7.79x + -2.35y + 0.06z <= 114.32
-7.69x + -2.42y + 6.1z <= 814.73
-9.18x + -2.63y + -9.59z <= 137.46
-2.43x + 3.85y + 7.18z <= 760.06
-8.05x + 2.05y + 2.56z <= 650.7
0.13x + -2.21y + -6.3z <= 557.78
-8.28x + -6.21y + -8.38z <= 819.51
4.39x + 2.24y + 2.07z <= 555.65
-1.29x + -6.86y + 4.6z <= 918.27
-1.85x + -6.54y + -5.31z <= 688.11
-0.49x + -0.58y + -8.62z <= 277.47
-0.3x + -9.86y + 7.85z <= 302.58
0.51x + -6.15y + 7.35z <= 789.68
3.48x + -5.45y + 9.79z <= 386.89
8.79x + 1.69y + 5.81z <= 408.27
-9.76x + 8.05y + 6.67z <= 983.25
2.34x + -1.25y + 6.4z <= 613.91
-1.03x + 6.23y + -3.81z <= 913.72
4.85x + -2.5y + 0.75z <= 220.01
3.63x + 9.54y + -7.56z <= 658.86
-6.27x + 9.31y + -9.15z <= 178.11
-3.99x + -6.9y + -5.88z <= 728.96
-6.33x + 9.95y + 9.72z <= 409.68
2.8x + -8.61y + 8.25z <= 350.76
8.15x + -1.56y + 1.99z <= 462.82
-9.43x + -2.61y + -5.84z <= 867.99
1.1x + -6.55y + 5.44z <= 331.67
-6.47x + -9.61y + 9.4z <= 554.73
-7.68x + 2.98y + -2.6z <= 539.08
3.65x + -3.99y + 9.86z <= 432.7
-1.36x + 9.52y + -8.51z <= 912.09
-0.76x + 7.84y + -7.14z <= 700.38
0.5x + -9.53y + 4.28z <= 848.09
3.11x + -6.73y + 9.69z <= 175.39
-8.36x + -9.67y + -5.15z <= 259.02
-9.14x + -1.52y + 7.76z <= 441.29
-2.95x + -7.69y + 5.65z <= 679.4
-4.01x + 3.19y + 9.36z <= 357.59
2.6x + 0.64y + 8.13z <= 160.02
-0.17x + -2.97y + -6.25z <= 612.35
6.16x + -4.54y + -3.18z <= 142.38
6.89x + -7.71y + 1.54z <= 368.01
-9.32x + 0.9y + -6.9z <= 181.61
-3.26x + -1.82y + 9.78z <= 122.94
-5.27x + 0.02y + -3.96z <= 430.47
-3.64x + 4.72y + -9.72z <= 472.32
-6.4x + -4.05y + 9.37z <= 940.92
9.67x + -9.28y + 3.27z <= 681.44
9.77x + 5.35y + 0.08z <= 107.97
9.54x + 9.99y + 7.67z <= 406.15
6.82x + 1.67y + 2.13z <= 663.98
5.08x + -1.4y + -5.31z <= 847.8
-8.73x + 8.92y + -4.77z <= 674.45
-0.7x + 0.17y + -7.2z <= 224.47
9.97x + 7.98y + -8.17z <= 386.23
1.45x + 4.11y + 6.0z <= 131.29
7.41x + 3.15y + -7.12z <= 810.42
-6.33x + 1.22y + 1.08z <= 732.03
-8.34x + 9.57y + -0.1z <= 880.48
-3.2x + 5.49y + 7.9z <= 471.86
7.17x + 2.43y + -8.28z <= 501.32
-3.08x + 0.67y + 1.29z <= 232.0
3.95x + 8.68y + -9.73z <= 579.61
1.57x + 7.76y + 4.18z <= 956.39
-3.74x + -4.79y + -2.0z <= 236.86
-2.54x + -4.6y + 6.8z <= 423.59
0.78x + 6.41y + -1.77z <= 340.78
2.45x + -1.26y + 4.87z <= 610.77
2.57x + 7.74y + -5.92z <= 292.47
0.7x + 0.68y + 2.7z <= 735.71
-4.81x + -5.08y + -4.32z <= 542.71
8.71x + -4.24y + 3.13z <= 234.97
-2.93x + -7.52y + -2.35z <= 520.88
1.55x + -4.12y + -1.17z <= 317.93
7.48x + 9.0y + -6.37z <= 744.41
-1.26x + 4.87y + 4.16z <= 575.46
-8.63x + 7.47y + 1.18z <= 342.08
5.67x + -9.78y + 2.67z <= 789.45
0.06x + -3.71y + -9.24z <= 737.92
-7.01x + -1.27y + -4.9z <= 167.19
-4.14x + -1.55y + 9.62z <= 935.97
9.49x + -0.89y + -4.82z <= 269.41
-6.06x + -3.81y + -8.11z <= 794.04
-6.68x + -3.69y + 7.43z <= 321.2
-5.09x + 3.94y + -8.13z <= 571.85
-2.86x + -1.96y + 9.98z <= 960.6
8.56x + 9.3y + -8.46z <= 601.8
-9.04x + -1.15y + 1.81z <= 903.63
-7.04x + -5.5y + -6.13z <= 473.49
-1.82x + -1.5y + -2.74z <= 184.57
-6.46x + 2.27y + -0.16z <= 960.85
6.6x + 6.9y + 9.4z <= 337.76
-2.93x + -2.5y + 6.96z <= 651.46
-3.54x + -2.9y + -6.04z <= 809.98
-6.27x + -3.65y + -5.19z <= 316.71
5.55x + -5.64y + 1.23z <= 269.89
-1.09x + -7.84y + 5.16z <= 661.01
7.2x + 2.6y + 7.43z <= 721.18
9.15x + 4.04y + 6.42z <= 613.75
1.61x + -0.78y + 4.62z <= 851.9
-5.08x + -1.69y + -8.44z <= 568.84
2.55x + -0.9y + -0.98z <= 394.34
4.88x + 7.25y + -3.44z <= 861.54
0.89x + 9.39y + 4.01z <= 779.41
-3.32x + 2.68y + 2.66z <= 427.13
-2.11x + 5.7y + 7.26z <= 859.42
-8.28x + -9.05y + 5.53z <= 227.35
-9.75x + 1.7y + -3.04z <= 734.96
-3.53x + 4.42y + 7.76z <= 996.39
2.32x + -0.81y + -0.56z <= 542.46
9.01x + 1.51y + -6.11z <= 245.64
-9.48x + 0.6y + 9.48z <= 155.29
-0.44x + 5.78y + 8.08z <= 301.62
0.82x + 5.33y + -0.68z <= 270.98
4.72x + -1.72y + -4.59z <= 746.29
3.24x + -1.94y + 4.81z <= 128.28
3.69x + 2.74y + -5.87z <= 473.34
9.17x + 9.07y + 7.56z <= 449.62
3.52x + -8.67y + 6.55z <= 537.08
-0.71x + 7.69y + -2.59z <= 827.73
-0.97x + -8.59y + -5.84z <= 234.52
-8.02x + 5.11y + -4.41z <= 153.26
-2.36x + -8.01y + -6.61z <= 587.31
-9.51x + 0.42y + 9.92z <= 805.5
-1.0x + 9.78y + -0.83z <= 238.06
6.11x + 0.93y + 1.13z <= 257.24
-9.94x + 0.76y + -6.51z <= 383.52
-7.55x + 8.57y + 9.11z <= 235.4
-0.99x + -0.41y + -9.48z <= 415.31
-0.15x + 5.83y + 6.53z <= 421.03
1.79x + -0.92y + -9.47z <= 330.12
-3.32x + 1.63y + -1.44z <= 503.68
7.8x + 6.51y + -9.28z <= 713.7
5.39x + 2.06y + 8.77z <= 904.36
-9.33x + -0.67y + -5.63z <= 468.51
-2.32x + 5.11y + -7.84z <= 832.55
3.72x + 8.63y + -2.39z <= 412.98
-4.01x + 1.05y + -5.37z <= 247.5
2.53x + 6.59y + -5.26z <= 478.49
-9.36x + -5.33y + -3.67z <= 242.01
1.8x + -8.86y + 6.92z <= 932.14
-0.25x + 6.5y + 1.26z <= 764.88
-4.62x + 2.09y + -9.27z <= 889.92
-0.69x + 9.64y + -4.94z <= 546.41
-7.79x + -0.45y + -6.05z <= 113.4
-2.04x + 3.29y + -6.27z <= 362.78
7.98x + 0.94y + 4.84z <= 599.79
3.96x + -9.66y + 0.6z <= 594.63
9.3x + 8.1y + -6.6z <= 440.83
-0.58x + 1.3y + -4.0z <= 312.33
-2.06x + -9.7y + 7.92z <= 385.39
7.62x + -5.55y + 7.47z <= 356.27
1.7x + 0.53y + -5.33z <= 131.74
-4.57x + 1.41y + 5.29z <= 939.63
2.83x + -3.24y + 2.18z <= 454.89
7.61x + 6.2y + -6.22z <= 549.97
4.93x + -7.4y + 3.05z <= 427.93
4.35x + -2.69y + -8.96z <= 638.09
5.17x + -4.06y + 4.7z <= 548.47
-5.26x + -1.54y + 5.85z <= 228.99
-8.42x + 1.65y + 7.33z <= 504.54
-5.12x + 1.98y + 0.54z <= 107.16
6.97x + 8.98y + 3.74z <= 594.23
-0.57x + -5.79y + 2.28z <= 916.6
-6.37x + -5.09y + 0.52z <= 353.76
4.73x + -6.39y + 7.34z <= 269.61
1.63x + 5.51y + -1.24z <= 257.71
8.5x + -0.96y + -8.33z <= 860.4
8.81x + -1.35y + -0.38z <= 257.13
1.76x + 6.56y + 9.16z <= 910.81
-8.17x + 4.3y + -9.99z <= 741.1
0.53x + -6.17y + -6.82z <= 165.35
3.73x + 8.55y + -3.72z <= 575.08
7.08x + 2.01y + 8.31z <= 499.58
7.03x + -3.51y + 6.58z <= 466.75
4.48x + 3.6y + 6.84z <= 707.99
-9.91x + -4.09y + -0.57z <= 449.85
-0.91x + 8.73y + 3.44z <= 596.73
1.44x + -3.51y + 7.48z <= 312.2
7.08x + -8.33y + 3.38z <= 619.49
6.81x + 9.61y + -6.47z <= 379.57
-1.93x + 8.09y + 2.62z <= 356.93
4.83x + -3.81y + -1.31z <= 257.91
-2.56x + -4.28y + -7.48z <= 739.77
5.75x + -6.88y + 8.13z <= 775.16
8.05x + 9.02y + -3.13z <= 512.5
4.42x + -8.27y + 1.09z <= 187.92
4.73x + 7.95y + 2.71z <= 198.53
-9.06x + -1.1y + 2.84z <= 551.2
-0.87x + 0.37y + 2.54z <= 373.08
-7.98x + 6.39y + -2.48z <= 685.22
-3.9x + -1.83y + -9.43z <= 264.71
-5.54x + 6.4y + -5.73z <= 393.13
4.44x + -8.85y + 6.74z <= 452.74
-9.24x + -5.38y + 3.26z <= 904.53
6.64x + 7.58y + -7.64z <= 594.98
9.67x + 5.09y + -5.23z <= 976.83
-3.63x + -3.25y + -0.57z <= 621.14
1.34x + -3.91y + 1.11z <= 845.05
7.75x + 3.93y + 6.34z <= 847.95
5.12x + -3.83y + -5.21z <= 118.48
-3.65x + -5.56y + -9.23z <= 753.04
0.14x + -7.16y + 7.53z <= 175.87
-8.05x + 1.97y + -8.77z <= 677.76
-9.52x + -7.87y + -1.69z <= 402.15
7.35x + -9.23y + -1.78z <= 373.28
8.47x + -5.64y + 6.99z <= 716.82
1.09x + 8.4y + -7.57z <= 209.75
5.81x + 1.33y + 7.95z <= 156.52
-8.94x + 1.62y + -7.27z <= 926.01
-7.07x + -3.69y + -7.53z <= 822.69
9.54x + 5.19y + 6.94z <= 952.56
-3.74x + -4.9y + -1.92z <= 283.84
5.07x + -5.55y + -1.89z <= 861.39
1.42x + -8.73y + -1.08z <= 724.3
-5.96x + 6.01y + -4.15z <= 460.88
6.14x + 1.55y + -7.34z <= 120.3
-9.47x + 9.79y + -3.54z <= 882.47
-6.9x + -7.8y + 0.72z <= 187.42
-0.21x + -0.92y + -0.04z <= 645.97
-9.39x + -2.06y + -2.07z <= 803.6
-0.55x + -9.74y + 4.79z <= 644.79
-8.78x + 0.33y + 7.65z <= 633.01
4.59x + 5.16y + 6.2z <= 597.06
5.53x + 5.57y + 1.44z <= 426.36
1.43x + -1.76y + 6.5z <= 981.77
-8.09x + -9.61y + 1.4z <= 864.82
-1.91x + 9.88y + -3.48z <= 223.61
-3.48x + 3.82y + -6.79z <= 633.7
6.15x + -2.38y + 7.28z <= 590.56
-4.93x + 4.34y + -5.38z <= 606.59
-5.15x + -7.3y + 0.6z <= 938.43
9.58x + -9.16y + -9.03z <= 912.94
-5.35x + -9.87y + -1.12z <= 605.71
-8.19x + 3.82y + -8.81z <= 768.91
7.8x + 2.24y + 9.13z <= 866.32
2.11x + -3.4y + -0.35z <= 115.01
0.56x + 4.68y + 5.0z <= 130.47
1.9x + -1.42y + 1.62z <= 132.17
-9.86x + -4.88y + -9.29z <= 455.69
-3.36x + -5.06y + -7.54z <= 201.4
-3.83x + -0.11y + -9.76z <= 759.55
-9.75x + 9.28y + 3.31z <= 894.36
1.63x + -2.71y + 7.31z <= 500.43
4.61x + -0.14y + -4.7z <= 777.95
7.13x + -9.64y + -2.94z <= 723.88
7.08x + -2.16y + -0.58z <= 972.73
5.37x + -1.59y + -0.71z <= 313.18
-9.3x + -8.65y + -7.57z <= 945.65
4.96x + -4.53y + -5.34z <= 937.89
-0.77x + 3.62y + 3.19z <= 758.07
-2.92x + -7.69y + 9.99z <= 752.66
0.57x + -6.78y + 9.14z <= 730.73
-6.13x + -5.0y + -7.65z <= 556.4
-7.67x + 7.04y + 0.57z <= 285.52
-9.65x + 2.33y + -8.53z <= 842.94
9.98x + -6.06y + 2.07z <= 199.31
4.31x + 9.85y + -6.83z <= 308.28
-4.76x + -6.45y + -7.25z <= 505.67
-2.34x + -2.19y + 5.29z <= 564.0
3.06x + -9.66y + -9.13z <= 695.92
-3.44x + 6.34y + 3.47z <= 323.62
8.14x + -5.17y + -1.91z <= 838.41
-5.84x + 2.3y + -0.99z <= 165.37
3.9x + 8.04y + -1.49z <= 720.03
-8.71x + 9.89y + -0.83z <= 986.8
-7.17x + 3.12y + 1.29z <= 142.87
-7.06x + -3.88y + 9.94z <= 839.74
0.29x + -7.77y + 1.8z <= 894.0
5.91x + -3.88y + 6.91z <= 603.05
-3.21x + -2.74y + -7.75z <= 920.94
4.16x + -9.53y + -7.16z <= 777.64
7.73x + 3.53y + 9.17z <= 957.18
-5.78x + 0.8y + 1.89z <= 180.13
0.73x + 6.41y + -0.79z <= 373.34
3.13x + 4.97y + 2.35z <= 928.37
5.21x + 8.98y + 7.97z <= 972.59
1.74x + 2.88y + -9.74z <= 578.07
-7.84x + -4.99y + 6.52z <= 933.65
6.59x + 2.1y + -4.66z <= 265.2
8.32x + 9.73y + -0.32z <= 367.65
-2.38x + -5.28y + -6.97z <= 134.76
-4.97x + 7.7y + 7.32z <= 717.11
1.83x + 1.04y + 9.11z <= 697.44
-8.72x + 1.9y + -7.71z <= 785.45
-5.15x + 8.96y + -8.53z <= 288.67
-4.5x + -8.65y + -0.14z <= 341.12
9.4x + 3.57y + -2.91z <= 978.81
-7.97x + 3.11y + 8.9z <= 997.07
-5.62x + -1.51y + -7.08z <= 302.51
1.79x + 7.97y + 4.57z <= 496.81
2.8x + -0.22y + 8.88z <= 677.56
-6.28x + 7.72y + 7.62z <= 688.04
