max -6.2x + -9.19y + 2.76z
9.0x + -4.11y + 9.51z <= 852.22
-8.17x + 5.52y + 3.31z <= 499.71
2.66x + 0.04y + -4.35z <= 650.67
8.49x + 3.0y + -7.77z <= 457.92
-4.29x + 2.18y + 0.52z <= 352.68
-7.86x + 5.83y + 7.41z <= 806.21
7.13x + 5.27y + -1.14z <= 746.67
5.81x + -6.53y + -4.48z <= 351.49
-1.61x + -3.07y + -0.03z <= 864.4
9.35x + 3.18y + 2.86z <= 372.17
-3.35x + 9.22y + 6.22z <= 993.38
-3.14x + 8.65y + 0.19z <= 359.78
6.38x + -5.66y + -0.61z <= 503.66
6.4x + 1.68y + -1.3z <= 875.38
-6.28x + -7.2y + 3.11z <= 424.42
6.37x + -9.89y + -3.3z <= 365.01
-0.46x + 2.71y + 8.06z <= 631.84
-8.81x + -2.94y + -9.95z <= 449.89
-7.21x + 8.34y + -1.25z <= 485.35
2.25x + 2.19y + 2.12z <= 279.54
4.4x + 5.49y + -1.69z <= 132.3
-4.8x + -5.6y + 4.87z <= 557.72
6.1x + 4.31y + -2.79z <= 381.54
-7.64x + -4.31y + -5.37z <= 348.91
-1.21x + -0.45y + -4.97z <= 219.65
4.23x + 0.7y + 4.15z <= 328.09
1.29x + -3.76y + -6.03z <= 277.71
9.03x + 2.07y + 8.69z <= 668.72
9.98x + -7.87y + 6.02z <= 952.01
0.12x + -5.71y + -6.02z <= 554.7
3.22x + -0.7y + 2.26z <= 261.15
4.36x + -6.61y + 2.19z <= 495.86
2.46x + 5.61y + 6.66z <= 796.3
-7.65x + -2.97y + -8.18z <= 985.39
-7.74x + 7.4y + -1.27z <= 339.33
-8.44x + -2.82y + -3.96z <= 466.08
-3.77x + -9.91y + 7.64z <= 526.46
-0.32x + 9.96y + 1.08z <= 308.31
4.84x + -6.14y + -5.74z <= 688.74
-6.28x + 1.78y + -9.05z <= 873.92
-2.04x + -2.2y + -7.57z <= 112.0
-0.57x + 9.47y + -9.84z <= 896.39
2.3x + 7.11y + -6.71z <= 587.54
6.88x + 3.43y + -0.81z <= 861.52
0.78x + 2.49y + 6.46z <= 592.01
3.07x + 1.95y + -3.26z <= 774.73
2.02x + -7.93y + -8.94z <= 581.4
-4.42x + 9.77y + -6.49z <= 450.02
-9.87x + 5.5y + -3.31z <= 843.17
9.52x + -7.12y + -2.78z <= 685.52
-8.84x + 9.76y + 2.43z <= 478.81
-8.14x + 8.71y + -1.32z <= 725.91
9.81x + -3.88y + -2.88z <= 991.47
-0.11x + -0.55y + 1.98z <= 774.38
3.55x + -6.5y + 4.24z <= 643.04
-5.24x + 6.9y + 8.32z <= 997.02
-8.74x + -7.1y + -5.67z <= 568.36
5.16x + 7.06y + -8.25z <= 507.18
1.23x + -4.7y + 6.28z <= 775.51
-8.08x + -5.65y + 3.12z <= 964.94
1.41x + 2.32y + 5.14z <= 608.53
-1.48x + -0.05y + 6.38z <= 889.83
-5.51x + 0.87y + 6.4z <= 712.39
9.97x + 6.45y + 9.6z <= 419.15
9.23x + -8.95y + -0.62z <= 223.06
0.38x + 0.11y + -5.1z <= 157.38
8.75x + 4.68y + 3.81z <= 535.01
9.0x + 5.84y + -7.27z <= 483.76
1.29x + 8.14y + 5.64z <= 832.89
6.78x + 0.51y + 6.3z <= 533.61
5.09x + 8.51y + -1.68z <= 296.78
8.64x + -8.54y + 9.52z <= 484.65
-9.66x + -2.92y + -3.84z <= 777.47
-2.0x + 8.6y + -0.43z <= 820.62
7.81x + -6.6y + -3.07z <= 231.0
5.07x + 0.64y + 4.76z <= 833.51
4.74x + 2.83y + -6.34z <= 622.75
7.38x + 6.4y + 6.93z <= 841.12
7.06x + -5.46y + 6.58z <= 891.38
-7.73x + -4.06y + 9.48z <= 792.65
7.78x + 8.92y + -9.74z <= 544.48
-0.71x + 3.02y + 9.78z <= 680.23
6.24x + -0.23y + 1.81z <= 670.13
-0.94x + -8.31y + -6.33z <= 863.8
-5.07x + -1.07y + 5.52z <= 290.03
-3.68x + -1.42y + -2.16z <= 181.95
7.23x + 3.73y + -3.0z <= 967.9
3.14x + 3.94y + -6.33z <= 601.63
-7.47x + -4.99y + 7.0z <= 482.56
1.99x + 3.5y + -8.98z <= 152.03
-0.49x + 6.84y + 3.14z <= 937.05
-0.04x + 8.34y + 3.0z <= 981.22
-5.31x + 9.01y + -0.91z <= 152.93
6.4x + 7.38y + -4.0z <= 410.6
-0.82x + -1.47y + 3.74z <= 212.0
-9.76x + 8.85y + -1.86z <= 877.1
-7.68x + 3.52y + -7.32z <= 407.29
2.85x + 3.15y + -4.44z <= 140.88
-2.21x + -5.18y + 5.58z <= 798.92
-2.08x + -0.23y + 7.52z <= 264.29
-3.49x + -3.29y + -4.01z <= 762.07
1.31x + 6.74y + -4.43z <= 520.81
-3.16x + 0.18y + -3.53z <= 508.99
0.24x + -5.96y + -3.42z <= 418.17
8.71x + 3.88y + 7.73z <= 418.38
6.39x + 6.21y + 9.01z <= 364.92
5.0x + 9.02y + -3.53z <= 419.17
6.53x + 3.62y + 9.34z <= 961.61
-8.24x + -0.06y + 0.8z <= 144.66
-1.75x + 0.15y + 1.65z <= 867.29
-9.79x + 0.47y + -8.49z <= 711.36
8.88x + -3.9y + -2.78z <= 493.78
-7.17x + 9.27y + -9.18z <= 491.89
-8.81x + -2.33y + -4.92z <= 613.68
-0.01x + 5.77y + -2.67z <= 159.59
8.02x + -2.49y + -6.64z <= 384.94
4.85x + 5.27y + 2.42z <= 143.15
-6.1x + -5.85y + 9.89z <= 978.26
6.83x + -0.38y + -7.32z <= 474.57
9.56x + -8.54y + -3.53z <= 946.19
-5.03x + 6.23y + 7.73z <= 877.02
-0.04x + 2.79y + -1.59z <= 936.46
0.8x + 2.47y + 2.79z <= 687.28
4.03x + -0.87y + -0.51z <= 618.68
3.93x + 7.27y + -3.09z <= 163.82
4.11x + 5.77y + -2.32z <= 712.48
-3.69x + 4.85y + -9.34z <= 952.33
-5.86x + 7.3y + -7.18z <= 993.01
9.84x + -8.33y + -6.92z <= 518.25
-7.88x + 4.97y + -6.42z <= 667.29
2.47x + -0.29y + 6.83z <= 972.57
-5.66x + 0.43y + 7.38z <= 861.05
8.58x + 1.22y + -1.2z <= 268.33
-7.51x + 8.97y + -1.2z <= 219.4
4.73x + -9.73y + 3.22z <= 777.17
-3.83x + 6.76y + 6.79z <= 283.14
-9.42x + -5.72y + 1.55z <= 649.35
5.2x + 0.19y + 4.94z <= 314.92
-1.37x + 5.28y + -4.25z <= 819.26
8.52x + 0.9y + 2.9z <= 641.65
-0.57x + -6.41y + -6.84z <= 604.05
-7.46x + -2.7y + -6.24z <= 765.81
-0.35x + 0.67y + -6.34z <= 669.28
4.63x + -8.95y + -7.99z <= 755.88
-1.24x + -7.01y + -6.11z <= 954.99
9.34x + 0.67y + 0.94z <= 295.36
7.4x + -5.86y + -0.64z <= 607.2
-5.37x + 9.97y + 6.08z <= 313.02
0.53x + 0.58y + -9.47z <= 664.94
4.61x + 8.96y + 1.95z <= 827.47
-3.54x + -1.06y + -7.49z <= 247.66
7.4x + -0.71y + -7.03z <= 783.13
-9.94x + 3.84y + -2.31z <= 857.13
-8.14x + -5.99y + -9.31z <= 735.04
-8.24x + 4.91y + -3.94z <= 452.45
-7.39x + 1.12y + -0.5z <= 304.06
-2.68x + -1.34y + 9.78z <= 571.86
-4.52x + -0.21y + -2.67z <= 534.29
-6.82x + -2.8y + 9.34z <= 549.84
9.24x + 3.06y + -1.74z <= 236.37
-5.62x + 8.28y + -3.7z <= 803.35
-5.96x + -4.56y + 3.89z <= 639.93
1.94x + 9.44y + 5.5z <= 352.26
-0.76x + -4.18y + -8.11z <= 311.28
-4.83x + 0.19y + -6.81z <= 285.31
-5.08x + 4.53y + 3.64z <= 908.75
7.32x + -4.49y + 5.83z <= 763.62
1.7x + 3.16y + -6.2z <= 873.74
-8.13x + -1.29y + -5.56z <= 805.05
-2.55x + 7.66y + 7.44z <= 313.9
7.12x + 2.9y + -0.34z <= 208.06
-9.97x + -7.84y + 6.45z <= 652.32
-4.12x + -7.44y + 8.74z <= 579.75
0.46x + -5.36y + 5.0z <= 101.93
-4.96x + -9.28y + 2.97z <= 370.56
3.99x + -3.35y + -9.75z <= 963.16
7.76x + 5.78y + 0.93z <= 935.65
-1.97x + 7.28y + 9.38z <= 242.19
-7.95x + -9.65y + -1.24z <= 847.98
7.31x + -3.65y + -8.76z <= 424.66
2.24x + 4.27y + -0.73z <= 593.88
6.04x + -7.33y + 6.27z <= 101.59
-2.28x + 9.12y + 3.59z <= 311.21
9.07x + -0.87y + 3.7z <= 376.49
-9.7x + 6.87y + 9.0z <= 172.93
7.98x + 0.16y + -3.19z <= 118.41
2.95x + 2.16y + -4.78z <= 490.85
9.31x + 4.22y + -4.18z <= 835.69
-4.0x + -7.92y + -8.43z <= 374.57
6.59x + 3.22y + -2.24z <= 487.11
5.25x + 0.34y + 2.01z <= 891.92
-1.29x + 5.79y + -8.07z <= 904.95
0.42x + 1.36y + -1.12z <= 413.21
9.55x + 9.53y + -8.33z <= 382.28
-2.9x + 1.03y + 7.93z <= 560.55
-8.74x + -9.78y + -9.48z <= 878.68
2.63x + 2.83y + 8.93z <= 389.8
-2.88x + -1.38y + -5.78z <= 917.01
-6.27x + 8.51y + -5.57z <= 257.44
8.84x + 7.06y + -8.12z <= 558.72
6.32x + 0.1y + -1.27z <= 191.59
-6.33x + -9.07y + 4.61z <= 398.34
1.85x + -3.49y + -1.29z <= 546.88
-2.65x + 5.65y + -1.49z <= 883.31
-6.77x + -1.4y + -8.12z <= 919.6
9.08x + 8.35y + -9.72z <= 670.5
-3.47x + 7.23y + -5.15z <= 753.08
6.5x + 7.67y + -6.65z <= 134.76
6.65x + 5.23y + 2.72z <= 246.8
2.42x + -5.55y + 0.7z <= 411.37
3.06x + 9.1y + -3.47z <= 813.25
-6.7x + -3.65y + -1.23z <= 122.76
4.17x + -9.47y + 3.4z <= 870.96
-5.43x + -2.01y + 5.38z <= 249.86
7.96x + 2.33y + 5.97z <= 702.23
4.66x + -5.58y + 0.36z <= 311.7
7.87x + 3.56y + 2.24z <= 781.04
9.73x + -6.22y + 9.22z <= 809.0
-7.06x + -9.83y + 5.36z <= 394.98
2.45x + 1.84y + -1.77z <= 701.19
-5.25x + 3.54y + 0.04z <= 363.13
9.82x + -5.2y + -3.35z <= 252.6
-9.95x + -0.3y + 1.85z <= 218.14
-1.26x + -7.65y + -7.51z <= 160.46
7.38x + 5.94y + -6.94z <= 649.23
-1.59x + 3.81y + -0.65z <= 655.41
0.46x + 9.79y + -0.73z <= 295.81
-6.93x + 1.9y + 0.38z <= 442.47
-0.55x + -2.96y + 8.47z <= 855.64
-3.23x + 0.94y + -9.33z <= 699.99
-2.21x + 1.47y + 1.48z <= 170.34
3.52x + 3.55y + 5.95z <= 893.2
-5.48x + -8.15y + 2.25z <= 917.49
-0.78x + 8.82y + 2.21z <= 867.6
-1.95x + 5.74y + 7.32z <= 642.79
-3.15x + -4.63y + -3.31z <= 383.52
-1.85x + 4.23y + -6.24z <= 561.77
-8.82x + -7.04y + -8.84z <= 789.24
-1.85x + 6.46y + -9.61z <= 539.51
-6.25x + 8.36y + 9.89z <= 430.57
9.24x + 2.54y + 7.59z <= 458.6
-9.71x + -8.17y + -5.24z <= 147.93
-8.26x + 3.06y + -0.83z <= 789.6
-4.16x + -6.93y + 6.16z <= 736.4
5.23x + -1.43y + -5.8z <= 824.53
-6.4x + -8.16y + -3.52z <= 537.57
-9.43x + -0.25y + 5.46z <= 609.79
9.43x + 7.68y + -6.25z <= 535.54
-8.87x + 9.37y + -2.46z <= 937.88
-2.99x + 4.87y + 9.19z <= 277.87
-2.66x + 0.5y + 9.81z <= 695.92
6.24x + -5.24y + -2.5z <= 169.33
3.89x + -9.22y + -7.63z <= 937.53
4.69x + -4.56y + 1.51z <= 731.2
-8.7x + -7.34y + -2.24z <= 728.59
1.3x + -5.03y + -7.36z <= 150.88
2.42x + -9.62y + -5.0z <= 439.54
3.51x + -4.05y + 7.07z <= 214.38
-9.1x + -8.44y + 5.89z <= 627.76
-8.72x + -2.55y + 6.63z <= 175.35
-3.07x + -1.21y + -3.63z <= 982.53
7.36x + 0.63y + -5.6z <= 596.71
-7.55x + 5.14y + 6.59z <= 984.02
-4.4x + -6.54y + 8.63z <= 777.25
-9.12x + -0.31y + 1.08z <= 376.8
-3.75x + 0.67y + -3.41z <= 544.72
5.76x + 7.63y + -2.88z <= 931.95
-6.96x + -4.82y + 3.66z <= 626.56
-0.9x + 7.62y + 7.23z <= 841.46
-5.65x + 7.77y + 6.41z <= 465.93
-0.72x + 4.27y + -9.14z <= 389.37
-2.78x + -9.37y + -9.63z <= 822.85
-5.15x + -5.06y + 9.69z <= 979.45
-3.8x + -6.32y + 8.39z <= 323.56
9.67x + 5.74y + -4.44z <= 106.89
1.4x + -1.39y + -3.83z <= 391.98
5.91x + -5.7y + -4.81z <= 129.54
-4.55x + -9.85y + -3.92z <= 899.47
-9.09x + -2.07y + -3.72z <= 805.19
4.64x + -6.6y + 2.38z <= 968.77
-9.83x + 5.66y + 8.27z <= 498.89
-6.79x + 6.7y + 3.44z <= 686.4
6.21x + -7.71y + -3.12z <= 544.02
1.53x + -7.12y + 7.56z <= 830.71
-9.99x + 3.52y + -8.81z <= 400.68
-1.47x + -2.4y + 9.3z <= 975.8
7.57x + -7.94y + 8.57z <= 746.04
3.61x + 0.41y + 3.12z <= 383.06
4.93x + -7.78y + 6.47z <= 657.96
6.73x + -5.3y + -3.65z <= 440.0
5.08x + -9.56y + 1.36z <= 162.65
5.53x + -4.46y + -7.65z <= 669.39
0.46x + -6.31y + 3.55z <= 900.25
4.82x + -0.94y + -1.97z <= 261.58
4.97x + 5.72y + -7.5z <= 675.28
-6.73x + -4.66y + -8.01z <= 825.19
-4.28x + 1.8y + -6.76z <= 228.8
-7.93x + -7.8y + 0.34z <= 524.63
-4.32x + 1.54y + -3.95z <= 352.47
-6.01x + -2.89y + 9.08z <= 577.75
5.48x + -6.64y + -9.97z <= 519.92
-0.44x + -0.16y + -6.67z <= 557.3
0.09x + 1.45y + 7.29z <= 827.15
2.77x + 8.86y + 0.41z <= 454.33
-4.71x + -8.87y + -9.57z <= 624.86
6.33x + -6.18y + 2.95z <= 467.92
5.4x + -1.15y + -1.36z <= 468.08
-1.72x + -3.25y + -3.37z <= 592.9
7.99x + -6.9y + 6.64z <= 861.93
-1.0x + 6.29y + -6.56z <= 675.17
2.7x + 1.18y + -3.53z <= 951.03
-3.16x + -3.42y + -0.52z <= 604.99
5.19x + -5.86y + -5.4z <= 912.93
9.11x + 3.68y + 5.71z <= 903.32
3.19x + 3.37y + 5.84z <= 910.75
-6.17x + -6.46y + 6.85z <= 101.86
-5.99x + -1.75y + -4.52z <= 960.16
-8.07x + 6.56y + 2.39z <= 484.41
-5.14x + -8.26y + -1.78z <= 476.4
-5.76x + 8.65y + 9.06z <= 264.56
5.91x + 3.49y + -2.02z <= 996.51
0.78x + 7.05y + -1.98z <= 846.64
6.79x + 7.07y + 7.09z <= 826.12
2.95x + 9.24y + 6.91z <= 990.91
9.65x + 8.67y + -6.78z <= 717.87
-1.33x + 6.57y + -8.18z <= 742.99
-5.0x + 1.49y + 3.29z <= 960.04
8.35x + 9.66y + -1.74z <= 184.5
-3.56x + 7.51y + 9.44z <= 245.79
5.98x + -5.42y + -3.52z <= 804.22
-8.89x + -8.51y + 8.6z <= 227.55
8.28x + 1.64y + 6.57z <= 779.71
8.74x + -0.57y + -3.04z <= 921.03
7.38x + 9.59y + 3.1z <= 422.83
-1.48x + -9.66y + -3.34z <= 496.96
-8.73x + -1.74y + -0.15z <= 740.98
-0.74x + -6.84y + 8.97z <= 680.42
-9.35x + 9.34y + 1.43z <= 609.0
9.87x + -4.69y + -7.96z <= 650.83
-5.66x + -1.13y + -4.89z <= 538.8
8.23x + 2.25y + 0.51z <= 231.07
-8.34x + -0.15y + 8.56z <= 951.12
5.82x + 6.06y + -4.79z <= 522.84
-5.12x + -7.65y + -7.46z <= 357.57
4.22x + -9.06y + -6.17z <= 661.61
0.04x + 6.7y + -4.27z <= 859.88
-1.75x + -6.01y + 3.79z <= 165.75
4.32x + 3.14y + 2.66z <= 477.51
1.41x + -1.31y + -3.82z <= 947.16
6.52x + 5.97y + -4.95z <= 113.2
1.79x + -8.93y + 3.73z <= 160.07
-8.34x + 3.95y + -9.1z <= 815.69
9.22x + -6.6y + 9.02z <= 879.53
-5.22x + -4.77y + -0.53z <= 586.4
8.74x + -6.42y + -2.37z <= 616.41
-2.26x + -1.87y + -0.13z <= 302.56
-4.34x + -9.38y + -1.9z <= 686.68
4.24x + -2.65y + -6.95z <= 802.2
-5.9x + 2.02y + -1.27z <= 476.08
2.24x + -5.36y + 7.21z <= 433.92
-7.27x + 0.03y + -1.64z <= 972.87
-3.27x + 4.88y + -6.73z <= 379.4
8.98x + -4.88y + -3.2z <= 837.26
-8.18x + -7.37y + 4.15z <= 106.45
-1.77x + -6.1y + 7.15z <= 325.25
9.06x + 5.77y + -3.37z <= 287.8
-9.4x + 2.64y + -9.09z <= 110.18
6.1x + 6.72y + 0.62z <= 418.99
0.48x + -2.88y + 9.07z <= 331.74
-5.74x + 3.7y + 3.81z <= 870.71
-3.18x + -6.84y + 1.77z <= 354.8
9.66x + -9.36y + -4.51z <= 702.15
4.14x + -3.86y + 3.23z <= 876.9
3.5x + 8.31y + 1.06z <= 508.48
-2.77x + -1.07y + 5.21z <= 986.58
9.08x + 2.63y + 4.87z <= 267.32
-4.97x + 5.17y + -3.46z <= 223.86
-6.5x + -0.64y + 9.06z <= 346.45
-2.98x + 0.19y + -6.38z <= 980.48
-6.04x + 6.2y + 5.01z <= 938.26
-1.17x + 5.52y + 4.27z <= 396.62
9.91x + 0.1y + -4.81z <= 950.0
-1.73x + -1.95y + 1.56z <= 722.26
3.94x + 1.56y + -9.51z <= 820.49
8.39x + 6.32y + -4.79z <= 407.19
4.81x + 6.0y + -0.53z <= 293.52
-2.35x + -8.87y + -2.46z <= 818.06
-3.18x + -0.16y + 8.22z <= 125.96
4.87x + 2.28y + -9.83z <= 196.11
9.25x + -1.85y + -0.78z <= 490.23
-9.16x + 5.89y + 4.63z <= 960.83
-6.2x + 6.35y + -0.03z <= 990.07
7.68x + 1.51y + -1.2z <= 254.75
5.57x + 7.52y + -1.67z <= 609.71
-4.0x + -2.84y + -8.51z <= 811.48
-3.15x + -0.04y + 0.54z <= 680.42
-1.91x + -7.74y + -1.39z <= 938.34
9.73x + 6.03y + 8.05z <= 855.2
-8.77x + -4.53y + -2.94z <= 245.04
-4.23x + 7.18y + 1.06z <= 834.87
5.45x + -9.67y + 7.65z <= 670.63
4.25x + 8.65y + 4.18z <= 587.57
5.89x + -9.12y + 4.36z <= 437.68
8.38x + -4.56y + -2.58z <= 413.39
-5.38x + -4.78y + 6.78z <= 842.71
-1.14x + -6.62y + 7.56z <= 954.53
8.01x + -2.51y + 4.6z <= 706.04
-3.67x + -0.91y + 0.84z <= 788.94
5.43x + 7.14y + -5.95z <= 320.97
1.63x + 3.18y + 3.73z <= 565.86
-3.96x + -1.15y + 5.51z <= 623.01
-0.51x + 2.46y + -3.3z <= 813.74
-4.23x + 1.76y + -7.1z <= 778.11
-0.79x + -0.53y + 1.0z <= 712.47
0.38x + -3.03y + 5.79z <= 364.62
-7.7x + 8.04y + -2.61z <= 723.19
7.9x + -6.01y + -0.02z <= 690.15
5.44x + -4.94y + -8.62z <= 616.98
6.7x + -8.02y + -5.07z <= 436.8
7.66x + -1.0y + -1.56z <= 456.24
3.76x + 6.33y + -5.32z <= 659.83
8.31x + -3.77y + -2.3z <= 571.57
-4.16x + -7.11y + -2.73z <= 477.07
4.68x + 9.45y + 2.86z <= 315.81
-2.37x + 6.42y + -7.14z <= 854.92
7.64x + -9.84y + -9.99z <= 959.84
-1.85x + -4.64y + -8.74z <= 653.76
9.4x + 9.04y + 6.88z <= 854.84
-7.05x + 1.37y + -8.11z <= 654.76
-0.12x + 8.37y + -1.25z <= 973.67
-5.76x + -9.1y + 8.04z <= 645.97
8.83x + -3.62y + 2.99z <= 928.63
-4.37x + -3.73y + 5.05z <= 234.05
1.66x + -4.93y + -6.61z <= 745.46
-7.86x + -2.1y + 2.6z <= 748.2
-5.03x + -1.36y + 2.09z <= 593.03
-7.96x + -7.76y + 6.47z <= 706.73
-0.84x + 3.59y + 7.37z <= 821.82
-9.46x + 8.41y + -4.91z <= 431.44
8.44x + -4.42y + -1.66z <= 504.95
9.57x + -0.35y + 8.69z <= 495.42
-4.91x + -3.94y + 2.08z <= 416.03
5.74x + 7.29y + 4.87z <= 144.72
-7.22x + 5.89y + -5.25z <= 309.34
-5.54x + -8.39y + 5.07z <= 551.99
4.0x + 0.01y + -8.29z <= 163.71
-8.52x + -7.86y + 0.61z <= 263.7
7.65x + 4.28y + -5.94z <= 423.74
-2.69x + 8.6y + 0.6z <= 835.01
3.91x + -8.12y + -4.5z <= 953.52
-1.67x + -1.78y + -7.21z <= 494.74
-4.29x + -4.98y + -6.82z <= 453.73
-4.32x + -5.29y + 8.08z <= 313.73
-3.9x + -2.95y + 8.2z <= 239.66
0.93x + 7.97y + -4.86z <= 383.67
7.89x + -0.87y + 5.51z <= 546.99
1.43x + 8.6y + 2.02z <= 545.81
-7.79x + -6.47y + -4.67z <= 583.06
8.22x + 5.23y + -0.63z <= 493.82
5.48x + 0.96y + -7.9z <= 858.3
-2.19x + 7.33y + -7.39z <= 244.21
-8.23x + -8.54y + 1.91z <= 470.88
7.27x + -9.92y + -6.44z <= 639.57
-4.55x + -3.72y + -2.58z <= 211.38
-7.35x + -8.2y + 7.44z <= 854.7
7.78x + -0.91y + 4.28z <= 782.8
-6.03x + -6.97y + -7.88z <= 561.4
2.36x + -8.52y + 4.81z <= 658.84
6.25x + -6.5y + 4.8z <= 534.31
-7.65x + 4.92y + 8.54z <= 303.51
7.69x + -2.62y + 3.39z <= 922.52
8.35x + 9.51y + 0.86z <= 529.23
6.82x + 1.13y + -1.19z <= 723.31
-5.55x + 6.71y + 1.67z <= 980.03
-5.17x + -3.13y + -8.47z <= 890.3
4.29x + -7.66y + 1.64z <= 233.3
5.85x + -3.38y + 9.42z <= 358.27
7.65x + 4.05y + 7.39z <= 114.48
-7.92x + 4.58y + 6.55z <= 785.42
2.91x + -3.71y + 2.86z <= 447.49
-3.34x + 2.75y + 3.12z <= 789.29
-7.87x + 7.28y + -1.2z <= 690.7
-2.94x + 8.12y + 8.47z <= 818.98
-5.74x + -3.76y + 7.54z <= 459.01
-4.79x + 8.82y + -1.29z <= 346.07
-9.53x + 4.33y + -1.67z <= 334.23
-7.92x + 6.97y + -5.58z <= 785.42
-4.7x + 2.97y + 6.5z <= 983.21
-4.57x + 4.49y + 7.07z <= 331.4
-8.62x + 2.33y + 4.07z <= 431.97
1.15x + -8.4y + -6.56z <= 901.39
1.93x + -9.5y + 8.41z <= 591.68
-9.06x + -8.32y + -1.83z <= 590.34
-3.55x + -5.29y + -9.65z <= 676.53
-3.32x + 2.61y + 4.46z <= 447.49
10.0x + -1.39y + 3.28z <= 990.67
-2.54x + 0.08y + -0.89z <= 612.31
5.92x + 8.47y + -9.88z <= 664.85
-5.07x + -3.98y + 1.78z <= 491.87
0.11x + -9.01y + 3.83z <= 175.3
0.07x + -6.36y + 8.9z <= 482.52
7.81x + 3.69y + 3.42z <= 731.23
6.63x + 1.64y + 7.33z <= 442.13
2.84x + -7.56y + 3.19z <= 670.23
-8.82x + -8.04y + -8.79z <= 304.09
9.89x + 2.29y + 3.67z <= 969.53
1.16x + 1.97y + -6.0z <= 709.76
2.45x + 1.83y + -4.26z <= 881.29
4.65x + 8.79y + 1.83z <= 192.81
-6.63x + 4.1y + -5.62z <= 589.92
-5.58x + -0.84y + -1.31z <= 715.83
2.01x + 1.77y + -0.47z <= 837.97
7.15x + -4.27y + 6.52z <= 663.93
-4.57x + -8.04y + -0.48z <= 908.08
-7.02x + -2.55y + -7.9z <= 411.21
9.44x + 0.71y + -0.47z <= 980.96
-2.7x + 6.91y + -8.81z <= 250.77
7.92x + -4.28y + 2.96z <= 553.04
7.58x + 6.19y + 8.22z <= 982.87
-7.59x + 4.06y + 8.29z <= 101.37
7.32x + 1.19y + -3.74z <= 264.73
3.31x + -3.92y + 5.94z <= 883.27
-0.28x + 7.54y + 3.14z <= 812.78
2.63x + 8.96y + 3.06z <= 140.25
-6.86x + -9.95y + 1.26z <= 133.59
2.05x + 9.18y + -3.5z <= 395.34
-2.94x + 2.19y + 3.48z <= 281.81
-1.44x + -6.3y + 1.26z <= 113.87
-0.55x + -1.83y + 7.24z <= 825.88
-9.38x + 9.68y + 0.62z <= 351.42
7.1x + -1.19y + -2.39z <= 353.53
9.73x + 0.5y + 8.26z <= 647.59
0.35x + 5.35y + -9.31z <= 237.46
-4.03x + -1.42y + -5.91z <= 817.55
6.93x + 3.17y + -0.89z <= 537.84
4.51x + -0.13y + 3.54z <= 140.13
3.23x + -6.93y + 2.14z <= 487.77
-5.05x + 7.15y + 4.48z <= 516.54
-3.71x + -9.9y + 0.24z <= 950.02
-7.05x + -4.71y + -5.39z <= 946.11
-2.25x + 2.29y + -2.33z <= 875.84
1.01x + -0.89y + -0.16z <= 733.62
-7.36x + 5.89y + 3.23z <= 603.34
-4.01x + -9.51y + 8.41z <= 580.2
-9.83x + 0.52y + -6.29z <= 690.12
-0.84x + -2.13y + -9.99z <= 564.06
6.52x + -9.72y + -1.65z <= 249.42
-0.56x + -2.08y + 8.74z <= 345.58
1.53x + 3.2y + -2.04z <= 606.98
1.32x + 4.86y + 3.05z <= 232.13
-4.09x + -0.03y + -2.79z <= 481.47
4.39x + 4.83y + 6.97z <= 823.9
-9.95x + -5.8y + -7.7z <= 272.22
-3.32x + 7.63y + 7.07z <= 106.67
-8.36x + 1.16y + -2.26z <= 808.73
2.58x + 5.7y + -3.72z <= 664.6
-1.12x + 8.22y + 6.23z <= 637.78
-5.7x + -8.36y + -5.67z <= 558.73
6.84x + -2.65y + -8.18z <= 887.03
4.65x + 7.87y + 8.66z <= 681.12
7.82x + -4.89y + -7.65z <= 807.22
-8.98x + 4.28y + -1.3z <= 327.44
1.08x + 9.49y + 2.93z <= 335.34
7.13x + -3.42y + 7.98z <= 472.2
5.16x + 5.11y + 0.45z <= 413.69
-0.35x + 8.22y + 5.1z <= 595.24
-0.47x + -9.55y + 5.17z <= 766.23
3.5x + 0.14y + 2.43z <= 192.51
2.54x + 5.87y + 8.48z <= 111.52
3.79x + -3.53y + 7.86z <= 773.57
5.82x + 7.12y + -6.86z <= 983.36
7.23x + -4.23y + 6.9z <= 652.1
-5.32x + -8.42y + 1.56z <= 851.36
9.07x + -9.94y + 7.29z <= 502.93
-5.16x + -4.59y + -2.31z <= 825.82
-3.56x + -9.95y + 5.81z <= 831.89
3.73x + -6.08y + -2.43z <= 834.67
6.63x + -8.35y + -8.91z <= 284.54
-7.69x + -5.37y + -0.09z <= 520.59
-4.81x + 7.13y + 7.14z <= 422.92
2.61x + -6.3y + 4.17z <= 859.11
-3.43x + 7.18y + 5.49z <= 942.08
-5.62x + -7.28y + 5.12z <= 684.61
-3.14x + -2.26y + 6.51z <= 680.21
-0.4x + -7.01y + -0.55z <= 986.69
-1.22x + 0.93y + -1.9z <= 968.17
-1.27x + 4.57y + 4.66z <= 599.94
5.31x + -9.18y + -5.66z <= 724.64
-1.2x + 0.85y + -6.16z <= 700.64
-1.0x + 7.7y + -1.74z <= 844.85
6.64x + 9.72y + -1.93z <= 430.43
-3.03x + 6.78y + 5.53z <= 189.21
0.14x + -6.63y + 8.92z <= 830.75
8.01x + 7.92y + 9.11z <= 978.69
