max -8.87x + -2.53y + 1.18z
1.1x + -1.03y + 5.56z <= 448.87
-7.78x + 9.94y + 5.99z <= 110.63
7.21x + 2.26y + 9.25z <= 863.71
9.58x + 7.96y + -7.67z <= 301.56
8.47x + -0.71y + -7.49z <= 452.48
-3.07x + 0.98y + 0.56z <= 252.46
7.4x + -9.89y + 5.79z <= 111.72
5.39x + -0.15y + -7.15z <= 608.16
4.77x + -1.59y + -7.73z <= 681.48
-3.58x + 3.78y + 6.23z <= 744.01
7.71x + -9.67y + -0.75z <= 629.77
-4.53x + 8.28y + 1.6z <= 766.29
-9.64x + -9.89y + 8.6z <= 755.14
0.23x + -9.52y + 8.92z <= 990.69
0.1x + -6.02y + 7.76z <= 298.81
-2.01x + -4.2y + -2.05z <= 562.25
-0.65x + 5.39y + -1.06z <= 762.55
-9.68x + 2.27y + -1.69z <= 187.77
-8.79x + 3.93y + 5.89z <= 753.66
-1.37x + -2.59y + 4.88z <= 141.74
9.35x + 2.33y + 2.09z <= 618.43
-0.95x + -7.26y + -5.53z <= 206.78
-5.79x + 8.72y + 5.37z <= 827.22
-3.92x + -9.65y + -8.11z <= 768.75
-7.52x + -3.89y + 2.67z <= 736.01
-7.73x + -5.34y + -9.52z <= 267.93
-1.73x + 0.55y + 1.3z <= 484.85
-1.93x + 4.19y + 9.1z <= 303.67
1.94x + -1.54y + -6.97z <= 968.21
-6.03x + -3.79y + -5.3z <= 600.8
9.48x + 0.78y + 5.09z <= 720.95
1.55x + 4.97y + -6.13z <= 200.04
-2.08x + 5.74y + 3.79z <= 526.41
4.92x + 4.42y + -3.59z <= 675.89
-2.51x + -0.8y + -5.67z <= 368.04
-8.95x + -2.57y + -2.07z <= 658.2
1.54x + -1.68y + -4.91z <= 708.29
4.68x + 2.18y + 3.48z <= 305.03
-3.08x + -7.82y + 7.74z <= 337.92
-7.84x + 6.92y + -3.35z <= 816.29
-8.4x + -2.37y + 6.23z <= 926.13
8.2x + -1.96y + 0.58z <= 157.74
-2.71x + -2.21y + 5.69z <= 234.61
-3.07x + -3.54y + 8.14z <= 768.6
-1.85x + 0.9y + -3.94z <= 793.81
-3.76x + 8.29y + -3.69z <= 127.44
-3.97x + -4.55y + -9.64z <= 606.15
-4.21x + 1.31y + 6.33z <= 249.66
7.41x + 8.85y + 7.18z <= 404.96
-9.99x + 4.23y + -5.11z <= 126.22
4.6x + 4.75y + 4.34z <= 247.59
6.45x + -6.48y + 8.4z <= 129.88
0.84x + 1.1y + -8.86z <= 519.0
8.14x + -6.75y + -7.53z <= 731.91
8.43x + 2.51y + -2.97z <= 597.45
-1.68x + 8.02y + 8.94z <= 597.05
0.29x + -2.71y + 8.32z <= 836.78
-1.02x + -0.07y + -2.41z <= 328.6
8.92x + -9.69y + 4.22z <= 504.49
-9.92x + -0.08y + -1.1z <= 516.6
2.67x + -0.55y + 8.47z <= 785.6
-5.04x + 7.04y + 9.41z <= 457.76
5.12x + 9.07y + -4.23z <= 296.37
6.86x + -0.88y + 0.25z <= 351.43
8.76x + -7.35y + 4.21z <= 729.06
8.59x + 2.25y + -5.31z <= 219.66
0.43x + 8.54y + -7.89z <= 473.28
2.09x + 9.09y + 7.98z <= 644.73
2.79x + 9.56y + 2.97z <= 423.01
9.8x + 1.93y + 7.73z <= 777.88
2.32x + -9.04y + -7.78z <= 242.59
0.44x + 6.57y + 7.74z <= 938.69
7.28x + -3.91y + -8.41z <= 213.99
8.65x + -8.45y + -1.88z <= 297.08
5.54x + -8.96y + -1.29z <= 882.61
-8.11x + 5.71y + -0.55z <= 439.07
6.65x + 2.95y + 9.24z <= 500.44
-1.84x + -4.74y + 8.19z <= 506.72
-4.54x + -2.07y + -1.92z <= 330.28
-1.28x + 6.71y + 2.79z <= 899.91
9.09x + -5.68y + 0.74z <= 515.3
-3.89x + 7.05y + -2.99z <= 703.03
6.64x + 0.99y + 0.73z <= 942.24
-4.89x + 7.37y + -8.0z <= 133.52
0.36x + -8.45y + -3.49z <= 772.01
9.27x + -0.14y + 0.32z <= 609.3
-3.95x + 6.5y + 0.59z <= 623.88
-0.45x + -3.78y + 2.29z <= 788.02
7.06x + 1.42y + 8.49z <= 260.36
-1.9x + -5.5y + 6.69z <= 741.0
-5.9x + -4.81y + 9.03z <= 695.47
-6.03x + 3.48y + 1.27z <= 546.16
-4.38x + 6.8y + -6.56z <= 300.86
8.42x + 4.46y + 5.27z <= 198.31
3.52x + 1.63y + -5.83z <= 372.43
-8.09x + -7.53y + -6.27z <= 344.57
4.25x + -2.53y + -6.46z <= 153.15
9.7x + -9.59y + 0.75z <= 383.29
-4.68x + 1.3y + 9.23z <= 601.09
1.9x + -3.11y + 5.28z <= 421.14
0.53x + -6.25y + 6.13z <= 821.36
2.18x + -0.81y + 5.38z <= 441.23
8.81x + -5.61y + -3.58z <= 877.72
9.25x + 9.99y + -7.88z <= 833.15
9.22x + -2.98y + 8.71z <= 147.46
-3.53x + 8.65y + -1.58z <= 973.14
2.61x + 5.89y + 9.55z <= 551.64
7.87x + 5.79y + -5.8z <= 197.37
9.16x + -2.95y + -5.7z <= 631.48
-0.53x + -4.85y + -0.45z <= 331.58
6.57x + 9.5y + -4.43z <= 729.02
3.27x + -0.18y + -0.61z <= 193.06
0.01x + -1.83y + -4.1z <= 747.55
-6.53x + -6.45y + 1.09z <= 599.95
8.04x + 9.74y + -8.11z <= 368.14
0.8x + -5.36y + 4.06z <= 391.31
-4.41x + 6.52y + 5.85z <= 701.27
2.86x + -8.06y + -6.58z <= 412.82
3.82x + 2.21y + 4.11z <= 186.78
5.91x + -0.7y + 2.14z <= 639.65
0.98x + 4.54y + 4.72z <= 612.46
-4.39x + 6.76y + -6.17z <= 689.37
-9.87x + -1.28y + 5.38z <= 163.12
-7.51x + 5.17y + -3.01z <= 703.27
5.35x + -7.18y + -7.26z <= 762.48
2.32x + 7.29y + 4.32z <= 371.79
3.38x + 3.04y + 7.73z <= 101.59
8.23x + -1.68y + 2.9z <= 310.23
8.09x + -7.23y + -1.61z <= 853.67
5.42x + -1.46y + -0.35z <= 188.65
-7.4x + -8.64y + 4.21z <= 278.65
0.76x + 0.98y + -2.23z <= 585.0
0.35x + 0.35y + 7.34z <= 145.71
-0.97x + -8.35y + -3.59z <= 589.9
1.35x + -7.68y + 1.2z <= 731.47
3.03x + 6.34y + -6.96z <= 337.07
2.88x + 7.96y + -7.52z <= 484.88
-1.44x + -3.46y + 0.89z <= 389.99
-5.51x + 2.14y + -0.84z <= 236.19
4.83x + -0.8y + 2.91z <= 783.35
8.82x + 7.98y + 6.95z <= 974.57
-7.32x + -7.31y + 0.07z <= 728.01
7.58x + -4.21y + 3.02z <= 210.73
3.95x + 4.26y + 3.31z <= 783.48
1.64x + -3.03y + -4.51z <= 721.5
0.59x + -3.23y + -9.43z <= 660.84
2.87x + 1.48y + 1.47z <= 985.38
-2.74x + -7.32y + -3.0z <= 785.5
-2.01x + 2.25y + 6.43z <= 795.35
0.18x + -6.05y + -3.28z <= 875.32
0.29x + -1.06y + 5.3z <= 750.93
5.14x + -8.19y + -9.93z <= 965.44
2.54x + 3.69y + -2.79z <= 281.17
-5.79x + -0.3y + -2.07z <= 229.27
-4.04x + 4.4y + 7.03z <= 848.88
2.86x + -4.8y + -8.82z <= 111.62
-2.08x + 5.7y + 7.54z <= 856.93
-8.01x + 1.79y + 5.77z <= 710.55
-6.99x + -1.1y + 6.15z <= 831.37
-4.81x + -3.36y + 6.06z <= 769.42
-3.57x + 2.22y + 1.89z <= 384.72
-3.69x + -0.98y + -6.14z <= 190.13
9.0x + 8.45y + -6.02z <= 817.18
4.91x + -5.46y + 2.7z <= 772.34
-0.26x + -4.82y + -8.57z <= 428.53
-0.55x + -7.31y + 2.17z <= 528.47
1.16x + -5.94y + -7.62z <= 360.83
-1.48x + 3.76y + 5.61z <= 950.91
-2.49x + 1.76y + 0.91z <= 744.97
-8.15x + 3.73y + -4.66z <= 321.95
2.52x + 4.38y + -1.22z <= 468.5
-9.4x + 5.14y + 4.46z <= 516.61
8.49x + 2.63y + 9.94z <= 906.36
4.74x + 1.47y + -0.4z <= 193.74
-2.8x + -8.71y + -4.18z <= 657.12
-7.63x + 0.88y + 9.42z <= 738.02
2.68x + -0.78y + 5.58z <= 590.75
2.53x + -1.88y + -2.76z <= 580.18
4.56x + 0.15y + 3.46z <= 861.56
3.81x + -0.09y + 9.39z <= 218.04
7.09x + 4.37y + 2.07z <= 247.55
9.97x + -4.25y + 6.64z <= 791.25
0.58x + -6.66y + 4.64z <= 589.98
-2.72x + 5.63y + -6.99z <= 638.96
-2.55x + 6.49y + 7.81z <= 108.2
4.48x + -9.86y + -9.99z <= 772.91
5.41x + 4.56y + -6.79z <= 820.48
-0.92x + -7.54y + 9.49z <= 483.47
4.49x + -5.39y + -5.24z <= 580.97
-7.66x + -4.7y + 9.42z <= 708.46
-4.81x + 8.46y + 6.69z <= 754.54
-3.42x + 3.51y + -4.46z <= 613.69
5.46x + 8.97y + -2.79z <= 355.61
-6.28x + -8.64y + 8.24z <= 593.8
4.72x + 8.7y + 8.21z <= 673.58
5.26x + -9.24y + 3.48z <= 483.2
1.01x + -7.93y + -2.12z <= 379.12
-8.92x + 0.34y + 7.36z <= 730.67
3.86x + -5.34y + -2.91z <= 250.59
7.71x + -3.22y + 7.2z <= 925.99
7.8x + 8.94y + -8.04z <= 139.17
1.52x + 3.8y + 1.58z <= 675.97
-7.44x + 5.65y + -5.57z <= 178.56
-8.14x + -1.91y + 8.55z <= 173.05
-6.27x + -7.72y + 3.03z <= 730.69
-3.5x + -1.6y + 7.77z <= 493.69
0.35x + 9.39y + -8.33z <= 151.51
9.71x + 2.62y + -5.63z <= 675.5
-8.98x + -9.89y + 0.83z <= 993.73
1.29x + 6.4y + 7.03z <= 629.88
-7.65x + -5.27y + -2.7z <= 310.66
-7.86x + -6.87y + -6.22z <= 937.0
-6.53x + -6.68y + -3.82z <= 588.5
2.01x + 5.01y + -4.29z <= 345.84
-9.74x + -4.73y + 1.97z <= 595.4
-9.36x + -0.6y + 7.2z <= 634.29
-2.69x + -2.47y + 3.12z <= 290.38
4.96x + 9.91y + -3.47z <= 876.19
4.17x + 3.84y + 0.35z <= 135.56
6.71x + -9.12y + 1.44z <= 676.71
0.13x + 8.64y + -2.38z <= 207.37
-5.33x + -0.69y + -5.02z <= 938.16
-5.12x + 6.84y + 5.58z <= 833.09
2.66x + -6.33y + -3.46z <= 727.58
-7.89x + 6.65y + -4.06z <= 626.42
-2.52x + -7.69y + 0.09z <= 259.36
9.56x + 1.52y + 6.97z <= 735.69
7.92x + 7.94y + 8.91z <= 512.27
-9.3x + 1.29y + -5.88z <= 370.76
2.37x + 8.8y + 5.99z <= 800.1
-1.29x + -5.91y + -6.7z <= 481.45
8.06x + -1.67y + -6.37z <= 915.41
9.23x + 9.36y + -8.24z <= 844.6
-1.99x + 8.75y + -1.82z <= 107.51
2.66x + -3.13y + -7.34z <= 358.31
-3.99x + -7.63y + 8.6z <= 772.69
7.54x + -7.58y + 1.41z <= 818.42
-9.02x + -9.68y + 6.77z <= 164.93
-5.24x + 9.92y + -8.49z <= 413.59
-0.72x + 6.75y + -5.07z <= 999.85
-0.01x + -8.11y + -3.95z <= 640.22
-2.22x + 4.57y + 8.21z <= 394.09
0.51x + -0.24y + 9.63z <= 323.03
1.63x + -7.45y + -4.35z <= 663.99
-2.76x + -2.83y + -9.46z <= 258.71
1.31x + 7.62y + 3.05z <= 551.04
-0.22x + -9.04y + -0.14z <= 928.3
3.86x + 4.96y + 7.33z <= 492.71
1.14x + 7.86y + 6.39z <= 801.77
9.6x + 3.16y + 8.72z <= 560.63
5.94x + -2.42y + -6.75z <= 947.74
0.54x + 4.56y + -8.68z <= 321.36
7.25x + -8.42y + -0.34z <= 864.05
-7.73x + -5.7y + -6.28z <= 208.86
9.09x + 3.02y + -3.02z <= 844.26
8.44x + -2.14y + 7.26z <= 623.28
-7.03x + 0.55y + -3.5z <= 394.71
-3.34x + 9.07y + -3.45z <= 787.91
-7.08x + -9.85y + -2.51z <= 965.38
-4.3x + 0.69y + 6.99z <= 347.97
-7.69x + 1.63y + 1.4z <= 542.49
-9.95x + 9.25y + -8.93z <= 169.03
-1.38x + -7.25y + -0.47z <= 904.37
8.62x + 0.26y + -3.13z <= 723.77
-2.43x + 4.95y + 5.57z <= 453.13
-5.27x + 2.32y + 7.69z <= 309.95
6.61x + 7.63y + -5.57z <= 274.79
5.5x + -4.03y + -6.69z <= 505.42
2.2x + 0.9y + 2.28z <= 564.96
4.52x + 4.81y + 3.2z <= 775.74
7.07x + 7.29y + -9.01z <= 451.51
0.23x + 6.85y + 5.63z <= 589.65
-8.28x + 3.07y + 0.6z <= 930.86
-1.64x + 5.88y + 1.15z <= 939.87
6.3x + -0.93y + 9.87z <= 895.04
1.09x + -4.44y + 7.41z <= 584.84
9.48x + 6.32y + -7.25z <= 402.42
8.7x + 1.68y + -5.13z <= 281.97
8.64x + -3.01y + -5.47z <= 136.1
-8.0x + -4.46y + 1.08z <= 340.75
-3.26x + -7.24y + 6.51z <= 318.2
2.78x + 1.14y + -2.43z <= 657.89
-4.78x + 0.74y + -0.44z <= 345.38
-5.07x + 4.67y + -0.52z <= 932.91
-6.84x + -4.3y + 9.29z <= 794.94
7.67x + 7.49y + -3.01z <= 960.6
-4.69x + -8.54y + -1.6z <= 585.27
6.87x + -4.08y + 2.32z <= 528.11
4.88x + -5.82y + 7.39z <= 705.99
-1.49x + -6.32y + 7.04z <= 429.69
1.41x + -1.59y + 4.62z <= 654.72
-9.83x + -6.73y + -2.8z <= 477.69
-2.89x + -7.14y + 0.49z <= 924.33
8.9x + 3.84y + 3.75z <= 182.66
-6.45x + -8.85y + 9.79z <= 912.3
-3.32x + -8.95y + -9.12z <= 298.18
8.62x + 5.36y + 7.94z <= 648.0
-8.27x + -6.14y + -1.54z <= 669.52
6.24x + -7.4y + 7.46z <= 264.06
8.76x + -3.77y + 5.03z <= 945.41
3.16x + 5.94y + -1.02z <= 964.57
5.83x + -1.82y + -4.41z <= 919.41
3.04x + 0.12y + 8.07z <= 274.9
1.45x + -1.04y + -3.88z <= 839.26
-2.39x + 9.07y + -6.79z <= 689.72
-0.48x + 8.5y + 6.48z <= 683.77
-2.35x + 3.55y + 7.8z <= 776.03
3.17x + 0.45y + 3.54z <= 617.82
9.89x + -5.79y + -7.38z <= 311.77
-8.4x + 5.55y + 7.91z <= 212.33
-4.64x + 8.88y + -7.01z <= 898.5
-3.29x + 1.53y + 7.89z <= 753.51
1.36x + -7.55y + -0.39z <= 942.58
2.59x + 8.71y + 0.39z <= 887.86
2.24x + -1.78y + -1.91z <= 858.12
6.93x + 9.06y + 7.14z <= 955.15
-0.68x + -1.7y + -2.18z <= 920.37
-5.47x + -7.46y + -0.84z <= 139.15
-2.68x + -0.87y + -4.11z <= 747.92
8.86x + -9.28y + 7.88z <= 616.01
3.31x + -1.81y + 5.74z <= 304.22
-2.95x + -7.05y + -6.44z <= 861.72
1.52x + 1.58y + -7.84z <= 716.34
-1.49x + -1.19y + 4.76z <= 483.87
3.69x + 1.24y + 5.65z <= 331.19
7.57x + -1.88y + -0.83z <= 290.31
-9.99x + 5.36y + -9.15z <= 970.43
-7.09x + -3.56y + -2.58z <= 826.65
-2.95x + -0.4y + -4.23z <= 214.82
-6.65x + 6.85y + 0.17z <= 311.64
9.17x + -7.27y + 6.45z <= 459.52
9.85x + -2.11y + -0.9z <= 253.01
-1.31x + -3.84y + 7.15z <= 725.1
-9.99x + 9.56y + 8.37z <= 982.6
-9.52x + 7.17y + 7.21z <= 170.43
1.97x + 5.44y + 2.25z <= 101.56
0.46x + -8.77y + 5.15z <= 205.8
9.95x + -6.72y + 2.18z <= 694.95
9.56x + -1.71y + 3.22z <= 481.92
-2.18x + -8.07y + 5.98z <= 940.56
-7.06x + 4.1y + -1.52z <= 891.55
0.11x + -2.33y + -6.61z <= 110.22
-0.16x + 7.08y + 5.12z <= 306.79
8.5x + 9.41y + -2.17z <= 787.56
7.29x + 9.04y + -5.52z <= 699.34
-5.42x + -3.89y + 7.22z <= 730.71
3.06x + 3.28y + 4.89z <= 339.27
-9.92x + -5.65y + 0.03z <= 260.17
-3.43x + -1.27y + 3.18z <= 506.41
-4.84x + -2.51y + 4.19z <= 647.66
4.63x + -8.28y + 3.64z <= 483.8
-7.84x + -1.29y + -3.92z <= 441.09
-5.33x + -8.49y + 5.46z <= 611.9
-4.81x + 3.72y + 4.75z <= 829.28
-0.82x + 1.78y + 8.89z <= 928.81
-8.93x + -8.18y + 0.94z <= 432.6
5.59x + -0.57y + -2.46z <= 328.44
-3.31x + -4.09y + 1.04z <= 254.45
8.95x + -8.4y + -0.05z <= 781.02
-5.96x + 0.89y + -9.05z <= 898.03
-1.36x + -6.6y + -8.93z <= 401.64
-4.11x + 0.44y + 8.54z <= 999.32
-6.48x + 5.42y + -3.89z <= 567.98
7.25x + -9.26y + 9.71z <= 742.59
9.39x + 6.76y + 4.72z <= 577.98
9.81x + -5.26y + 8.06z <= 698.13
6.81x + -5.65y + -9.68z <= 145.18
-2.43x + 7.22y + 2.93z <= 990.01
-4.78x + -0.61y + -8.86z <= 300.96
-3.16x + 4.24y + 8.16z <= 719.85
5.19x + -0.72y + -4.14z <= 264.47
-6.06x + 0.33y + -7.36z <= 964.98
0.9x + -6.98y + 4.47z <= 771.46
-7.49x + -2.26y + 6.25z <= 374.59
8.18x + 2.8y + -2.77z <= 647.65
2.63x + 3.1y + 6.86z <= 631.76
0.9x + 9.43y + -2.21z <= 474.21
7.63x + -3.99y + 7.89z <= 727.23
5.96x + 2.35y + 0.18z <= 334.4
8.37x + 0.35y + -4.11z <= 950.08
-6.69x + 8.65y + -4.76z <= 107.81
3.48x + -6.03y + 1.82z <= 591.11
-4.2x + 8.32y + -6.52z <= 649.19
-8.21x + -2.59y + -2.59z <= 230.96
3.85x + 1.96y + 3.26z <= 811.78
5.72x + -9.22y + 6.03z <= 428.19
3.68x + -2.97y + 5.79z <= 323.01
6.03x + 5.81y + 3.56z <= 871.6
6.82x + 4.31y + 6.87z <= 274.06
-3.59x + -4.97y + -0.14z <= 934.28
1.39x + 6.79y + -6.71z <= 492.65
-6.81x + 2.67y + -9.97z <= 632.96
6.54x + -3.8y + -9.86z <= 411.73
-9.21x + 5.13y + -0.15z <= 472.65
2.16x + 4.65y + 6.09z <= 587.05
-8.76x + 6.13y + -9.61z <= 663.78
0.64x + -1.84y + -6.57z <= 251.11
-0.99x + -2.91y + 0.68z <= 427.19
-3.96x + 2.38y + 0.25z <= 354.48
2.84x + 2.83y + 4.5z <= 386.05
-0.48x + 0.34y + 1.73z <= 819.39
8.27x + 0.99y + 3.62z <= 283.4
-0.38x + -3.99y + -0.13z <= 940.6
2.15x + -4.08y + -4.27z <= 822.45
8.93x + -9.78y + 9.82z <= 558.34
-7.85x + 4.43y + 9.64z <= 486.43
6.83x + 4.32y + -7.15z <= 792.44
-9.88x + 1.52y + -8.17z <= 865.82
-6.16x + -7.21y + 3.71z <= 577.97
-0.76x + -4.3y + 0.12z <= 619.77
3.67x + 2.76y + -7.32z <= 453.34
-5.67x + -9.15y + -4.45z <= 828.81
8.4x + 7.27y + -4.67z <= 611.87
9.57x + -2.17y + -2.0z <= 490.68
-6.8x + -7.86y + 5.85z <= 629.38
-2.18x + 1.64y + -5.61z <= 920.67
4.61x + 7.47y + -9.83z <= 416.87
-7.7x + 4.3y + 9.17z <= 743.08
-0.19x + -7.95y + 5.88z <= 241.43
6.3x + -0.68y + 2.29z <= 954.83
-7.85x + -9.44y + 2.9z <= 403.15
4.39x + 4.5y + 1.21z <= 860.08
-2.21x + -7.53y + -4.79z <= 367.03
-9.19x + -9.58y + 0.26z <= 349.62
-9.7x + 0.37y + -1.71z <= 169.56
5.15x + 3.59y + 4.05z <= 995.61
1.97x + -2.79y + 3.7z <= 901.61
-9.61x + -6.93y + -4.03z <= 289.21
5.36x + -6.65y + 9.86z <= 229.98
-7.47x + 1.9y + -6.88z <= 829.44
6.52x + 4.17y + -1.82z <= 167.31
-3.83x + 3.78y + 6.49z <= 544.33
-4.44x + -4.96y + -8.93z <= 475.86
4.05x + -1.39y + -2.35z <= 692.05
4.33x + -1.14y + 3.88z <= 133.09
-7.05x + -4.28y + 2.87z <= 445.26
5.86x + -4.39y + -9.85z <= 209.04
6.46x + 1.53y + -8.02z <= 809.87
4.01x + 0.99y + -8.5z <= 925.69
-1.71x + 7.63y + 1.4z <= 150.66
-6.28x + 8.78y + 3.86z <= 207.61
-6.03x + -2.26y + 0.73z <= 644.25
3.5x + 8.92y + 2.11z <= 250.17
-6.06x + -0.89y + 9.4z <= 296.05
9.14x + -2.55y + 0.33z <= 815.7
6.62x + 8.43y + 9.14z <= 884.87
9.41x + -7.89y + 9.94z <= 992.81
0.92x + -9.88y + 5.8z <= 377.83
3.12x + -5.44y + 2.17z <= 455.36
2.48x + 4.64y + -8.3z <= 814.1
-7.4x + 5.25y + -0.53z <= 763.49
7.12x + 8.66y + 0.79z <= 853.11
-3.38x + 9.58y + -2.6z <= 440.99
8.2x + -2.09y + 9.53z <= 323.92
6.91x + -8.09y + -4.26z <= 476.89
3.19x + 1.78y + 4.48z <= 439.02
6.72x + 9.86y + 7.19z <= 737.34
-2.8x + 4.99y + 7.97z <= 912.31
-3.74x + 3.63y + -5.81z <= 533.17
-6.58x + 8.96y + -2.06z <= 176.51
0.45x + 4.02y + -8.01z <= 665.57
0.71x + -1.0y + 1.51z <= 585.95
2.92x + -9.08y + -3.93z <= 519.25
-1.14x + 3.5y + 3.34z <= 296.68
-7.71x + -5.69y + 6.02z <= 819.38
-7.01x + 8.22y + -5.18z <= 110.58
-4.4x + 6.12y + -1.96z <= 454.57
9.28x + -8.53y + -7.49z <= 880.14
-3.89x + 9.35y + 9.35z <= 560.05
-3.09x + 0.71y + -1.24z <= 227.39
9.22x + 6.08y + 4.73z <= 300.52
9.35x + -4.73y + -8.44z <= 255.31
1.07x + -6.8y + 7.48z <= 925.65
-6.82x + 2.89y + -4.06z <= 606.57
-9.83x + 7.67y + 7.37z <= 971.59
7.62x + 5.47y + -6.78z <= 231.71
-4.65x + -6.43y + 1.9z <= 779.74
7.11x + 7.86y + -4.8z <= 957.37
-2.35x + 4.72y + 1.77z <= 455.64
0.59x + 4.02y + -3.25z <= 643.06
7.33x + -1.35y + 4.14z <= 782.11
7.96x + 4.34y + -9.03z <= 669.24
-4.27x + 0.04y + -0.97z <= 139.48
-2.72x + 8.06y + -7.3z <= 554.41
2.31x + -4.12y + -7.58z <= 491.6
-1.86x + 4.65y + -7.62z <= 598.25
2.22x + 1.65y + 9.61z <= 199.93
6.34x + 1.46y + 5.9z <= 839.78
9.73x + -0.82y + -0.5z <= 859.11
-3.7x + -1.64y + -6.27z <= 602.07
3.57x + -0.3y + 9.74z <= 638.57
4.61x + 2.16y + 5.21z <= 804.7
-4.4x + -9.29y + -7.19z <= 431.88
-8.32x + -1.73y + -8.86z <= 697.68
-2.92x + -1.8y + -3.39z <= 971.71
6.99x + -4.69y + 7.92z <= 475.78
-3.41x + 6.56y + -2.1z <= 366.64
7.5x + -6.48y + -0.01z <= 962.58
-5.41x + -4.33y + -7.17z <= 927.96
-6.05x + 0.93y + 0.88z <= 508.83
-4.62x + 7.12y + -2.21z <= 763.68
-5.58x + 6.16y + -9.38z <= 474.86
5.09x + 6.04y + 5.81z <= 569.49
-7.1x + -0.91y + 9.88z <= 570.72
9.31x + -9.9y + 0.75z <= 164.2
-5.04x + 2.26y + -2.27z <= 784.86
5.7x + 2.97y + -5.18z <= 470.51
7.67x + -8.93y + 9.65z <= 866.96
1.47x + -0.06y + -0.14z <= 804.71
3.94x + -9.15y + 0.75z <= 130.33
4.27x + 4.48y + -7.25z <= 758.61
3.37x + 3.2y + -7.12z <= 439.4
-9.68x + 1.62y + 6.74z <= 290.29
-9.02x + -8.61y + -0.73z <= 772.04
6.15x + 7.12y + 3.94z <= 534.47
6.53x + 8.14y + 7.33z <= 885.92
5.64x + -4.56y + 7.92z <= 496.35
-0.52x + 4.21y + -9.27z <= 579.08
2.65x + 0.55y + 6.66z <= 532.74
-7.21x + -0.51y + -4.14z <= 803.67
4.55x + 8.79y + -8.29z <= 383.53
-8.56x + -7.2y + 0.02z <= 749.14
7.03x + -3.53y + -1.0z <= 103.01
-9.05x + -8.65y + 1.75z <= 406.82
2.97x + -9.74y + 6.98z <= 958.59
-3.3x + 2.55y + -1.93z <= 545.38
8.89x + 2.37y + -6.76z <= 173.53
6.35x + 5.36y + -8.43z <= 371.86
5.16x + -1.06y + 5.07z <= 693.01
-1.01x + -9.21y + -0.88z <= 346.94
1.97x + 4.3y + 7.75z <= 482.51
3.38x + 7.18y + -0.59z <= 779.52
-4.98x + -6.53y + -9.88z <= 231.13
-9.57x + 7.14y + 4.15z <= 865.18
3.88x + 0.46y + 2.88z <= 438.28
-4.78x + -5.72y + -3.88z <= 435.93
1.0x + -8.78y + -1.53z <= 864.59
7.88x + 5.05y + -2.09z <= 464.53
5.31x + -8.18y + -5.44z <= 297.63
-8.81x + 8.08y + -0.72z <= 648.69
0.95x + -5.2y + 9.21z <= 765.79
5.02x + -1.19y + -1.86z <= 353.23
2.4x + -0.89y + -4.28z <= 316.56
2.64x + 3.0y + -0.62z <= 739.81
6.45x + 8.58y + 5.55z <= 916.33
9.23x + -8.05y + -5.06z <= 565.43
7.05x + -8.64y + -1.97z <= 317.94
-5.18x + 9.04y + -1.89z <= 214.13
-0.07x + 5.17y + 8.6z <= 393.64
-8.81x + 3.88y + 5.62z <= 358.77
6.83x + -3.33y + -7.71z <= 955.72
3.16x + -2.64y + -8.81z <= 750.68
-2.09x + -9.24y + -6.69z <= 632.38
-2.72x + 0.55y + -4.83z <= 719.86
-0.08x + 4.39y + -0.44z <= 251.63
-9.54x + -4.44y + 6.43z <= 931.11
8.15x + 7.16y + 7.24z <= 362.24
5.08x + -7.43y + 8.04z <= 511.47
6.26x + -8.54y + 0.61z <= 292.33
5.08x + 4.77y + 0.62z <= 460.09
9.48x + 8.41y + -1.67z <= 765.83
7.85x + 5.54y + 4.91z <= 632.3
-2.14x + 8.81y + 2.09z <= 831.0
-4.77x + 4.28y + 5.38z <= 822.19
5.9x + -4.68y + -1.66z <= 518.3
0.43x + 6.8y + -4.14z <= 984.14
5.15x + 1.51y + -5.73z <= 850.04
-2.21x + -7.91y + -1.55z <= 480.33
-2.79x + -0.6y + -4.22z <= 207.79
0.92x + 2.41y + 7.74z <= 761.09
-0.61x + 5.02y + 6.28z <= 103.25
-4.24x + 6.0y + 3.2z <= 795.83
8.48x + -1.26y + 2.01z <= 133.07
7.72x + 9.35y + -9.69z <= 153.37
-1.56x + 7.88y + -9.51z <= 829.41
-9.42x + 6.63y + 3.8z <= 850.19
2.85x + 7.21y + 1.99z <= 881.38
-1.4x + -1.2y + 9.1z <= 422.54
6.36x + -6.16y + 4.47z <= 568.59
5.8x + 9.35y + -9.14z <= 803.56
4.23x + -0.49y + 3.19z <= 342.41
-0.88x + -1.09y + 1.6z <= 711.77
9.79x + 8.65y + -2.43z <= 233.26
2.37x + 0.38y + -3.68z <= 865.94
3.31x + -9.05y + 9.93z <= 812.41
-7.5x + 9.81y + -6.0z <= 505.77
5.08x + -5.91y + 8.16z <= 966.95
0.07x + 8.58y + -6.22z <= 945.06
-6.46x + -9.57y + -7.53z <= 836.35
-3.37x + 8.96y + -8.71z <= 259.26
1.85x + 3.89y + -8.19z <= 771.03
-9.86x + -9.66y + 3.49z <= 811.79
1.4x + 9.07y + -1.03z <= 633.31
-1.92x + 4.5y + 9.41z <= 180.86
2.25x + -0.79y + 5.53z <= 945.51
5.17x + -0.36y + 8.6z <= 641.05
