max 0.77x + -8.0y + 2.98z
3.77x + -8.58y + -8.37z <= 772.41
4.98x + -6.72y + -1.93z <= 460.87
-0.31x + 5.44y + 7.28z <= 611.37
6.3x + -1.9y + -9.43z <= 817.07
-5.55x + -3.46y + -8.76z <= 746.32
-3.89x + 0.75y + 8.17z <= 127.37
6.45x + -0.17y + -8.63z <= 367.26
-3.02x + -9.04y + -2.11z <= 266.24
-6.44x + 4.63y + -6.83z <= 284.78
5.72x + 3.78y + -6.28z <= 972.08
5.03x + 7.94y + 4.92z <= 562.25
9.65x + 8.03y + -3.53z <= 162.17
8.05x + -1.18y + 1.86z <= 597.84
5.49x + -6.36y + 1.78z <= 574.48
5.95x + 2.5y + 5.67z <= 621.77
-1.45x + -7.09y + 2.83z <= 270.42
6.37x + -7.36y + -7.24z <= 236.89
1.65x + -6.12y + -9.61z <= 247.31
2.01x + 5.31y + 3.46z <= 631.54
4.35x + 1.29y + 9.21z <= 399.19
-9.44x + -3.06y + 9.22z <= 720.18
-4.25x + 0.73y + -3.26z <= 701.73
1.3x + -1.36y + -2.17z <= 676.07
4.34x + 7.76y + -9.07z <= 347.89
-3.34x + 6.82y + -1.76z <= 214.5
-5.57x + 1.89y + 7.17z <= 653.27
7.1x + -0.55y + -5.74z <= 533.82
7.27x + -6.15y + 9.28z <= 311.21
-0.46x + 6.26y + -9.79z <= 443.34
1.14x + 3.23y + -2.83z <= 497.47
9.92x + -3.04y + -8.01z <= 221.82
-0.6x + -0.52y + -2.57z <= 269.48
9.64x + 9.94y + 0.16z <= 447.44
7.89x + 7.05y + -6.37z <= 860.25
-2.37x + 8.36y + -3.68z <= 933.3
-2.84x + 6.76y + -8.81z <= 460.89
8.05x + -9.67y + -1.86z <= 125.52
6.65x + -4.77y + 8.99z <= 271.36
-4.91x + -8.72y + 0.96z <= 835.57
-2.55x + -2.43y + -6.12z <= 111.14
-6.84x + -4.22y + 7.89z <= 322.34
-1.05x + -4.02y + -9.69z <= 265.23
-3.96x + 9.96y + -7.5z <= 624.22
7.16x + 3.1y + 9.46z <= 520.5
-4.81x + -0.96y + -2.3z <= 561.94
-4.5x + -8.87y + 6.74z <= 813.59
2.1x + -7.83y + 3.72z <= 431.92
-7.65x + -5.45y + 4.57z <= 902.73
-1.96x + 5.27y + -6.76z <= 841.22
3.19x + 7.84y + -9.93z <= 404.69
7.53x + 8.39y + -2.05z <= 170.66
4.03x + 5.92y + 1.31z <= 430.45
-2.69x + 8.11y + -9.25z <= 983.28
9.0x + 3.94y + -6.32z <= 139.89
-4.97x + -1.62y + 1.9z <= 774.17
0.63x + 4.89y + -3.38z <= 973.05
9.77x + -5.28y + -0.53z <= 276.78
4.58x + 5.99y + 7.01z <= 961.21
5.25x + -7.22y + 2.0z <= 283.19
2.39x + -7.11y + -9.54z <= 713.01
-9.42x + 2.23y + 0.41z <= 495.86
9.51x + 3.09y + 6.59z <= 511.96
6.19x + 3.93y + 3.51z <= 327.94
2.04x + 2.84y + 5.45z <= 309.69
3.66x + 2.09y + 2.43z <= 174.92
-2.67x + 0.11y + -1.22z <= 476.93
-1.68x + -4.4y + -1.8z <= 958.82
-1.65x + 3.05y + 7.3z <= 617.01
-1.43x + -1.51y + 5.68z <= 494.88
6.39x + 4.25y + -8.28z <= 711.23
0.87x + -3.28y + 9.66z <= 757.27
2.02x + -9.82y + 7.4z <= 859.78
-2.4x + 0.04y + -8.38z <= 580.17
-6.16x + 3.66y + -0.85z <= 422.11
9.46x + 2.48y + -5.57z <= 969.76
-9.87x + 7.54y + -7.26z <= 480.77
-8.43x + -3.83y + -2.13z <= 487.52
9.74x + -0.04y + -1.15z <= 113.2
5.53x + -0.44y + 9.05z <= 886.25
-3.49x + -3.3y + 6.34z <= 253.55
6.39x + 2.85y + 6.54z <= 880.32
-7.87x + 6.23y + 6.59z <= 232.76
3.47x + 9.11y + -6.22z <= 317.23
-2.56x + 5.05y + 5.95z <= 537.02
7.13x + 8.2y + -2.0z <= 741.55
5.77x + 9.96y + -1.83z <= 531.21
5.33x + 6.88y + -8.3z <= 515.33
2.13x + -8.92y + 2.33z <= 736.17
-9.45x + 6.89y + 4.56z <= 920.41
-1.95x + -8.15y + 6.01z <= 766.77
-3.79x + -7.84y + -3.27z <= 144.32
3.44x + -3.87y + 7.77z <= 951.25
1.7x + 8.49y + 7.81z <= 247.72
-6.54x + -6.38y + -6.36z <= 664.52
2.53x + -2.01y + -4.95z <= 839.83
-5.88x + -9.41y + -3.59z <= 271.8
-3.13x + -8.03y + -7.92z <= 909.42
7.9x + -0.52y + 1.15z <= 985.61
8.24x + -7.5y + 9.38z <= 316.68
-1.98x + -4.89y + 2.59z <= 278.12
5.85x + -5.31y + 6.06z <= 210.6
7.63x + 4.59y + 2.22z <= 654.89
-6.04x + 7.09y + 5.2z <= 397.47
-4.89x + -9.08y + 5.42z <= 922.7
4.09x + -4.29y + 8.31z <= 989.79
8.65x + 0.29y + 1.28z <= 342.91
5.39x + -4.84y + -8.24z <= 491.8
-6.97x + 5.19y + -9.78z <= 792.84
-7.89x + 1.3y + 6.18z <= 338.07
5.32x + -6.34y + -7.86z <= 436.16
4.43x + -1.56y + 7.77z <= 403.96
-5.36x + -5.9y + -4.99z <= 354.65
6.88x + 9.32y + 4.61z <= 992.03
6.21x + 1.32y + 0.97z <= 945.43
0.63x + -6.55y + -3.48z <= 200.4
4.71x + -5.84y + 0.49z <= 465.14
8.86x + 6.17y + 3.0z <= 930.57
2.77x + 3.97y + 6.78z <= 147.21
0.19x + 5.02y + 2.24z <= 536.01
7.03x + 3.03y + 8.06z <= 556.94
8.52x + -3.45y + -7.59z <= 879.57
3.33x + -7.65y + 0.55z <= 287.05
2.44x + -5.17y + 3.1z <= 682.7
2.85x + -5.01y + -0.87z <= 895.18
2.1x + -2.91y + 1.24z <= 657.83
-2.35x + -1.35y + -6.42z <= 631.97
3.7x + 4.12y + -7.06z <= 797.3
-3.01x + -4.66y + -4.41z <= 387.43
-7.72x + -5.35y + 4.79z <= 389.09
-1.29x + -3.88y + 8.69z <= 707.93
-8.05x + 0.98y + -4.17z <= 673.72
-0.51x + -4.73y + -7.26z <= 253.8
-3.02x + -2.55y + -3.79z <= 319.3
-7.13x + 3.83y + -5.61z <= 904.57
-0.65x + -5.9y + 8.15z <= 596.9
-6.4x + 7.37y + 6.9z <= 967.25
-0.78x + 5.39y + 8.89z <= 438.46
-5.01x + 4.6y + 5.75z <= 207.56
4.22x + 0.66y + -6.9z <= 963.39
-2.69x + -2.38y + -3.38z <= 882.03
-5.58x + 9.96y + -9.78z <= 602.92
-5.17x + -2.61y + 1.71z <= 481.8
2.85x + -3.0y + 2.18z <= 760.08
-7.4x + 0.81y + -6.13z <= 583.34
1.2x + 6.22y + -2.95z <= 402.88
-9.34x + -3.69y + 3.17z <= 152.15
3.96x + 8.19y + -9.12z <= 713.32
-1.84x + 3.65y + -5.51z <= 894.25
7.81x + -9.91y + 6.11z <= 774.31
0.62x + 2.6y + 2.35z <= 489.74
-5.44x + 7.05y + 4.22z <= 710.59
8.86x + -3.26y + -0.38z <= 859.76
-5.6x + -4.07y + 7.13z <= 298.68
6.31x + -6.02y + -1.95z <= 950.42
-9.83x + -1.38y + -5.03z <= 730.37
-3.25x + -9.51y + 9.06z <= 528.65
4.79x + 1.6y + 1.46z <= 192.55
3.29x + -0.08y + 0.3z <= 923.14
-6.68x + 7.06y + -3.41z <= 924.49
1.9x + 3.17y + 8.03z <= 590.29
3.76x + 8.56y + -2.06z <= 896.89
-5.39x + -9.6y + -0.22z <= 985.52
1.52x + 3.11y + -8.57z <= 763.7
-5.83x + -3.56y + -0.61z <= 523.84
-4.67x + 4.09y + 1.23z <= 555.26
0.6x + 4.23y + 2.53z <= 220.18
-4.67x + -9.87y + 0.02z <= 249.47
1.92x + 7.84y + -1.82z <= 363.06
-4.22x + 1.38y + 8.18z <= 621.92
4.69x + -4.13y + 8.65z <= 988.77
8.25x + 9.28y + -8.42z <= 126.48
6.77x + 0.96y + -0.59z <= 674.17
-6.94x + -8.27y + -5.8z <= 664.94
7.04x + -6.62y + 9.0z <= 720.43
0.32x + -8.7y + 9.89z <= 875.56
-9.68x + -0.78y + -5.53z <= 220.73
4.76x + -8.45y + -6.6z <= 881.75
-4.96x + -5.38y + 0.9z <= 234.33
-7.87x + -6.56y + -6.33z <= 898.66
-2.86x + 5.8y + -2.0z <= 304.51
9.46x + -7.72y + -8.58z <= 348.32
4.43x + -6.77y + 7.04z <= 914.94
3.89x + -6.16y + 5.33z <= 255.57
1.26x + 6.93y + 9.34z <= 646.5
-8.23x + 7.37y + 6.79z <= 809.55
-6.2x + 9.65y + 1.81z <= 876.92
-6.02x + -8.39y + -0.54z <= 744.66
-4.61x + -3.31y + -0.44z <= 864.57
-7.68x + 8.79y + -5.84z <= 374.6
2.32x + 8.46y + -7.0z <= 404.67
-5.54x + 1.34y + -4.36z <= 396.13
7.17x + -4.08y + -7.6z <= 954.17
2.61x + 8.63y + -5.42z <= 283.95
-5.33x + 9.68y + 2.43z <= 539.07
6.82x + 5.19y + -2.66z <= 815.02
7.83x + 0.28y + -9.65z <= 221.91
-0.71x + -4.24y + -7.08z <= 524.09
-1.06x + -5.28y + -9.63z <= 956.57
9.07x + 2.93y + -1.94z <= 552.89
1.72x + -7.22y + 2.39z <= 432.38
2.68x + -5.91y + 4.85z <= 202.47
-5.99x + 8.84y + 7.17z <= 586.55
-2.67x + 0.91y + -0.58z <= 642.68
-2.63x + 6.02y + -0.2z <= 833.76
9.97x + -2.97y + -4.87z <= 814.23
9.34x + 4.96y + -5.64z <= 669.87
0.44x + -4.85y + -0.96z <= 917.42
-9.64x + -4.67y + 5.71z <= 145.35
5.66x + 3.74y + -4.71z <= 216.76
2.05x + 8.8y + 1.17z <= 700.58
1.79x + 0.11y + -9.78z <= 559.91
-1.42x + 3.43y + -3.48z <= 626.23
7.08x + -7.48y + -4.77z <= 533.92
-6.79x + 2.16y + -6.13z <= 858.64
-1.14x + -0.18y + -0.11z <= 230.06
-1.5x + 9.52y + 4.59z <= 363.57
4.94x + -9.49y + -9.02z <= 805.17
-7.46x + 6.37y + -4.94z <= 761.76
3.47x + -5.75y + -4.26z <= 875.82
-1.17x + -1.62y + 0.36z <= 528.93
-0.91x + 9.89y + -4.22z <= 166.16
5.7x + -2.38y + -2.26z <= 652.8
-4.81x + 5.47y + -4.46z <= 792.76
-6.79x + 6.87y + 7.65z <= 363.63
-2.07x + -0.47y + 4.59z <= 530.08
-8.29x + 0.77y + 6.18z <= 550.24
-6.55x + -4.1y + 4.5z <= 152.47
7.17x + -6.83y + 4.95z <= 709.3
1.67x + 4.6y + -9.81z <= 309.59
5.81x + 3.84y + 7.63z <= 122.22
-8.91x + 1.13y + 4.92z <= 298.72
-4.25x + -9.21y + 9.24z <= 906.9
-9.02x + 3.91y + -6.11z <= 783.52
-0.16x + 7.08y + 9.46z <= 425.17
-5.91x + -5.71y + 8.77z <= 829.29
5.75x + 5.64y + -5.16z <= 813.65
2.5x + -2.83y + -2.98z <= 784.06
-9.77x + 0.4y + 8.46z <= 293.09
2.57x + 8.62y + -3.73z <= 838.07
3.4x + -3.34y + 6.85z <= 656.29
-4.06x + -5.78y + -9.48z <= 737.84
-1.82x + -2.62y + -4.35z <= 666.97
-7.1x + -5.76y + 6.13z <= 808.05
1.99x + -0.84y + -5.97z <= 738.91
6.14x + -9.22y + -4.54z <= 571.59
4.57x + -2.15y + -0.13z <= 793.12
-4.11x + -9.87y + -0.52z <= 801.64
-6.17x + -7.46y + -0.76z <= 386.45
0.73x + 3.46y + 6.56z <= 566.49
-9.94x + -7.91y + -3.68z <= 684.54
-4.74x + 7.76y + -6.57z <= 169.17
-3.25x + -9.37y + 0.1z <= 681.13
-1.23x + -9.88y + -5.78z <= 343.72
7.36x + 8.6y + 6.51z <= 811.47
-1.46x + 4.04y + 8.3z <= 236.26
-6.66x + 4.93y + 5.24z <= 767.75
1.54x + 9.09y + 7.73z <= 721.17
-9.18x + 2.87y + 1.2z <= 587.81
-6.21x + -9.43y + 5.17z <= 827.33
-9.19x + 6.54y + -1.49z <= 753.73
-6.38x + -1.73y + -2.59z <= 947.3
-2.39x + 5.77y + -1.48z <= 489.79
-1.05x + 8.75y + 3.52z <= 651.36
-5.92x + -0.82y + 7.76z <= 437.96
7.38x + -8.9y + 3.73z <= 824.85
8.35x + 8.43y + 2.61z <= 414.42
-7.46x + 1.27y + 0.94z <= 175.06
-0.88x + 2.94y + -8.35z <= 259.99
5.44x + 9.21y + -0.31z <= 277.06
5.18x + -2.96y + -8.31z <= 288.2
-3.12x + -3.22y + -9.44z <= 690.62
2.48x + 6.4y + -0.72z <= 500.1
0.57x + 1.25y + -5.52z <= 957.31
-6.53x + -7.81y + 6.04z <= 684.44
1.16x + 6.27y + 1.1z <= 407.65
0.62x + -9.57y + -9.5z <= 278.95
-3.29x + 5.46y + -2.19z <= 933.35
6.82x + -0.63y + 1.11z <= 101.85
-2.27x + -5.84y + 8.24z <= 975.51
-8.63x + -2.25y + -6.12z <= 943.17
-0.82x + 1.18y + 7.59z <= 603.43
-0.54x + 2.86y + -0.04z <= 858.99
9.72x + 3.06y + 5.22z <= 259.25
-2.77x + 6.01y + -5.65z <= 607.99
7.11x + -5.38y + 5.52z <= 657.11
-0.4x + 3.57y + 9.99z <= 649.39
4.71x + -6.06y + 5.93z <= 717.22
-1.45x + -4.5y + -0.45z <= 394.15
-9.82x + -9.83y + 9.29z <= 529.3
-8.28x + -9.95y + -5.25z <= 287.4
4.96x + -3.27y + -6.86z <= 291.17
8.39x + 7.71y + 0.03z <= 977.7
5.75x + -4.87y + 7.57z <= 982.64
2.9x + -6.92y + 6.57z <= 596.44
-6.59x + -8.31y + 1.42z <= 480.98
-5.57x + 5.65y + -6.9z <= 455.77
-2.4x + -4.54y + -4.26z <= 372.98
4.55x + 2.42y + 7.81z <= 241.32
1.07x + -4.74y + 9.61z <= 416.87
8.15x + -3.27y + 9.9z <= 245.88
3.1x + -8.33y + 5.05z <= 168.07
6.92x + -9.83y + -2.7z <= 826.82
-9.56x + 4.63y + -9.64z <= 301.07
-5.49x + 9.73y + 3.65z <= 510.74
8.69x + 2.73y + 8.8z <= 259.6
-6.05x + 5.63y + 2.1z <= 211.38
2.74x + -7.54y + 5.96z <= 517.01
6.86x + 9.38y + -8.9z <= 305.08
7.74x + -1.45y + -1.63z <= 538.99
7.22x + -6.55y + 5.03z <= 496.02
-9.42x + -2.41y + -3.06z <= 313.63
9.73x + 8.11y + -3.92z <= 460.27
-6.47x + -2.38y + -5.3z <= 684.39
-7.48x + 2.51y + 5.05z <= 836.14
6.72x + -5.25y + -3.64z <= 902.09
-8.04x + 0.86y + 8.03z <= 614.57
-1.62x + 1.73y + -3.3z <= 496.24
-2.02x + -7.94y + -5.19z <= 553.64
-0.55x + 7.55y + 1.75z <= 972.29
-1.97x + -1.55y + 4.09z <= 133.74
8.15x + 2.81y + -1.63z <= 980.8
-5.69x + 8.19y + 0.87z <= 578.04
-6.31x + -8.33y + 0.74z <= 198.22
-8.41x + 0.57y + -0.68z <= 881.54
-6.73x + 6.19y + -4.58z <= 651.25
2.22x + -0.91y + -2.22z <= 884.44
-8.78x + -3.93y + -9.07z <= 386.91
8.96x + 6.62y + -0.65z <= 985.12
-3.34x + 8.26y + 5.9z <= 637.07
-5.42x + -4.62y + 7.27z <= 196.92
6.02x + 1.62y + 7.19z <= 926.44
9.46x + -0.34y + 0.19z <= 587.87
-1.93x + -6.81y + -3.19z <= 856.9
-9.32x + 9.57y + 1.99z <= 843.5
8.51x + -9.74y + -7.58z <= 793.33
-4.33x + -4.99y + 3.85z <= 529.72
-5.87x + -0.1y + -0.52z <= 188.2
8.51x + 4.32y + 2.49z <= 611.46
-4.86x + -3.04y + 8.5z <= 577.34
-8.84x + -3.06y + 2.46z <= 912.46
-6.26x + -7.95y + 2.0z <= 612.3
8.78x + -5.54y + 5.16z <= 397.14
8.59x + 9.59y + 2.0z <= 849.21
-7.65x + 0.2y + -4.11z <= 569.59
5.66x + -4.46y + 4.48z <= 657.17
8.09x + -9.33y + 3.42z <= 261.49
3.55x + -5.08y + 0.4z <= 837.04
9.58x + -3.68y + -9.48z <= 917.74
8.19x + 1.61y + 1.25z <= 536.23
-4.45x + 1.11y + 9.79z <= 733.46
-7.99x + 8.03y + 6.74z <= 403.8
0.76x + 2.33y + -8.5z <= 314.34
-0.08x + 4.09y + 7.9z <= 443.23
7.1x + -1.99y + -5.94z <= 432.76
8.95x + 9.02y + 1.36z <= 405.05
6.47x + -0.03y + 8.28z <= 684.54
-3.98x + 4.88y + -8.74z <= 460.9
-1.86x + -9.78y + -3.53z <= 227.11
-7.94x + -4.17y + -4.15z <= 646.61
-4.72x + 5.88y + -0.7z <= 332.24
-5.99x + -5.2y + -1.09z <= 340.28
8.92x + -2.13y + -3.19z <= 243.61
3.83x + -7.51y + -3.46z <= 809.19
-0.11x + -6.49y + -1.24z <= 999.55
-2.51x + 6.99y + -3.09z <= 447.13
-0.22x + 2.2y + 4.97z <= 697.79
0.17x + 6.11y + 6.52z <= 702.01
1.79x + -2.72y + 7.55z <= 769.71
1.33x + 4.86y + -0.18z <= 139.49
4.21x + 2.86y + -8.51z <= 535.53
-6.07x + -8.55y + 3.61z <= 984.92
-2.01x + -8.53y + 4.01z <= 556.55
-2.56x + 5.83y + 6.03z <= 562.99
0.52x + -7.77y + -6.16z <= 352.5
-7.2x + -5.64y + -9.1z <= 923.4
-0.82x + 9.61y + -8.13z <= 704.45
3.03x + -1.31y + 2.13z <= 241.85
7.83x + -3.09y + -5.63z <= 200.36
-2.73x + -3.52y + 1.33z <= 982.53
-8.6x + 1.27y + 3.76z <= 159.54
-7.04x + 8.3y + 4.37z <= 638.9
-8.45x + -2.08y + -0.68z <= 338.54
4.74x + 0.23y + 5.2z <= 214.06
2.74x + -2.17y + 1.64z <= 334.02
5.84x + 2.76y + 9.33z <= 148.62
-0.79x + 2.89y + -2.12z <= 358.85
-7.22x + 0.35y + -6.14z <= 931.59
-9.11x + 7.95y + 2.56z <= 677.48
-7.57x + 2.17y + 3.84z <= 962.68
5.46x + 4.36y + 4.14z <= 575.7
-0.21x + -6.88y + -0.71z <= 735.88
-0.52x + 9.85y + -5.56z <= 538.17
-5.59x + 0.13y + -8.73z <= 931.3
7.15x + 8.52y + 6.05z <= 581.43
6.29x + 1.94y + -1.84z <= 437.7
-5.55x + 8.0y + 3.25z <= 595.37
-2.35x + 0.22y + 5.99z <= 383.05
-1.59x + 3.63y + -2.39z <= 534.31
-8.03x + -8.84y + 7.22z <= 323.38
-3.1x + 4.47y + 4.49z <= 985.22
7.64x + 3.44y + -2.82z <= 143.91
-5.48x + -6.92y + 5.3z <= 690.34
-9.91x + 4.64y + 6.35z <= 917.27
4.17x + 6.48y + -1.71z <= 195.29
-0.51x + 2.25y + -1.69z <= 654.8
-0.92x + 0.63y + -8.04z <= 987.48
3.0x + -8.9y + 4.07z <= 907.68
9.48x + -7.59y + -3.37z <= 542.3
-4.16x + -8.85y + 8.62z <= 235.42
-8.19x + 1.02y + -5.68z <= 104.77
-5.69x + 1.23y + 7.54z <= 114.91
-0.15x + 4.2y + -9.11z <= 868.51
-5.65x + 3.65y + 3.59z <= 209.18
8.63x + 0.97y + -5.1z <= 328.46
-0.54x + -3.97y + -1.05z <= 866.51
-8.7x + 3.78y + -9.81z <= 909.63
3.74x + -5.82y + -4.42z <= 486.01
7.77x + -1.95y + 8.6z <= 805.24
2.08x + -2.59y + 3.48z <= 733.8
4.09x + 9.98y + -2.76z <= 295.42
-7.8x + -3.2y + 1.71z <= 412.85
-2.22x + 1.28y + 2.82z <= 102.76
2.86x + -6.57y + -8.48z <= 373.88
-4.33x + -8.8y + -2.47z <= 810.99
4.85x + 7.2y + -4.49z <= 332.3
8.72x + -3.76y + 0.59z <= 789.38
-0.83x + 7.34y + -9.56z <= 744.0
4.67x + -1.6y + -9.57z <= 313.55
-7.44x + -8.96y + -3.7z <= 927.09
-0.12x + -2.99y + 6.66z <= 766.04
5.78x + -3.8y + 8.2z <= 121.28
-8.53x + -2.6y + 2.73z <= 478.69
-9.03x + 8.89y + 6.65z <= 761.7
7.41x + -7.23y + -4.79z <= 426.08
2.34x + -2.42y + -0.76z <= 996.01
9.96x + -6.91y + -4.58z <= 473.98
-6.78x + -3.11y + 1.41z <= 724.2
5.5x + 1.16y + -7.28z <= 585.17
7.45x + 4.3y + -2.18z <= 574.51
5.45x + -5.84y + 1.58z <= 545.93
-7.95x + -3.47y + -0.55z <= 360.14
8.45x + 5.74y + 7.34z <= 674.22
4.06x + 1.28y + -4.09z <= 759.83
2.1x + -7.78y + -5.13z <= 346.18
1.66x + -0.15y + -0.72z <= 251.53
2.43x + -5.25y + 6.65z <= 752.91
-8.2x + -2.27y + -2.31z <= 956.15
-3.5x + -7.79y + -7.45z <= 892.56
-8.92x + -0.47y + -7.4z <= 672.99
4.75x + -4.82y + 2.08z <= 207.78
8.42x + -1.23y + 6.86z <= 224.58
9.85x + -1.88y + -6.48z <= 650.96
7.67x + 5.33y + -8.29z <= 265.74
-8.5x + -4.73y + 5.2z <= 574.74
-2.09x + 0.46y + 6.48z <= 660.01
6.19x + 2.28y + -4.55z <= 369.44
6.05x + 1.82y + 8.61z <= 265.71
-5.38x + -6.45y + -7.13z <= 605.44
-8.63x + -4.52y + 0.43z <= 148.54
-5.69x + 0.42y + -5.93z <= 626.43
-8.33x + -6.33y + -9.6z <= 668.52
0.58x + 8.85y + 9.59z <= 647.0
-9.87x + -5.14y + 6.15z <= 290.61
3.52x + 1.38y + 6.49z <= 343.6
-2.44x + -4.78y + -2.4z <= 482.71
1.03x + -6.72y + -3.43z <= 322.91
-6.2x + 3.94y + -5.08z <= 828.5
9.65x + 2.62y + 9.42z <= 313.33
-0.72x + -3.82y + -1.08z <= 202.08
-8.12x + -8.55y + -0.87z <= 567.97
-4.56x + 2.47y + 8.46z <= 961.62
2.06x + -4.64y + -5.81z <= 473.06
4.2x + -1.06y + 6.91z <= 515.58
6.59x + 5.13y + 3.5z <= 376.41
-3.81x + -6.45y + -5.02z <= 235.77
0.29x + -6.77y + 2.72z <= 235.49
-7.79x + -7.49y + 0.08z <= 191.1
-7.7x + -5.34y + -4.91z <= 387.87
-3.57x + 1.38y + 0.23z <= 184.99
5.46x + 6.39y + -8.66z <= 217.71
0.41x + 8.32y + 7.49z <= 136.06
5.69x + 0.51y + 2.25z <= 379.17
5.74x + 0.73y + 7.21z <= 340.59
5.01x + -1.84y + -2.95z <= 101.28
5.93x + 3.13y + 1.93z <= 629.78
-7.92x + 1.1y + -9.81z <= 732.11
5.73x + -9.45y + 2.98z <= 521.5
-7.48x + -1.48y + 7.92z <= 912.9
4.32x + 5.5y + 2.77z <= 796.9
9.28x + 9.84y + -1.32z <= 976.05
-1.91x + 0.09y + -1.53z <= 842.3
9.33x + 1.81y + 9.58z <= 149.98
7.14x + 2.84y + 3.74z <= 368.56
9.16x + 8.19y + 2.87z <= 964.03
7.05x + 7.51y + 8.99z <= 506.08
5.99x + 0.33y + 4.57z <= 634.28
4.56x + -3.14y + -3.55z <= 673.26
-3.65x + -1.47y + 2.37z <= 650.23
-4.49x + -8.09y + 4.46z <= 778.8
4.68x + -4.38y + -1.4z <= 891.78
-4.37x + 9.44y + 5.8z <= 632.4
-4.17x + -6.07y + 0.82z <= 893.4
8.94x + 5.15y + 4.09z <= 220.66
-2.62x + -9.54y + -0.74z <= 318.77
-8.64x + 0.91y + 0.74z <= 897.94
-9.07x + -3.18y + -9.93z <= 243.31
-5.45x + 2.49y + -7.71z <= 569.91
2.48x + 1.92y + 4.83z <= 332.82
-3.97x + -0.44y + -2.48z <= 370.93
5.52x + -0.8y + -9.38z <= 739.21
-6.06x + 4.86y + -9.56z <= 367.44
0.48x + 1.72y + 5.06z <= 955.34
-3.37x + 2.63y + -8.61z <= 766.05
-6.28x + 3.14y + 9.37z <= 216.19
3.86x + -5.19y + 4.72z <= 219.84
6.15x + 0.33y + -3.04z <= 202.16
7.17x + -3.77y + 7.59z <= 729.31
-2.91x + 4.01y + 3.8z <= 518.21
2.34x + 1.77y + -1.78z <= 828.09
-5.58x + 5.34y + -1.03z <= 807.93
2.77x + -1.54y + -1.21z <= 752.74
9.1x + 9.16y + -9.33z <= 695.66
7.3x + 5.82y + 9.85z <= 508.79
-4.24x + -1.71y + 4.45z <= 469.52
-7.78x + 5.27y + 5.35z <= 438.96
1.75x + 2.09y + -9.31z <= 775.47
-7.08x + -1.94y + 3.31z <= 490.75
-8.59x + 6.61y + 4.69z <= 387.19
9.18x + 0.85y + 6.69z <= 950.15
1.86x + -7.82y + -7.8z <= 637.77
-0.11x + -1.62y + 4.89z <= 732.26
-5.08x + -6.82y + -2.99z <= 485.43
5.71x + 5.01y + 3.56z <= 570.57
2.78x + -7.49y + 0.01z <= 601.68
-9.86x + 2.35y + -2.25z <= 902.51
0.43x + -2.46y + 2.44z <= 279.46
-6.31x + -9.57y + -3.78z <= 395.97
9.98x + 9.62y + 8.62z <= 944.14
6.91x + 7.25y + 7.44z <= 860.61
-9.06x + -5.63y + -8.51z <= 804.87
5.87x + -2.23y + 6.28z <= 594.6
8.12x + -1.58y + 3.02z <= 205.24
6.36x + 1.69y + -4.83z <= 414.38
5.67x + 7.22y + -0.21z <= 931.85
7.06x + 4.85y + 9.36z <= 586.57
9.48x + 1.59y + -0.15z <= 140.12
-5.5x + -6.78y + -4.97z <= 795.98
-8.19x + -2.21y + 7.54z <= 582.44
-2.33x + 8.62y + 7.38z <= 714.22
-7.39x + 3.28y + 4.45z <= 395.06
9.86x + -8.02y + -2.28z <= 861.33
3.9x + -6.75y + -2.37z <= 395.1
2.6x + -5.37y + 1.62z <= 871.67
3.17x + -6.38y + 1.19z <= 537.14
-1.41x + 3.98y + 1.49z <= 723.88
-5.93x + -2.07y + -2.6z <= 959.34
3.31x + 7.24y + 5.42z <= 579.81
-4.01x + -8.31y + -6.19z <= 679.78
5.2x + -7.49y + 2.49z <= 930.87
-8.77x + -9.07y + 6.16z <= 537.9
6.98x + -9.6y + -3.69z <= 682.43
0.15x + -6.39y + -1.53z <= 337.98
-2.14x + -4.88y + 0.07z <= 433.3
-5.08x + -2.42y + -8.6z <= 899.02
3.65x + 4.58y + 9.64z <= 983.38
-6.25x + -9.89y + 6.69z <= 216.82
9.22x + 0.21y + -9.98z <= 987.34
9.42x + -4.72y + 0.44z <= 928.56
0.6x + -8.59y + -5.78z <= 453.99
-4.84x + 8.67y + 2.23z <= 984.33
3.35x + -0.57y + 1.25z <= 459.57
0.78x + -8.19y + 2.59z <= 497.01
-5.85x + -2.18y + -5.84z <= 715.77
-7.77x + -9.91y + 5.72z <= 960.94
-1.98x + -7.7y + -3.08z <= 982.99
7.18x + -3.21y + -1.27z <= 874.44
0.17x + -0.38y + -7.6z <= 120.27
-6.29x + 3.11y + 4.79z <= 816.45
-0.19x + 4.9y + -4.02z <= 235.47
4.29x + -8.25y + -4.46z <= 511.01
5.83x + -8.6y + -3.92z <= 409.07
-7.26x + -4.74y + -9.42z <= 716.67
-5.12x + 3.92y + -8.7z <= 794.97
0.92x + 8.95y + -3.87z <= 473.7
-0.8x + -3.52y + -0.18z <= 932.54
7.31x + 9.65y + -6.77z <= 559.13
9.75x + -1.94y + 5.84z <= 782.62
-5.28x + -3.4y + 1.06z <= 600.84
0.96x + 5.22y + -2.99z <= 404.03
-3.77x + -5.3y + 5.69z <= 572.03
-3.63x + -5.89y + -4.57z <= 514.63
9.52x + -0.88y + 4.19z <= 895.92
-8.17x + 3.79y + 8.22z <= 500.51
-1.33x + -3.08y + 1.0z <= 223.94
