max 4.55x + -7.4y + -9.62z
7.88x + -0.54y + -5.89z <= 178.68
6.67x + -6.54y + -1.15z <= 634.52
-5.98x + -8.83y + 4.3z <= 730.23
9.25x + -8.23y + 1.21z <= 431.72
1.31x + -2.13y + 5.52z <= 321.38
7.94x + -7.48y + 0.47z <= 919.09
-6.36x + 5.84y + -0.57z <= 670.94
9.19x + 3.13y + -5.11z <= 124.26
9.71x + 8.75y + -4.92z <= 814.41
4.03x + -6.55y + 8.95z <= 359.55
-5.83x + -4.92y + 9.75z <= 973.95
-5.52x + 0.14y + 9.67z <= 907.82
-6.31x + 0.46y + 5.17z <= 621.09
3.31x + -9.52y + -3.15z <= 341.26
-9.14x + -4.32y + 5.38z <= 848.12
5.18x + -9.18y + 8.46z <= 863.44
-8.52x + 1.99y + -6.41z <= 698.78
7.99x + 1.85y + -6.49z <= 289.24
-5.98x + -3.59y + -2.69z <= 884.64
4.32x + 9.07y + 2.23z <= 788.03
-4.58x + -8.34y + 0.69z <= 259.95
-3.71x + 0.53y + 3.54z <= 933.2
9.81x + -9.37y + -7.33z <= 564.55
7.98x + -3.22y + -4.45z <= 628.31
-4.69x + -3.18y + -2.45z <= 736.27
-2.63x + -9.14y + -5.17z <= 652.0
-8.11x + -0.61y + -0.97z <= 241.63
7.55x + 4.36y + 7.83z <= 251.67
-1.13x + 6.61y + 0.43z <= 316.25
-0.17x + 9.11y + -3.69z <= 304.21
6.11x + -5.76y + -8.69z <= 420.95
4.68x + 2.52y + 8.97z <= 944.78
8.08x + -8.22y + -7.09z <= 713.45
-2.65x + 3.96y + -3.12z <= 460.56
0.22x + -1.95y + -1.46z <= 843.73
7.91x + -1.98y + 9.53z <= 886.49
-1.37x + 5.43y + -5.66z <= 507.3
-4.12x + 1.97y + -6.35z <= 213.94
-4.14x + 3.4y + 3.37z <= 167.77
0.89x + 7.83y + 9.32z <= 986.26
8.09x + 4.11y + 2.46z <= 872.77
8.19x + 9.78y + -0.24z <= 316.68
8.31x + -0.77y + 1.92z <= 197.38
0.91x + -6.02y + 6.31z <= 267.69
7.21x + 6.99y + -4.68z <= 310.74
5.31x + 7.76y + 6.94z <= 551.67
-4.07x + 7.37y + 6.55z <= 809.58
-3.62x + 5.7y + 5.05z <= 144.14
4.48x + 8.18y + -4.03z <= 185.66
3.85x + 0.39y + -6.52z <= 251.59
9.2x + -7.8y + -1.91z <= 772.91
-1.53x + -3.8y + 1.43z <= 596.94
-7.49x + 9.64y + 5.17z <= 927.7
-2.99x + -9.78y + -1.01z <= 650.91
8.02x + -6.03y + 7.71z <= 784.85
-0.01x + -0.28y + 6.26z <= 470.8
-0.5x + 7.68y + -0.68z <= 160.14
2.73x + 4.64y + -6.6z <= 914.14
-3.92x + -7.22y + 5.64z <= 451.93
-3.92x + 7.61y + 1.91z <= 262.46
0.27x + 9.86y + -2.21z <= 744.56
-1.89x + 2.03y + 2.94z <= 575.32
7.86x + -8.24y + -5.67z <= 790.94
6.49x + -7.29y + -2.03z <= 268.37
-7.17x + 6.72y + -6.14z <= 633.08
-2.15x + 9.91y + 8.36z <= 926.94
5.56x + 4.49y + -5.12z <= 849.3
-9.04x + 7.9y + 4.18z <= 398.16
3.44x + 4.82y + 5.33z <= 793.57
-4.53x + -2.74y + 2.32z <= 259.15
-7.51x + 3.83y + 6.56z <= 132.31
-4.98x + 7.96y + -2.26z <= 794.68
-8.0x + -4.89y + 8.52z <= 269.88
0.43x + -0.67y + -2.19z <= 209.87
-2.07x + -4.19y + 0.41z <= 207.82
-6.23x + -6.77y + 3.55z <= 855.04
0.82x + -0.49y + 4.21z <= 770.17
2.29x + 7.98y + 8.88z <= 668.41
-6.76x + -4.96y + -4.36z <= 116.23
-8.56x + -4.83y + -1.6z <= 492.26
-4.27x + -5.52y + -5.2z <= 512.29
8.7x + -6.08y + 1.64z <= 220.66
5.97x + 4.03y + -1.4z <= 997.37
8.33x + -4.28y + -2.99z <= 318.58
4.47x + 8.17y + -5.13z <= 962.46
8.58x + -5.77y + -9.47z <= 606.06
-8.0x + -3.44y + -7.07z <= 273.51
6.63x + -5.81y + -1.57z <= 384.35
-2.1x + -3.09y + 6.58z <= 771.99
3.45x + -2.51y + -6.88z <= 266.93
-3.73x + -1.93y + 9.73z <= 907.71
7.98x + 1.25y + -5.95z <= 184.03
-4.77x + -1.69y + -3.75z <= 233.38
-0.73x + -3.86y + 7.79z <= 507.59
-0.35x + 1.71y + 8.71z <= 452.78
-9.59x + -7.02y + -4.05z <= 170.37
-0.64x + 3.99y + -5.62z <= 389.52
-8.07x + -1.12y + -7.38z <= 915.57
8.26x + -7.06y + 5.2z <= 169.72
-6.16x + -8.39y + 7.71z <= 926.99
3.68x + -3.0y + -9.86z <= 986.4
5.25x + 2.7y + 6.19z <= 216.83
-0.66x + 7.07y + 0.61z <= 625.49
-2.48x + -9.13y + 2.5z <= 780.49
-3.65x + -7.24y + 0.6z <= 150.51
1.92x + 3.65y + -0.25z <= 555.21
7.28x + -7.13y + -7.02z <= 518.43
-1.48x + 1.14y + -1.66z <= 470.16
-0.01x + 7.51y + -4.47z <= 893.23
-5.82x + 2.79y + 9.53z <= 420.64
7.36x + -2.32y + -4.12z <= 430.68
9.72x + -1.13y + -2.96z <= 556.13
-7.77x + -3.69y + -6.83z <= 860.77
1.31x + -4.23y + -7.84z <= 335.82
8.49x + 6.54y + -7.0z <= 711.21
2.2x + 7.81y + -6.17z <= 159.84
9.21x + 4.04y + 7.82z <= 925.54
-5.56x + 6.0y + 1.66z <= 454.0
-2.57x + 1.35y + 9.21z <= 669.62
-4.99x + -7.72y + 0.13z <= 890.96
9.63x + 3.33y + -1.86z <= 342.26
0.83x + -8.05y + -2.61z <= 556.54
-0.11x + -7.99y + -3.2z <= 569.79
2.99x + 8.25y + 0.09z <= 354.25
-9.89x + -7.1y + 7.66z <= 706.89
6.54x + -5.21y + 7.68z <= 412.97
0.76x + -2.82y + -8.31z <= 911.7
4.64x + 4.9y + -4.87z <= 452.95
3.69x + 5.8y + 4.22z <= 563.33
-9.51x + -6.59y + 3.32z <= 316.59
2.08x + 0.88y + -1.19z <= 345.2
-9.1x + -7.48y + 0.16z <= 259.43
-4.3x + 9.3y + -4.0z <= 104.59
9.44x + 9.16y + 2.62z <= 725.24
2.55x + 1.23y + 7.93z <= 822.74
-0.02x + -3.87y + 8.1z <= 695.95
8.23x + -1.78y + -1.83z <= 280.37
0.33x + 6.96y + -1.87z <= 674.09
-6.6x + -6.79y + -0.67z <= 802.04
5.37x + -2.3y + -9.68z <= 386.83
4.36x + -5.38y + 7.4z <= 482.52
6.51x + -8.54y + 1.22z <= 897.89
-1.55x + -2.67y + 4.35z <= 474.21
0.76x + -0.9y + 2.34z <= 443.38
5.08x + -2.08y + 7.43z <= 900.49
-9.93x + 2.23y + -0.43z <= 829.01
7.9x + 7.22y + 4.8z <= 116.44
0.15x + 1.88y + 7.61z <= 755.23
-3.85x + 8.39y + 8.84z <= 447.31
-4.82x + -4.33y + 1.92z <= 573.91
-7.06x + -2.98y + 3.73z <= 633.85
7.57x + 5.69y + -4.31z <= 317.77
-6.43x + 8.88y + 6.7z <= 396.16
5.46x + 8.88y + 5.15z <= 845.28
5.76x + -4.98y + 5.01z <= 621.63
-2.13x + 8.3y + -4.17z <= 503.79
-5.47x + 0.67y + 9.19z <= 560.18
1.86x + 9.98y + -7.17z <= 418.69
9.3x + -4.87y + 7.71z <= 400.69
-1.92x + -0.86y + -5.67z <= 876.99
0.77x + -5.32y + -2.83z <= 827.17
-0.26x + -7.11y + -5.28z <= 963.58
0.08x + -5.98y + -9.33z <= 406.78
-7.4x + 1.75y + 2.2z <= 183.35
-0.48x + 1.6y + 0.83z <= 528.63
7.07x + -3.19y + 5.55z <= 718.53
-7.95x + -5.78y + 4.25z <= 438.1
-8.85x + 8.87y + -0.15z <= 789.03
-6.86x + 9.44y + -9.75z <= 695.62
5.71x + 6.08y + 4.96z <= 691.15
-8.78x + 5.56y + 1.98z <= 535.51
4.52x + -7.74y + 6.35z <= 150.15
2.06x + 2.83y + 1.57z <= 185.17
1.55x + -4.45y + 9.82z <= 631.53
0.72x + 5.09y + 4.5z <= 351.71
-4.93x + -0.33y + 5.02z <= 782.28
-5.21x + -5.68y + 6.04z <= 216.96
-0.51x + -8.67y + -2.42z <= 254.63
-8.28x + -3.5y + 5.7z <= 398.41
4.69x + 8.98y + -6.34z <= 605.3
-3.1x + -1.11y + -0.68z <= 202.46
5.48x + 1.49y + -7.93z <= 760.49
3.2x + -4.18y + -6.16z <= 572.63
-1.98x + -3.87y + -0.21z <= 134.17
7.73x + -7.52y + 2.45z <= 777.25
-3.34x + 7.53y + 8.14z <= 127.64
1.69x + 1.59y + 1.11z <= 866.76
-5.91x + 1.18y + 0.33z <= 403.69
5.45x + 3.63y + -4.2z <= 357.08
7.43x + -0.78y + -6.43z <= 376.77
5.37x + 3.67y + 2.15z <= 462.16
8.03x + -7.38y + 3.06z <= 716.94
-9.7x + -0.29y + -8.52z <= 435.16
-1.19x + 3.58y + -3.81z <= 866.1
-8.23x + -0.48y + 2.86z <= 616.65
-2.26x + -1.14y + -0.02z <= 998.41
2.53x + 0.72y + 4.56z <= 154.87
9.1x + 8.69y + -1.49z <= 220.66
0.76x + 2.52y + 2.04z <= 243.9
1.12x + 4.72y + -2.97z <= 674.18
8.27x + 5.77y + 4.23z <= 733.96
-0.89x + 5.38y + -5.51z <= 674.82
-0.3x + -8.22y + 5.02z <= 902.6
-6.86x + 1.61y + 2.52z <= 851.06
4.96x + 6.04y + -2.12z <= 606.91
-1.24x + -1.47y + -9.52z <= 204.52
-4.65x + -1.18y + 2.49z <= 689.33
-3.88x + 8.74y + 1.64z <= 175.14
2.45x + -4.74y + 3.69z <= 889.88
0.03x + 1.71y + 7.05z <= 210.51
6.53x + 3.11y + -7.08z <= 389.45
-0.27x + -6.11y + 2.7z <= 423.17
1.14x + 5.33y + 6.65z <= 799.48
-0.67x + -0.03y + 4.14z <= 888.87
9.39x + -7.06y + -7.72z <= 537.9
-8.57x + 1.78y + -1.37z <= 483.47
9.87x + -0.02y + -7.09z <= 761.21
1.07x + -5.86y + -4.71z <= 577.22
-1.11x + 5.4y + -3.25z <= 969.68
2.58x + 6.87y + -2.85z <= 129.25
-1.03x + 2.35y + 6.83z <= 467.6
-5.04x + -2.45y + -0.05z <= 698.54
-3.95x + -8.98y + -9.55z <= 680.18
-4.93x + 4.92y + 2.19z <= 838.74
9.37x + -4.26y + 1.21z <= 523.65
-5.37x + -0.85y + 7.97z <= 502.55
-8.71x + -8.43y + -4.9z <= 278.17
9.78x + -2.29y + 4.83z <= 789.5
-4.32x + 1.67y + -4.78z <= 563.45
4.1x + -9.99y + 3.62z <= 749.71
2.54x + -9.86y + 0.13z <= 506.61
3.31x + -9.28y + -3.6z <= 148.84
-2.64x + 3.59y + -1.99z <= 879.35
9.08x + -5.22y + 2.11z <= 625.57
-0.09x + -0.92y + -3.96z <= 460.97
0.12x + 6.52y + -9.42z <= 115.8
-6.6x + -7.2y + 2.11z <= 711.94
-3.52x + 6.19y + 8.98z <= 518.94
-8.91x + 9.99y + 5.82z <= 682.93
-2.92x + 8.83y + -0.58z <= 814.89
-6.25x + 1.36y + 3.98z <= 548.33
9.07x + -7.38y + 1.06z <= 396.71
0.63x + 4.18y + 7.32z <= 934.86
5.05x + -9.26y + -2.77z <= 645.12
-4.6x + -6.67y + -5.16z <= 823.25
-3.88x + -3.86y + -7.74z <= 457.34
-8.88x + -5.28y + -3.7z <= 460.98
0.55x + -8.58y + 3.2z <= 555.91
6.82x + -6.64y + 0.51z <= 839.67
5.55x + 4.99y + 1.98z <= 495.99
-8.0x + -2.21y + 7.66z <= 919.47
-9.96x + -0.19y + -0.19z <= 751.33
3.18x + 5.54y + 6.22z <= 480.21
-8.49x + 6.39y + 9.28z <= 189.96
-1.45x + 9.35y + -8.75z <= 719.25
-9.42x + 1.42y + 7.47z <= 952.89
3.76x + 9.53y + 6.0z <= 872.79
-4.14x + 9.1y + 6.96z <= 267.81
-8.74x + 4.43y + -6.23z <= 662.56
-7.56x + -3.09y + -6.31z <= 962.66
-2.86x + -5.63y + -3.64z <= 496.89
-8.02x + -1.53y + -2.02z <= 570.7
-3.46x + -4.77y + 0.95z <= 704.46
-5.69x + -2.25y + -3.8z <= 940.55
-7.18x + 8.7y + -9.66z <= 850.38
4.91x + 5.67y + -1.87z <= 433.06
-1.74x + -1.23y + -0.55z <= 284.22
-1.16x + 1.12y + 6.36z <= 376.66
7.41x + 5.59y + 9.98z <= 884.06
-9.5x + 3.83y + -2.2z <= 932.59
-8.39x + -3.06y + -1.7z <= 532.12
9.43x + -5.74y + 2.85z <= 927.45
-7.83x + 3.77y + 6.71z <= 390.23
7.86x + -7.43y + 6.64z <= 890.23
2.0x + 5.77y + -6.51z <= 467.27
5.2x + -7.55y + -7.96z <= 571.4
5.04x + -3.75y + -5.49z <= 260.83
-5.04x + 2.02y + 1.16z <= 153.09
7.92x + -4.12y + -5.25z <= 981.6
-1.87x + -2.0y + 4.48z <= 154.5
8.49x + 4.36y + -9.08z <= 839.53
9.7x + 0.87y + 2.87z <= 397.13
-3.17x + -8.76y + -4.09z <= 181.39
2.61x + 6.72y + -3.89z <= 902.89
-6.11x + -8.59y + -9.27z <= 448.18
-8.07x + 6.16y + 9.91z <= 875.02
-4.17x + -2.04y + 8.32z <= 150.7
2.86x + 3.44y + 2.52z <= 639.47
-3.34x + 3.08y + 8.82z <= 973.23
9.07x + 3.79y + -3.04z <= 740.12
9.31x + -5.35y + -3.23z <= 315.33
-4.85x + 0.47y + 7.08z <= 912.45
9.96x + 1.46y + 6.11z <= 315.23
1.76x + 2.77y + 1.78z <= 890.92
3.55x + -0.9y + 2.57z <= 990.99
2.57x + 6.04y + -2.61z <= 437.65
8.24x + -0.87y + -3.75z <= 708.33
-4.33x + 7.4y + -7.05z <= 602.38
-2.16x + -7.64y + 4.31z <= 806.45
1.77x + 6.11y + 9.88z <= 344.92
5.14x + 1.3y + 3.54z <= 667.05
2.44x + 2.09y + -9.71z <= 619.58
2.9x + -3.04y + 5.24z <= 839.56
-1.6x + 1.26y + 5.77z <= 566.81
3.56x + -5.18y + -9.44z <= 603.72
-9.22x + 1.71y + 9.6z <= 616.44
-0.93x + 8.19y + -1.13z <= 908.02
9.71x + 6.51y + -3.34z <= 284.19
9.14x + 0.21y + -8.6z <= 950.4
-7.37x + 2.77y + -2.24z <= 505.41
-8.34x + -4.36y + -6.38z <= 596.07
8.57x + -3.76y + -5.02z <= 766.12
-0.16x + 4.95y + -2.54z <= 297.34
-4.83x + -3.48y + -4.31z <= 221.46
7.56x + 1.21y + -4.31z <= 953.58
1.37x + -3.87y + -6.89z <= 523.25
-2.17x + -7.47y + 9.34z <= 858.06
6.87x + -9.36y + 9.17z <= 239.51
7.53x + 1.28y + 8.51z <= 562.0
-4.75x + -0.31y + -3.24z <= 385.89
3.49x + 3.9y + 3.18z <= 434.91
4.13x + 1.3y + 5.67z <= 750.32
2.69x + -4.87y + -2.76z <= 757.34
3.95x + -1.77y + 0.47z <= 401.73
4.21x + 9.05y + 5.44z <= 437.24
8.96x + -6.89y + -1.78z <= 998.1
-4.31x + -1.39y + 5.6z <= 961.41
-4.12x + -8.28y + 7.45z <= 137.22
8.28x + -5.56y + -0.34z <= 952.29
6.15x + 7.97y + 4.65z <= 998.5
5.85x + -7.81y + 7.16z <= 547.58
-7.18x + 1.39y + 0.22z <= 973.19
-9.21x + -5.71y + -5.64z <= 479.55
3.17x + 9.37y + -8.43z <= 747.96
8.6x + -9.56y + -2.36z <= 967.88
-6.09x + 8.88y + -9.44z <= 671.51
-1.53x + 1.97y + 8.23z <= 662.77
6.03x + -7.16y + -5.88z <= 824.71
1.66x + 4.88y + 6.8z <= 354.39
2.18x + -5.48y + 9.93z <= 868.44
-3.37x + 5.41y + 5.91z <= 148.99
5.11x + -4.48y + 7.74z <= 226.17
0.18x + 0.57y + 8.94z <= 843.42
-1.73x + 8.42y + 4.49z <= 862.92
2.47x + 7.41y + 0.53z <= 120.92
-5.46x + 2.83y + -2.69z <= 300.55
4.44x + -8.57y + 0.47z <= 610.09
7.28x + -8.12y + 9.39z <= 470.82
-6.89x + -8.91y + 5.26z <= 930.37
2.48x + -6.01y + -3.07z <= 578.78
-9.36x + 0.59y + -0.67z <= 846.34
-6.38x + -0.57y + -4.68z <= 360.8
-4.68x + 5.74y + -0.82z <= 589.73
0.47x + 0.98y + 1.48z <= 683.85
8.68x + -0.38y + 8.5z <= 620.61
-4.51x + -9.79y + -5.04z <= 842.45
6.54x + 9.33y + -0.08z <= 730.18
1.06x + 6.26y + -3.31z <= 721.73
-5.08x + -7.83y + -9.67z <= 918.2
5.97x + 1.35y + -5.64z <= 717.47
8.55x + -0.62y + 7.89z <= 833.61
-0.08x + -2.71y + -1.17z <= 800.27
-5.55x + 5.2y + -7.75z <= 641.09
-1.73x + -4.63y + 1.2z <= 689.53
1.83x + 6.88y + 6.92z <= 398.43
2.08x + -6.7y + 6.76z <= 386.76
-4.74x + 1.67y + -6.2z <= 403.56
-9.03x + -1.31y + -5.32z <= 766.13
8.76x + -4.09y + 2.65z <= 422.38
9.56x + -4.48y + 5.68z <= 143.63
-1.87x + -2.03y + 5.42z <= 828.75
-7.13x + -8.48y + 9.3z <= 612.33
-0.14x + -9.92y + -3.45z <= 210.0
1.84x + -4.24y + -4.48z <= 755.14
-4.4x + 6.71y + 1.45z <= 640.22
-6.21x + -9.89y + -4.42z <= 506.1
-7.84x + 4.57y + -9.31z <= 604.4
5.42x + -1.09y + -1.46z <= 335.39
-6.98x + 8.06y + -6.64z <= 964.67
4.09x + 3.97y + -6.39z <= 790.1
-2.71x + 5.65y + 3.17z <= 822.01
8.6x + 6.37y + 2.15z <= 947.06
-5.75x + 8.55y + 8.5z <= 747.68
9.63x + 5.73y + 0.01z <= 140.94
-5.73x + 9.07y + 8.71z <= 803.85
8.04x + 9.18y + 5.49z <= 429.78
1.65x + -3.93y + 2.93z <= 290.03
-9.65x + -5.0y + -1.83z <= 804.29
-8.33x + -8.89y + 0.89z <= 794.3
3.75x + -0.47y + 5.69z <= 599.47
5.88x + 6.3y + 8.52z <= 388.94
3.65x + -0.8y + 5.41z <= 782.11
-4.36x + -0.62y + -7.0z <= 601.31
-2.6x + -3.06y + -3.24z <= 963.27
-8.26x + -4.98y + 4.72z <= 381.47
-3.78x + 4.04y + -1.85z <= 472.13
1.46x + 6.65y + 3.55z <= 416.52
-1.29x + -0.15y + 5.23z <= 985.1
-8.33x + -3.45y + 5.27z <= 647.3
3.34x + -1.54y + -8.72z <= 433.31
-0.83x + 7.69y + -0.84z <= 950.3
4.95x + -2.92y + -3.91z <= 366.59
-7.29x + -6.15y + 4.23z <= 153.66
-7.21x + -3.1y + 9.25z <= 777.94
0.24x + 1.39y + 0.58z <= 200.87
-3.7x + 3.19y + 3.49z <= 269.92
6.68x + -6.58y + -3.29z <= 410.93
2.96x + 1.69y + 6.15z <= 107.17
1.24x + -9.41y + -5.52z <= 494.69
3.05x + -0.67y + -3.27z <= 933.95
-0.69x + -8.35y + -2.31z <= 984.45
1.98x + 2.19y + 9.07z <= 375.3
-0.78x + 9.52y + -8.92z <= 693.97
-9.15x + 3.2y + 6.42z <= 585.29
1.93x + -0.31y + 4.77z <= 347.27
5.57x + 5.89y + -3.58z <= 401.12
4.11x + -7.47y + 0.66z <= 331.68
-4.65x + -3.82y + 8.95z <= 847.2
-9.51x + 3.48y + -1.65z <= 541.86
3.41x + 0.73y + 2.38z <= 562.24
-3.73x + 1.56y + -1.58z <= 320.29
9.56x + -2.1y + 7.79z <= 962.6
5.32x + 1.31y + 9.16z <= 368.27
9.92x + 6.92y + -3.36z <= 354.59
-7.88x + 2.95y + 1.16z <= 398.68
-2.52x + -3.59y + -2.14z <= 255.9
4.2x + -4.4y + 5.56z <= 662.28
8.08x + 7.55y + -4.43z <= 305.58
-5.66x + -3.73y + -3.41z <= 931.87
5.59x + 1.13y + -0.69z <= 982.05
-1.98x + -8.3y + -0.97z <= 570.94
-6.56x + 3.01y + 6.85z <= 789.36
-2.23x + 6.49y + -5.92z <= 677.03
-3.71x + -6.84y + -3.14z <= 638.62
1.22x + 7.94y + -5.25z <= 959.51
7.39x + -0.07y + -6.1z <= 454.16
7.27x + -5.33y + 0.69z <= 877.8
1.6x + 1.69y + -9.62z <= 983.15
7.89x + -9.72y + -7.97z <= 258.26
2.7x + 1.2y + 6.23z <= 134.34
-1.25x + -7.59y + -7.04z <= 597.42
-9.32x + 7.2y + -2.56z <= 406.1
4.26x + 3.46y + -2.76z <= 358.6
3.24x + -1.32y + -2.71z <= 959.64
-1.59x + -9.46y + -5.91z <= 841.94
-9.15x + -1.02y + 3.72z <= 368.26
-4.66x + 2.67y + -0.81z <= 945.81
-4.41x + 7.96y + 8.41z <= 563.44
2.44x + 3.73y + -6.49z <= 208.74
-6.96x + -9.47y + -6.46z <= 689.07
-2.55x + 1.6y + 3.72z <= 520.34
-8.58x + -7.54y + 5.44z <= 596.15
7.95x + 1.61y + 5.94z <= 440.31
-3.39x + 8.97y + 7.83z <= 804.05
-6.35x + -6.31y + 2.76z <= 627.67
-3.8x + -5.2y + 7.95z <= 291.24
-3.63x + -1.56y + -9.67z <= 627.46
-2.44x + -9.96y + 2.91z <= 547.1
-2.22x + 7.57y + -7.09z <= 677.76
-2.57x + -4.14y + 3.7z <= 339.67
9.38x + 1.48y + 7.49z <= 928.75
-5.49x + 4.64y + 6.96z <= 556.97
-9.75x + 4.68y + 2.31z <= 921.24
-2.57x + -0.81y + 2.31z <= 433.12
6.74x + -1.1y + 0.34z <= 163.24
-9.77x + -2.98y + -3.56z <= 268.4
-8.08x + 1.35y + -4.04z <= 854.73
-8.64x + -6.82y + -5.65z <= 830.89
-2.26x + 8.11y + -6.33z <= 581.92
0.1x + -7.79y + -2.94z <= 405.64
7.95x + 4.85y + -7.94z <= 235.89
4.17x + -9.4y + -5.73z <= 157.59
-2.68x + -6.89y + -8.18z <= 921.17
7.94x + -9.93y + 2.67z <= 360.38
-6.35x + 5.31y + -5.67z <= 854.88
-2.0x + 4.71y + 4.53z <= 171.46
7.81x + -8.02y + -7.0z <= 570.31
-9.68x + -2.55y + 6.77z <= 690.8
-1.67x + -5.53y + -8.33z <= 934.37
5.37x + -2.81y + 4.57z <= 739.09
8.77x + 9.7y + -1.71z <= 190.44
4.32x + 8.22y + -7.78z <= 639.53
6.54x + 3.83y + 6.08z <= 328.1
6.88x + -2.66y + 4.0z <= 103.57
-3.08x + 3.88y + -5.71z <= 282.96
-4.37x + -2.84y + -7.05z <= 780.29
-5.49x + -9.94y + -0.11z <= 413.4
2.58x + 6.75y + 7.66z <= 680.37
-7.91x + -7.32y + -0.23z <= 606.29
2.45x + 4.05y + -0.52z <= 498.57
6.46x + -8.86y + 7.89z <= 620.99
5.8x + -9.98y + 6.99z <= 686.18
1.2x + -1.68y + -2.36z <= 886.58
0.24x + -3.95y + -9.71z <= 198.56
6.18x + -4.49y + -5.86z <= 375.52
-1.84x + -6.94y + -9.2z <= 940.88
-8.24x + 0.4y + -4.42z <= 126.51
-3.75x + 3.3y + -7.03z <= 464.42
-7.86x + 9.42y + 9.72z <= 673.65
-4.06x + -0.17y + -0.24z <= 147.66
9.43x + -7.38y + -3.51z <= 525.18
2.38x + 5.15y + -7.66z <= 696.96
-8.51x + 0.61y + -1.31z <= 170.02
-8.0x + -9.73y + -6.8z <= 378.78
-6.14x + 7.39y + -8.04z <= 351.49
-9.42x + 0.25y + -1.36z <= 810.2
0.35x + -9.65y + 1.7z <= 910.8
-6.35x + -0.16y + -7.27z <= 169.11
-4.75x + 0.86y + -0.83z <= 933.9
-9.44x + 2.61y + 4.89z <= 701.76
5.51x + 7.57y + -1.13z <= 864.49
-2.89x + -9.83y + -8.32z <= 148.7
0.8x + 7.69y + 6.44z <= 278.85
3.85x + -9.19y + 2.21z <= 804.35
9.63x + 0.78y + -9.98z <= 233.24
-6.15x + 3.15y + -8.9z <= 217.55
-0.33x + 6.94y + -6.47z <= 909.72
-6.36x + 9.48y + 4.49z <= 636.9
-1.34x + -8.15y + -0.25z <= 162.64
3.64x + -0.33y + -8.73z <= 687.44
9.7x + -7.1y + -2.11z <= 420.86
-3.4x + -0.79y + -4.59z <= 752.01
2.36x + -9.71y + -3.63z <= 343.63
-1.9x + 5.48y + -7.83z <= 132.25
-4.92x + -9.64y + 4.01z <= 269.72
-2.24x + -6.71y + -5.83z <= 326.48
8.29x + -8.4y + -9.83z <= 657.93
-3.12x + 0.56y + 6.22z <= 117.14
-7.53x + 0.38y + 8.66z <= 878.51
9.2x + 1.08y + 1.38z <= 948.48
-9.88x + 9.46y + -1.44z <= 398.43
0.54x + 8.72y + 8.02z <= 903.59
8.05x + -1.07y + -1.13z <= 745.0
-9.7x + -7.26y + 4.52z <= 278.23
3.61x + -3.15y + 3.17z <= 236.86
-5.35x + -0.11y + -3.73z <= 491.47
-4.39x + -6.24y + -7.71z <= 691.15
-6.39x + -3.88y + -2.6z <= 852.61
0.24x + -7.13y + -8.71z <= 426.06
-1.85x + -4.17y + -9.04z <= 998.02
-9.26x + -6.01y + 5.95z <= 443.68
-8.96x + 4.76y + -1.67z <= 887.0
8.64x + -5.06y + -5.79z <= 912.78
7.38x + -2.27y + -8.47z <= 809.72
2.67x + -6.81y + 3.85z <= 243.13
-0.21x + 5.92y + 2.5z <= 884.89
8.67x + 3.55y + 9.78z <= 853.08
-5.44x + -2.94y + -7.07z <= 541.95
-4.86x + -3.41y + -8.0z <= 300.5
0.48x + 2.18y + -8.66z <= 885.28
7.52x + -7.14y + -3.57z <= 105.33
-6.23x + -3.72y + 3.13z <= 161.49
-4.48x + -0.7y + 5.05z <= 602.93
2.44x + 5.37y + -1.41z <= 566.41
0.96x + 5.72y + -7.25z <= 194.98
8.46x + 1.53y + -5.51z <= 836.16
-3.2x + -0.77y + -9.95z <= 538.97
-0.16x + 2.11y + 7.51z <= 530.94
-6.97x + 6.07y + -1.22z <= 489.08
7.07x + 8.94y + -9.38z <= 570.49
-5.45x + -3.72y + 3.78z <= 472.29
-3.75x + -1.83y + 0.43z <= 876.15
-2.47x + -9.57y + -6.37z <= 169.69
3.41x + -5.86y + -6.83z <= 696.31
1.52x + -6.89y + 4.06z <= 285.05
-4.44x + 1.09y + 8.14z <= 938.81
-0.81x + 2.83y + 3.5z <= 628.73
0.29x + 8.95y + -2.29z <= 319.59
-2.92x + 3.96y + -4.0z <= 593.37
-5.55x + 5.16y + -9.22z <= 842.72
-5.52x + 7.94y + 6.41z <= 904.76
0.98x + 8.38y + -4.09z <= 877.85
8.25x + 8.6y + 8.73z <= 242.21
7.5x + -3.64y + 0.86z <= 577.5
1.37x + 0.25y + 1.39z <= 307.3
9.62x + 5.55y + 5.31z <= 552.3
-8.3x + 7.89y + 1.47z <= 318.06
4.17x + -2.35y + 3.95z <= 974.79
1.91x + 5.87y + -9.54z <= 247.13
-7.57x + -9.31y + -2.93z <= 415.6
-2.09x + 2.21y + -9.43z <= 177.58
2.46x + 2.84y + -4.69z <= 807.12
2.87x + -3.27y + -0.11z <= 324.12
9.6x + -8.45y + -4.22z <= 373.66
4.17x + 3.09y + 3.6z <= 229.14
-2.14x + -1.84y + -0.75z <= 247.85
6.62x + -8.78y + 6.79z <= 991.45
6.37x + -3.96y + -6.49z <= 156.82
-0.87x + -5.44y + -4.96z <= 671.83
1.9x + -8.7y + -5.22z <= 123.3
3.18x + 1.14y + 8.27z <= 312.69
-2.0x + 5.96y + 7.55z <= 442.33
1.61x + -8.86y + -3.31z <= 453.1
-2.44x + 3.8y + 9.69z <= 412.38
