#convex solver has no solution but os tool has
# convex result: None os tool result: (0.56844,10.91948)
max 1x + 1y
-2.0701x + -2.4371y <= 399
4.5249x + 8.042y <= 800
3.5628x + 3.456y <= 225
6.1458x + 1.892y <= 753
2.7505x + 1.8064y <= 830
-4.7075x + -1.723y <= 205
-9.764x + -9.0223y <= 938
9.4907x + -1.0489y <= 318
3.3217x + 9.7781y <= 111
-1.9715x + 6.239y <= 945
-6.0063x + 8.8381y <= 391
-3.927x + 3.1546y <= 848
-7.9556x + 6.4171y <= 575
-4.4752x + -0.2674y <= 230
-5.4362x + 0.2908y <= 610
1.7765x + -7.3527y <= 738
-6.3144x + 7.8652y <= 964
0.7866x + 3.9707y <= 718
2.3227x + -7.4313y <= 442
5.7195x + 2.7439y <= 401
-5.8454x + -9.2736y <= 707
-1.4884x + 2.2963y <= 829
-0.7893x + -7.1357y <= 915
8.1926x + -5.3152y <= 751
8.9015x + 3.6082y <= 801
-5.5858x + 4.6524y <= 242
-2.113x + -9.4507y <= 737
1.6736x + -9.3542y <= 486
9.202x + 3.6274y <= 138
7.0947x + -9.5753y <= 827
0.5812x + 9.7161y <= 466
-0.2442x + 4.5015y <= 986
-9.1493x + -7.4735y <= 484
7.7591x + 0.8838y <= 276
-6.5312x + 0.0935y <= 956
-2.2546x + -9.737y <= 308
-8.0767x + -6.0996y <= 286
-7.2327x + 4.2059y <= 513
-7.3352x + -6.2372y <= 115
8.2731x + 2.1898y <= 969
-6.7369x + 2.8254y <= 694
2.824x + 8.4816y <= 750
0.8047x + 0.1118y <= 840
-9.3891x + 8.4925y <= 207
6.2441x + -0.316y <= 412
3.0185x + 9.6767y <= 638
-3.2732x + 5.0718y <= 459
9.087x + 5.9281y <= 225
-3.6606x + 8.4415y <= 122
-1.4832x + -0.8367y <= 544
-6.5652x + 5.176y <= 138
5.3806x + -8.2887y <= 735
-6.7059x + -5.0796y <= 872
-4.7612x + 5.1336y <= 542
1.3747x + 3.9755y <= 751
-1.0379x + 9.9675y <= 910
-5.419x + -3.5534y <= 463
2.3828x + -2.2462y <= 201
-8.1566x + 2.7998y <= 284
1.6742x + -6.498y <= 821
-4.4536x + 4.0007y <= 678
9.2969x + 4.1431y <= 245
2.8938x + 8.7022y <= 641
-3.7623x + 8.5012y <= 855
-3.7492x + -2.7602y <= 789
4.871x + -0.2439y <= 722
-5.2449x + -3.2917y <= 623
-0.3597x + 7.2403y <= 985
-6.1738x + -9.7485y <= 490
3.8717x + -0.0911y <= 791
9.9772x + -3.6395y <= 866
5.673x + 6.0658y <= 953
-8.8275x + 3.7854y <= 605
1.0228x + -1.3166y <= 354
-7.9462x + -8.0897y <= 881
-4.0998x + 7.6581y <= 535
-6.1669x + 6.7543y <= 963
-7.3912x + -2.783y <= 689
-9.3164x + 7.2103y <= 278
5.8937x + 8.4846y <= 834
-2.4158x + -3.2369y <= 102
9.3276x + -3.7948y <= 640
0.1624x + 6.9379y <= 466
-0.1081x + -3.2112y <= 787
3.6933x + 0.3021y <= 602
-7.9604x + -8.9455y <= 461
-3.9082x + -1.7797y <= 432
-5.8308x + 1.8418y <= 983
-0.7148x + 0.51y <= 765
2.2767x + 1.6596y <= 197
4.5768x + -1.6492y <= 200
-7.2097x + -8.7125y <= 105
8.7038x + 7.8131y <= 604
-1.4464x + 7.0458y <= 475
7.6201x + -7.5845y <= 608
5.0187x + -7.7396y <= 121
1.5342x + 3.2445y <= 762
8.4434x + -9.5598y <= 295
5.1272x + 5.8476y <= 883
-3.2379x + 2.8523y <= 165
1.5271x + 9.9272y <= 993
-1.8855x + -4.35y <= 228
-4.4726x + 3.3155y <= 761
7.0978x + -2.7568y <= 775
6.8563x + -6.6081y <= 586
2.8903x + -0.2543y <= 858
-7.2361x + -0.711y <= 294
6.1818x + -5.6284y <= 786
9.9714x + 1.2498y <= 268
8.6194x + 4.2464y <= 350
9.9497x + -2.8995y <= 667
-6.1136x + -4.2882y <= 992
4.1508x + -0.7227y <= 207
-2.0634x + 5.6735y <= 699
-0.8737x + -2.9579y <= 242
9.4738x + -9.3481y <= 184
-2.0654x + 4.1054y <= 965
3.5896x + -2.5815y <= 784
0.3276x + 9.9361y <= 424
-5.2117x + -6.7144y <= 740
-3.1583x + 7.6179y <= 103
-4.3061x + -7.3008y <= 621
-0.2367x + 6.2529y <= 769
4.1966x + 9.4691y <= 782
6.2767x + 3.144y <= 715
-2.9361x + 8.9435y <= 571
-1.7247x + 5.2043y <= 384
9.7565x + -9.6141y <= 839
-8.8019x + 1.0322y <= 396
6.9461x + -7.4866y <= 123
5.1407x + -2.727y <= 630
-5.1292x + -1.2309y <= 695
0.9557x + -7.9734y <= 473
-2.5115x + -6.1816y <= 411
1.8652x + -4.1729y <= 145
-2.3192x + 6.0174y <= 706
-7.568x + 0.4134y <= 131
-8.9305x + -0.9045y <= 489
0.2993x + 3.5862y <= 134
7.0472x + 7.0315y <= 734
-6.1217x + 0.6157y <= 628
3.0448x + 8.1905y <= 338
-6.9746x + 6.5865y <= 688
3.4436x + 9.4297y <= 983
8.5996x + -7.8573y <= 666
-7.9124x + 7.7668y <= 377
6.8452x + 8.6261y <= 803
-6.6785x + -3.1671y <= 837
-6.9114x + -5.4024y <= 878
-1.6999x + 3.1124y <= 759
3.5767x + 6.0066y <= 642
-4.4488x + 7.8144y <= 890
2.259x + -0.3941y <= 229
3.3567x + -3.5536y <= 480
8.8528x + 0.1493y <= 697
-6.8128x + 9.0637y <= 552
-0.2703x + 2.152y <= 394
-9.6269x + 4.5457y <= 994
-0.3261x + -0.9531y <= 614
-3.4956x + -7.2539y <= 322
4.0846x + 3.5546y <= 944
-4.6387x + 5.4378y <= 878
4.5741x + -4.8459y <= 719
-4.5789x + -2.4418y <= 322
-8.5082x + 2.1574y <= 932
-4.8554x + -4.0434y <= 847
-3.0608x + -1.1375y <= 431
-2.9939x + -2.9351y <= 737
-6.0511x + -0.8284y <= 422
9.9642x + -3.5297y <= 490
9.3373x + -6.2174y <= 646
-4.5266x + 4.6554y <= 439
-3.0111x + -4.3641y <= 281
1.0622x + 8.824y <= 212
-9.1363x + 7.3318y <= 677
2.7593x + -1.946y <= 431
8.41x + -5.8617y <= 957
4.0666x + 7.2915y <= 810
1.8787x + -2.3966y <= 579
5.2987x + 7.3552y <= 710
-4.304x + 6.8753y <= 162
-2.1612x + -1.5682y <= 953
3.9553x + 5.2628y <= 622
0.4148x + 4.8433y <= 355
9.8865x + 8.5553y <= 870
9.6692x + 3.5458y <= 109
9.8949x + 7.4684y <= 515
7.4207x + -2.0826y <= 513
0.0568x + -9.7357y <= 972
-8.7412x + -6.9613y <= 796
-7.6253x + -0.4438y <= 141
-3.6021x + -7.6105y <= 466
-0.9824x + 6.0141y <= 390
9.6689x + 2.6696y <= 272
5.1653x + 5.9908y <= 652
9.4783x + 3.3053y <= 983
-9.6296x + 1.082y <= 558
8.0024x + -1.1836y <= 601
-9.4546x + 8.96y <= 452
-7.7211x + 4.9996y <= 314
-3.4412x + 4.991y <= 181
-1.4826x + -0.0355y <= 278
-2.6629x + 1.1043y <= 767
0.5178x + 8.6773y <= 104
6.8073x + 7.8856y <= 891
-2.004x + 2.637y <= 809
3.4112x + -5.7802y <= 991
-7.7248x + 8.6364y <= 747
2.8997x + 4.7926y <= 426
7.8719x + -9.1347y <= 185
-2.6988x + -1.1703y <= 303
3.5384x + 1.9188y <= 834
3.7192x + -3.2036y <= 550
0.6858x + -8.021y <= 963
-5.7525x + 1.3027y <= 455
-1.2981x + 8.5619y <= 426
-6.529x + -4.6449y <= 336
-6.5621x + 6.8052y <= 931
-0.8308x + -3.8023y <= 645
-7.3098x + -5.1936y <= 831
-0.9123x + -5.461y <= 436
-9.1651x + -8.9626y <= 598
5.8617x + 1.158y <= 592
-9.8342x + -1.9051y <= 782
4.7503x + -7.7321y <= 388
6.2545x + 5.4274y <= 260
8.7317x + 0.7042y <= 108
8.506x + -7.5576y <= 951
6.6801x + 7.2444y <= 327
-7.2385x + -4.0408y <= 146
-0.0946x + -8.8097y <= 986
-8.8998x + 3.6872y <= 124
-2.1216x + -8.8223y <= 309
-6.4474x + -7.4769y <= 820
-3.5738x + -7.0018y <= 582
4.6274x + 6.8783y <= 827
-5.6433x + 1.0835y <= 583
4.7465x + 3.2245y <= 519
-5.4563x + 2.2978y <= 447
-8.1033x + -9.1311y <= 177
6.994x + -6.5829y <= 528
3.1175x + -4.0748y <= 678
9.8078x + 1.1953y <= 300
3.6615x + -4.1099y <= 299
7.8911x + 2.584y <= 229
7.0853x + 5.9723y <= 150
2.1654x + 1.8034y <= 327
-1.0886x + 5.9497y <= 381
-0.8402x + 8.5699y <= 547
-4.2616x + 8.3633y <= 854
4.2631x + -3.0516y <= 415
-8.8448x + 6.9376y <= 206
-5.0598x + -2.8668y <= 471
8.3646x + 4.8574y <= 973
0.9136x + 5.8213y <= 545
-5.8477x + -7.1207y <= 612
3.9523x + -6.1854y <= 294
8.8296x + 8.6983y <= 100
2.5824x + -7.8126y <= 505
-9.7564x + -8.7239y <= 232
-8.4245x + -4.2109y <= 561
-9.1327x + -2.9222y <= 795
8.5695x + -8.4473y <= 246
7.6535x + -7.2986y <= 591
-0.2315x + -3.8885y <= 280
8.7102x + -3.3534y <= 571
6.9711x + -9.0633y <= 147
-2.5475x + 6.9505y <= 989
4.6389x + -9.7651y <= 638
-5.1627x + 9.2683y <= 324
4.8427x + -7.2983y <= 684
5.1235x + -7.9263y <= 504
-8.8449x + 2.8509y <= 688
-6.0899x + -7.268y <= 185
-4.82x + 8.6392y <= 949
6.506x + 9.2455y <= 771
-2.6594x + 5.3216y <= 565
-4.4176x + 2.673y <= 217
2.1874x + -1.6414y <= 106
-2.467x + 2.5919y <= 360
-8.7319x + -2.7792y <= 399
7.4661x + 7.6062y <= 199
5.5022x + -7.4943y <= 143
-4.9413x + -7.6271y <= 669
6.557x + 8.2638y <= 662
-3.9762x + 2.0068y <= 466
2.4556x + 7.6529y <= 266
6.9803x + 3.5997y <= 253
9.9987x + -6.9901y <= 945
1.4728x + -1.1118y <= 720
4.5152x + -2.0049y <= 630
-2.3745x + -0.906y <= 245
-4.7975x + -8.0856y <= 359
9.0085x + -3.9041y <= 609
-9.112x + 1.7359y <= 920
8.1802x + 7.1779y <= 300
2.0948x + -6.9909y <= 894
5.0924x + 2.4532y <= 598
-9.3988x + -6.5981y <= 947
2.6748x + -7.5835y <= 642
-7.9816x + -3.7328y <= 368
5.8872x + -9.9547y <= 420
-5.9476x + 7.3658y <= 147
3.9556x + -2.8084y <= 363
-8.827x + -0.9474y <= 543
-5.1303x + -9.8964y <= 948
4.9459x + -0.9252y <= 969
-3.4449x + 6.1731y <= 788
9.9189x + 0.9956y <= 915
9.7879x + 8.325y <= 245
4.5622x + 2.2954y <= 236
-1.501x + -3.6253y <= 735
4.9602x + -2.7263y <= 765
-5.3053x + -4.8628y <= 341
-4.3505x + -0.5221y <= 593
-9.103x + -6.7934y <= 684
3.1469x + -2.3185y <= 987
3.2341x + -7.5503y <= 693
4.0671x + 4.3352y <= 533
-5.2955x + 5.7941y <= 473
7.2206x + -4.2562y <= 251
7.8726x + -9.0581y <= 715
2.0673x + -9.4573y <= 974
-4.3267x + -6.0476y <= 927
-8.3848x + -3.1401y <= 427
-3.296x + -8.658y <= 817
-7.8742x + -7.9448y <= 216
-0.1451x + -7.9495y <= 145
3.0271x + 7.4107y <= 548
-7.3489x + 7.6028y <= 634
-1.3655x + 9.7415y <= 359
-7.1528x + -0.2726y <= 525
6.5502x + 9.1609y <= 396
6.5013x + 7.3108y <= 287
-9.0695x + -5.8867y <= 814
4.8276x + -4.0273y <= 817
3.2261x + -7.6859y <= 512
9.6583x + 1.4452y <= 333
6.1709x + -7.1y <= 437
-1.7125x + 8.5937y <= 721
-3.6734x + 6.3067y <= 941
5.3879x + -6.4959y <= 339
2.5479x + 0.8186y <= 795
4.6322x + -2.0115y <= 662
0.4404x + 8.3448y <= 747
-5.2582x + 0.2497y <= 418
2.9546x + 9.0476y <= 203
-9.7307x + -9.2y <= 442
-0.6088x + 0.0111y <= 968
9.712x + -9.7506y <= 323
9.5911x + 2.9568y <= 834
1.2567x + 8.6454y <= 873
6.2197x + -5.5091y <= 301
5.9062x + -2.9166y <= 856
-8.8162x + 4.6575y <= 749
0.4616x + -0.8823y <= 572
-1.6067x + 8.5909y <= 661
4.294x + 5.1309y <= 899
9.4177x + -2.5835y <= 116
8.3064x + 9.5696y <= 830
6.2143x + -2.1863y <= 235
-3.0003x + 1.0049y <= 138
-8.9584x + -6.6143y <= 277
-4.2132x + -9.2499y <= 530
-1.8631x + 5.1082y <= 849
-4.4151x + 4.2352y <= 403
-9.9991x + -1.0602y <= 703
2.5788x + 2.1147y <= 294
-3.2172x + -0.3845y <= 165
7.6001x + -3.8853y <= 968
6.434x + 9.9536y <= 754
-5.4419x + -8.3752y <= 996
8.6241x + -5.7232y <= 970
-9.1608x + 7.6762y <= 321
3.377x + -0.7252y <= 881
4.4374x + -7.2456y <= 625
5.1807x + 6.3262y <= 678
9.4966x + -3.3047y <= 515
-0.9465x + -3.0007y <= 937
-1.4228x + 6.7307y <= 409
5.9434x + -9.5504y <= 119
-4.6505x + 0.7971y <= 666
1.2118x + 6.9419y <= 415
9.2229x + -8.0945y <= 942
0.3956x + -9.9457y <= 382
8.0695x + -0.8017y <= 975
-3.0027x + 2.6551y <= 115
6.8198x + -7.3643y <= 336
-5.0967x + -5.9499y <= 388
8.472x + 7.8026y <= 817
-8.7931x + 8.8978y <= 453
4.5787x + 4.7312y <= 313
-7.7605x + 3.4836y <= 357
-4.7879x + -9.5843y <= 919
1.77x + -6.6359y <= 749
-3.8753x + 3.8787y <= 457
-2.6827x + 8.5427y <= 713
7.5209x + 3.7499y <= 234
-4.5678x + 8.4955y <= 636
4.5831x + -8.1705y <= 814
-3.152x + -3.8836y <= 255
3.8136x + 8.9543y <= 995
1.6426x + 4.6274y <= 208
-1.1904x + 6.2572y <= 335
-5.377x + 1.1348y <= 810
-8.4352x + -4.0271y <= 245
-7.3999x + -0.8539y <= 782
6.3094x + -8.3227y <= 523
-2.6428x + 2.865y <= 378
7.3539x + 1.2279y <= 134
-0.8209x + -1.2975y <= 362
6.7985x + -0.7435y <= 955
-0.6685x + 5.8959y <= 238
5.6737x + 4.6816y <= 502
5.4553x + 6.2572y <= 208
-4.5176x + -8.5449y <= 914
9.1285x + -4.2974y <= 368
-4.2813x + 2.5544y <= 636
8.0775x + 3.9225y <= 618
-0.591x + -6.3817y <= 343
2.6041x + -1.0882y <= 413
8.1704x + 9.308y <= 881
5.0863x + -4.3006y <= 729
8.9842x + -4.459y <= 234
3.9143x + -1.8296y <= 779
1.0927x + -3.6975y <= 615
3.1613x + -6.8206y <= 568
-1.5862x + 4.0686y <= 715
-0.3742x + -4.6696y <= 770
-2.5526x + -6.369y <= 193
4.256x + -9.6504y <= 381
-7.2216x + -0.9768y <= 181
2.3815x + 1.6118y <= 402
-0.3824x + 9.3615y <= 348
7.3176x + 4.2343y <= 371
-3.7737x + 6.5013y <= 131
-7.1211x + 6.4466y <= 445
1.0538x + 4.5483y <= 430
8.0198x + -5.1147y <= 780
8.105x + -5.7199y <= 829
5.7559x + 2.949y <= 378
2.0424x + -2.4612y <= 615
-6.9124x + -9.3769y <= 708
1.8432x + 3.5373y <= 292
1.2301x + 7.5635y <= 307
-4.2066x + -0.8901y <= 577
6.2885x + -0.5478y <= 534
9.8596x + -8.3527y <= 244
-0.9441x + 2.9528y <= 125
-9.8749x + 8.6498y <= 718
-0.7299x + -1.8982y <= 491
-1.6847x + -8.121y <= 662
-2.0972x + 9.5147y <= 864
6.7295x + 9.1488y <= 941
3.3582x + 5.8801y <= 223
6.1505x + 8.3863y <= 383
-6.1909x + -0.5002y <= 879
-3.602x + -0.8348y <= 288
-6.979x + 8.7336y <= 287
-2.2958x + -7.7167y <= 231
-2.9681x + 9.1473y <= 517
-5.826x + 9.4537y <= 993
0.5105x + -1.8844y <= 442
-9.1545x + 7.2285y <= 770
4.8499x + 6.3239y <= 948
-0.174x + -1.6835y <= 195
-1.1207x + 3.9173y <= 884
-6.2668x + -0.839y <= 169
-6.9094x + 8.4215y <= 952
6.6162x + 7.5169y <= 483
0.3573x + -8.8783y <= 927
4.2612x + 0.5575y <= 679
7.5105x + -9.4289y <= 861
-7.7237x + 0.4087y <= 835
-6.645x + -4.9017y <= 385
2.3994x + 4.0527y <= 220
3.728x + -7.0414y <= 948
3.5852x + 9.5165y <= 783
9.2808x + -4.83y <= 486
5.5388x + 3.6043y <= 939
-9.3419x + 9.3745y <= 313
-9.3801x + 5.1072y <= 293
-4.9463x + -5.0934y <= 890
4.4635x + -7.0921y <= 898
3.4295x + -9.4033y <= 540
4.3854x + 8.1115y <= 490
-7.49x + -2.6921y <= 416
-7.4091x + -3.3189y <= 803
-9.7217x + 5.1875y <= 234
1.4107x + 8.131y <= 201
-2.0668x + -9.9094y <= 558
-6.444x + 2.8832y <= 142
4.5523x + -3.4832y <= 469
0.5299x + -4.6253y <= 364
3.8971x + -7.5261y <= 260
-7.373x + 3.1792y <= 295
6.9109x + 3.4031y <= 142
-7.3719x + -6.5898y <= 230
-1.683x + -8.7675y <= 192
-0.7466x + 3.0657y <= 841
2.3687x + -1.093y <= 377
-0.6488x + -4.1699y <= 875
-3.5717x + -2.4606y <= 929
-1.7111x + -8.9817y <= 542
-4.3403x + -6.9454y <= 750
-8.0555x + -5.1138y <= 534
9.0277x + -2.8193y <= 579
-5.6573x + -0.1333y <= 666
6.8069x + 5.3979y <= 157
6.3027x + -8.6808y <= 985
2.8359x + -1.6907y <= 879
0.5368x + -2.2687y <= 978
9.2762x + -4.6674y <= 121
-4.6204x + 4.2233y <= 330
3.8696x + -8.2745y <= 364
2.2513x + 2.3564y <= 955
-5.2757x + -3.6286y <= 663
2.2677x + -7.376y <= 373
-7.1654x + -5.7006y <= 338
-5.7456x + -6.8472y <= 217
-8.5262x + -6.9991y <= 813
-5.557x + 1.2991y <= 259
2.4575x + -1.8822y <= 654
-1.76x + 7.541y <= 998
-1.7507x + 9.6653y <= 385
-0.0869x + 4.4732y <= 193
-4.4311x + 2.8911y <= 761
-4.8861x + 0.3694y <= 652
5.7812x + -4.6149y <= 103
-0.914x + 5.2998y <= 620
8.7691x + 9.9267y <= 515
-8.5144x + -9.5509y <= 480
4.7315x + -5.0507y <= 384
-1.9825x + -9.9972y <= 683
6.5852x + -8.9359y <= 393
4.1815x + 3.0841y <= 836
0.3817x + -9.6097y <= 107
3.9448x + -8.9168y <= 452
6.5304x + -8.4652y <= 344
-6.523x + 1.6226y <= 788
-8.7632x + 7.637y <= 460
3.1957x + -9.9246y <= 713
-0.6284x + 5.3423y <= 767
9.9871x + 7.4447y <= 982
-5.5231x + 9.1139y <= 580
-1.0198x + -9.6061y <= 732
7.336x + 8.9479y <= 675
2.9072x + -6.0839y <= 788
3.692x + -8.9124y <= 547
-4.8832x + 8.5681y <= 345
6.4394x + -0.5033y <= 214
-5.8499x + -7.9341y <= 592
-9.0384x + -6.7005y <= 376
9.2681x + -6.7114y <= 408
2.3944x + 4.6896y <= 715
7.9613x + -1.7545y <= 682
1.6058x + -7.0105y <= 968
-5.199x + 1.9895y <= 922
-7.3334x + -5.0169y <= 362
8.7595x + -6.0015y <= 977
9.2424x + -4.4684y <= 325
-4.2465x + -5.5296y <= 857
4.021x + 7.671y <= 663
-4.3408x + -6.2464y <= 627
9.4273x + 7.4265y <= 583
-9.125x + -9.3793y <= 496
-7.4061x + -2.9904y <= 121
0.2548x + 9.0483y <= 520
2.3196x + -6.2326y <= 706
-5.7036x + -8.5256y <= 268
0.0515x + 2.6339y <= 221
6.887x + -4.6524y <= 201
9.1341x + -9.4953y <= 104
-6.6862x + 8.2532y <= 356
8.8225x + 9.8061y <= 621
8.6041x + -9.7888y <= 551
-2.6278x + -4.7408y <= 419
0.42x + -8.3858y <= 114
1.6306x + 2.2201y <= 469
-2.3067x + 2.8331y <= 993
-6.3446x + 7.1606y <= 630
-5.0447x + -0.9664y <= 846
-0.1275x + -2.7877y <= 446
-4.6449x + -2.1385y <= 229
1.3358x + -0.3203y <= 981
-2.1918x + -1.2971y <= 688
-2.2477x + -9.1296y <= 262
-8.8887x + -9.4846y <= 822
-3.6586x + 8.4835y <= 575
9.2218x + -5.342y <= 705
2.6665x + -7.5033y <= 511
2.6332x + 8.9022y <= 292
-1.9435x + -9.2928y <= 167
-6.0651x + -5.0994y <= 258
-5.629x + 5.0926y <= 807
5.51x + 6.254y <= 786
-0.6873x + -9.9221y <= 413
5.9233x + -9.3472y <= 105
4.3386x + 2.3535y <= 398
-6.0552x + -1.3671y <= 779
-5.7314x + -8.2143y <= 843
9.5018x + 7.3219y <= 515
7.2025x + 0.4759y <= 622
0.3618x + 3.3587y <= 822
-2.9828x + -6.0939y <= 396
0.0025x + -8.588y <= 648
-4.0088x + 0.0488y <= 629
-1.6675x + 6.1901y <= 170
-4.3478x + -6.205y <= 128
0.1701x + -4.3097y <= 783
-2.2436x + -7.2926y <= 556
3.1408x + -8.1787y <= 114
5.4001x + 7.7907y <= 819
7.6744x + 3.0426y <= 168
-7.3195x + 5.2605y <= 699
-2.7629x + 9.4982y <= 968
0.4589x + 1.5888y <= 214
4.1794x + -9.6367y <= 410
-4.0285x + -5.9136y <= 687
-0.0072x + 1.1717y <= 215
9.9238x + 8.9215y <= 398
0.6346x + 2.3705y <= 823
9.338x + 7.3207y <= 743
-4.0114x + -5.9544y <= 951
-2.654x + 0.8919y <= 131
1.7789x + 7.8514y <= 637
5.9537x + -1.0749y <= 139
-9.1755x + -7.5248y <= 630
-8.6245x + -3.7983y <= 119
-3.9711x + 6.1949y <= 330
1.3921x + 1.4575y <= 724
5.1115x + -9.9082y <= 872
9.0931x + 2.1858y <= 450
4.9438x + 9.8083y <= 564
-9.3026x + 3.9302y <= 728
-3.93x + 8.2514y <= 100
-3.6417x + 0.3408y <= 176
-1.5801x + -1.7233y <= 996
6.1304x + 7.5592y <= 139
2.3168x + -1.3562y <= 803
-7.324x + 0.9391y <= 180
2.45x + 4.9178y <= 249
0.9558x + 2.1609y <= 242
-8.5437x + -4.7218y <= 613
7.7577x + -8.4922y <= 277
-0.5046x + -2.3662y <= 518
9.1604x + -9.7749y <= 855
-3.164x + -3.6031y <= 800
5.0958x + 0.3855y <= 904
-2.9224x + 3.1493y <= 879
-5.8936x + 5.3599y <= 392
7.9987x + -7.6485y <= 926
-1.7759x + 2.3077y <= 516
9.0892x + 2.5534y <= 469
-8.5395x + 0.2877y <= 584
-9.5818x + -7.8177y <= 423
-5.99x + 1.2642y <= 726
-0.6224x + -8.5849y <= 604
-6.0384x + 7.936y <= 853
-5.762x + -0.8945y <= 829
1.5776x + 9.1157y <= 598
-5.0889x + 4.5001y <= 953
2.2872x + -8.041y <= 659
-5.3361x + 7.9091y <= 797
-3.706x + 4.7246y <= 505
0.0997x + 0.0463y <= 480
-2.7291x + -8.3881y <= 235
-9.4727x + 6.3255y <= 901
7.2904x + -5.3797y <= 814
-8.1355x + 4.1733y <= 311
6.1311x + -2.0235y <= 945
2.4803x + -0.5937y <= 393
0.6778x + 1.1258y <= 802
-8.6406x + 9.6462y <= 651
9.8006x + 0.2249y <= 535
-2.2055x + 2.256y <= 792
-5.3974x + -1.8546y <= 340
4.9389x + 0.0785y <= 747
6.0168x + 6.2151y <= 613
3.9991x + 6.4006y <= 440
-8.0414x + 6.0261y <= 598
4.6256x + -0.8401y <= 603
-7.3703x + -2.8307y <= 470
3.7775x + -6.2793y <= 558
-1.0106x + -0.848y <= 781
1.6347x + 4.5991y <= 340
8.229x + -0.4537y <= 341
-9.2947x + 1.7586y <= 213
-0.8989x + 7.3673y <= 683
-0.5595x + -9.3135y <= 821
-6.1142x + -3.9843y <= 806
-3.4203x + 1.3773y <= 481
-0.3148x + -4.9271y <= 344
3.858x + 3.6078y <= 249
-7.6436x + -8.6429y <= 192
-7.9541x + -7.0266y <= 819
4.2125x + -8.5289y <= 914
8.866x + -5.3264y <= 315
-5.1048x + -9.6226y <= 182
7.2983x + 3.9563y <= 943
4.9982x + 7.4571y <= 331
3.2959x + 6.0163y <= 822
6.4286x + -6.9034y <= 959
5.7652x + 9.3315y <= 585
6.1095x + 7.329y <= 557
7.1268x + 1.2085y <= 626
-1.8744x + -4.4014y <= 478
2.341x + -8.7935y <= 189
1.5831x + 6.9808y <= 472
1.8508x + 5.6421y <= 547
-4.4098x + 6.0988y <= 692
-7.1771x + -9.537y <= 285
7.4915x + -7.2771y <= 621
-0.8071x + -2.0418y <= 378
3.7446x + -4.7979y <= 249
-6.2628x + -9.1986y <= 613
-6.9143x + 3.319y <= 295
-6.1432x + -7.6999y <= 633
-6.6025x + 2.1397y <= 216
-4.6201x + -5.7063y <= 906
-8.4953x + -6.6961y <= 340
5.5388x + -7.3735y <= 357
-8.6186x + -2.4326y <= 796
-8.5726x + -4.8733y <= 773
5.675x + -4.2382y <= 941
2.0969x + 1.1325y <= 500
-7.1604x + 6.4257y <= 935
3.5705x + 4.6233y <= 957
6.8892x + 6.2511y <= 951
0.926x + -0.1706y <= 357
-2.014x + 5.6375y <= 341
5.4909x + 8.9549y <= 667
1.2858x + 9.4621y <= 761
-2.3555x + -0.7171y <= 587
2.5899x + -1.7337y <= 631
9.574x + 8.6376y <= 789
1.7518x + 3.4635y <= 978
-2.8644x + 9.5081y <= 495
7.1005x + -1.7886y <= 267
-7.6616x + -6.6845y <= 582
4.8965x + -0.5573y <= 964
-2.756x + -0.9089y <= 166
-0.5208x + -1.4299y <= 140
6.5362x + 6.9636y <= 287
-6.3307x + -5.6016y <= 418
-4.361x + 2.7345y <= 321
-1.7928x + -2.3758y <= 655
9.7315x + 8.449y <= 797
1.2589x + -7.9483y <= 690
9.1288x + -9.8421y <= 909
7.1311x + -3.9884y <= 460
9.8187x + 7.634y <= 171
1.1162x + 9.1946y <= 291
-1.8361x + 3.2177y <= 533
9.3069x + -3.4234y <= 878
8.1135x + -2.2042y <= 640
5.8305x + -1.2069y <= 847
-6.7319x + -8.8263y <= 917
9.0727x + -9.4089y <= 245
0.4034x + 8.717y <= 940
-1.8481x + 8.9517y <= 516
3.5996x + -0.1657y <= 480
1.4658x + -5.0193y <= 577
-1.2874x + -5.2476y <= 947
-6.0515x + -7.388y <= 614
6.5775x + -5.8049y <= 250
5.7948x + -9.5116y <= 535
7.8037x + 9.0241y <= 157
-3.0008x + -0.5457y <= 736
-5.2296x + -5.278y <= 628
4.4479x + 8.2235y <= 770
6.5036x + -6.4952y <= 425
-5.9611x + -4.8046y <= 229
-4.8864x + 8.2624y <= 488
7.4763x + -5.2562y <= 951
7.5915x + -4.9462y <= 355
-8.6968x + 3.2895y <= 400
-7.3132x + 7.0389y <= 488
6.5077x + 8.7439y <= 828
-3.2112x + 6.3986y <= 159
-2.6541x + -1.3073y <= 894
9.011x + 0.4419y <= 831
5.5574x + 3.5403y <= 750
9.2084x + 5.7758y <= 184
-8.8281x + -2.6278y <= 131
2.0941x + -3.9438y <= 101
1.0567x + 5.9814y <= 871
7.6788x + 5.1143y <= 649
3.3358x + 5.1425y <= 771
-9.6201x + 9.016y <= 305
-0.9375x + -7.7196y <= 936
5.8103x + -6.555y <= 251
-9.9549x + -5.6232y <= 793
1.5548x + 4.4967y <= 519
-9.0377x + -8.9986y <= 385
-7.0236x + 6.1461y <= 207
-4.9587x + -1.6194y <= 984
-2.0427x + 1.7287y <= 778
-0.1524x + 8.8295y <= 200
2.9289x + 2.9763y <= 976
9.3167x + -2.2616y <= 989
9.9843x + -8.7967y <= 919
-2.3804x + -8.2461y <= 776
6.9892x + 5.7594y <= 255
2.0054x + 3.1402y <= 927
